Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR1348,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Zandstraat 92,Privé,128822,191050,,,
EPR1349,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DESTELBERGEN,Hooiwegel 14,Privé,110422,192266,,,
EPR1350,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,EVERGEM,kasteel van Wippelgem,Openbaar,104616,202875,,,
EPR1351,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,KRUIBEKE,Beekstraat thv huisnr 3,Openbaar,142691,206442,,,
EPR1352,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,KRUIBEKE,Molenstraat,Openbaar,145322,207380,,,
EPR1353,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,KRUIBEKE,Parklaan thv 66-68,Openbaar,145050,203574,,,
EPR1354,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,KRUIBEKE,Sint-Pietersdoorn 4,Privé,143783,204329,,,
EPR1355,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,LOCHRISTI,Kerrebroekstraat 4,Privé,118446,196654,,,
EPR1356,2010,2/06/2010,2/06/2010,02,06,2010,2010-06-02,LOKEREN,F/W tussen Daknamdorp en Daknammolenstraat (230 meter komende van overweg Daknamdorp in berm),Openbaar,123506,201487,,,
EPR1357,2010,2/06/2010,2/06/2010,02,06,2010,2010-06-02,LOKEREN,Kanaalstraat  parkje lang bocht boom vooraan langs weg in korte bocht,Openbaar,124016,198563,,,
EPR1358,2010,2/06/2010,2/06/2010,02,06,2010,2010-06-02,LOKEREN,Kanaalstraat  parkje lang bocht boom vooraan langs weg in korte bocht,Openbaar,124016,198563,,,
EPR1359,2010,28/06/2010,28/06/2010,28,06,2010,2010-06-28,LOKEREN,Oud Strijderslaan parking/speelterrein ter hoogte elec. cabine nr 106 langs voetpad,Openbaar,124033,199297,,,
EPR1360,2010,5/07/2010,5/07/2010,05,07,2010,2010-07-05,LOKEREN,Waaslandlaan 1 (tuin aan woning zuidzijde),Privé,124856,201024,,,
EPR1361,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-GILLIS-WAAS,Hofpachtstraat (vroeger: Dweersstraat) 39,Privé,129445,213061,,,
EPR1362,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-NIKLAAS,Hooimanstraat 119,Privé,128189,204516,,,
EPR1363,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-NIKLAAS,Jagersdreef (voetbalveld leger),Openbaar,138197,207747,,,
EPR1364,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-NIKLAAS,Waasmunsterse Steenweg (parking begraafplaats Heimolen),Openbaar,133918,202382,,,
EPR1365,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-NIKLAAS,Weimanstraat 35,Openbaar,124670,205533,,,
EPR1366,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,SINT-NIKLAAS,"Weimanstraat: kant Zwaanaardestraat, langs de weg (ter hoogte van woningen)",Openbaar,124777,205397,,,
EPR1367,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,STEKENE,Hinnenstraat 7,Privé,124057,210660,,,
EPR1368,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,STEKENE,Speelhof W112,Privé,124964,214124,,,
EPR1369,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,TEMSE,Doornstraat 137,Privé,138573,204124,,,
EPR1370,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,TEMSE,Hofstraat 49,Privé,135718,202102,,,
EPR1371,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WAASMUNSTER,Potaardestraat 40,Privé,131807,200915,,,
EPR1372,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WAASMUNSTER,Sinaaistraat tov huisnr 27,Openbaar,130441,201932,,,
EPR1373,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WAASMUNSTER,Fazantenlaan tov huisnr 20,Openbaar,130085,201488,,,
EPR1374,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WACHTEBEKE,"Puyenbroeck: Craenendam, parking 1 (3de eik)",Openbaar,115327,205003,,,
EPR1375,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WACHTEBEKE,Puyenbroeck: kassazone popeiland tussen Craenendam en Olendsdam,Openbaar,115860,204706,,,
EPR1376,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WACHTEBEKE,Puyenbroeck: speeltuin tussen Craenendam en Olendsdam,Openbaar,115339,204732,,,
EPR1377,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,WACHTEBEKE,Puyenbroeck: waterspeeltuin tussen Craenendam en Olendsdam,Openbaar,115487,204798,,,
EPR1378,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,ZELE,Hansevelde 99,Privé,129992,195613,,,
EPR1379,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,ZELE,Kamershoek 101,Privé,124856,194004,,,
EPR1380,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Aalst,Botermelkstraat 201 (Levensvreugde),Privé,129032,182890,,,
EPR1381,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Bosdamlaan speelplein,Openbaar,141881,211195,,,
EPR1382,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Dennenlaan 35,Privé,139175,208000,,,
EPR1383,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Gentseweg 363,Privé,138978,208991,,,
EPR1384,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Hoge Wegel speelplein,Openbaar,140901,208337,,,
EPR1385,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Polderdreef (midden straat),Openbaar,141757,213035,,,
EPR1386,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Spaans Fort (voetbalplein),Openbaar,137974,216416,,,
EPR1387,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Beveren,Engelsesteenweg (voormalig voetbalplein achter Engelsesteenweg 4),Openbaar,142569,222590,,,
EPR1388,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Buggenhout,Collegestraat 1,Openbaar,137679,189101,,,
EPR1389,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Buggenhout,Diepmeerstraat 51,Privé,137380,190748,,,
EPR1390,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Buggenhout,Vekenstraat 35,Privé,139836,191309,,,
EPR1391,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Dendermonde,Baasrodestraat 226,Privé,133928,192126,,,
EPR1392,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Dendermonde,Baasrodestraat 228,Privé,133882,192161,,,
EPR1393,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Dendermonde,Krijgshof kant bibliotheek,Openbaar,131076,190450,,,
EPR1394,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Dendermonde,Provinciale baan 171,Privé,137710,191260,,,
EPR1395,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Gent,Sint-Denijslaan 423,Privé,102803,191966,,,
EPR1396,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,Hoekstraat 151,Privé,117295,201745,,,
EPR1397,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,"Hoogstraat (Staakteschool: achteraan speelgazon, thv compostvaten)",Openbaar,121059,199398,,,
EPR1398,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,"Kanaalstraat (park aan scherpe bocht, oude hoge eik achteraan in plantsoen)",Openbaar,123965,198587,,,
EPR1399,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,Molsbergenstraat picknickplaats voor bezoekerscentrum,Openbaar,125680,199400,,,
EPR1400,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,"fiets- en wandeldijk Molsbroek, bereikbaar via wegje Oude Baan nr 45, links 100 m op dijk",Openbaar,124643,199387,,,
EPR1401,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Lokeren,"Pontweg en Daknamdorp, fiets- en wandelpad, 50 meter op linkerzijde komende van Daknamdorp",Openbaar,123456,200888,,,
EPR1402,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Moerbeke,Heidebos (kant Wachtebekesteenweg),Openbaar,118016,207019,,,
EPR1403,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,SINT-GILLIS-WAAS,camping Fort Bedmar,Openbaar,131864,217432,,,
EPR1404,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Sint-Niklaas,Bekelstraat 27,Privé,134063,208195,,,
EPR1405,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Sint-Niklaas,Eikenlaan 65,Openbaar,130035,206268,,,
EPR1406,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Sint-Niklaas,Meesterstraat (rand voetbalterrein Westakkers),Openbaar,136555,208100,,,
EPR1407,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Sint-Niklaas,Schuttershof 13,Openbaar,137030,208367,,,
EPR1408,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Sint-Niklaas,Vrouweneekhoekstraat tussen nrs 60 en 62,Openbaar,134288,208389,,,
EPR1409,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Baggaard-Noord (ca midden straat),Openbaar,124300,211729,,,
EPR1410,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,"De Stroperstraat (geen nr opgegeven, ca midden straat)",Openbaar,128621,214809,,,
EPR1411,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Hellestraat (ca midden straat),Openbaar,127353,213808,,,
EPR1412,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Kemelstraat (ca midden straat),Openbaar,126457,214198,,,
EPR1413,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Kemzekestraat 1 (Chiromeisjesheem),Openbaar,129792,210919,,,
EPR1414,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Kerkwijk 1 (Speelplein De Speelvogel),Openbaar,129890,210681,,,
EPR1415,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Koebrugstraat thv huisnr 82,Openbaar,124036,207867,,,
EPR1416,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Nationalestraat 50 (vrije basisschool De Zevensprong),Openbaar,129616,210879,,,
EPR1417,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Pastoor Van Lierdestraat 2 (basisschool 3 Beuken),Openbaar,127183,214003,,,
EPR1418,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,"Peter Benoitlaan, speelzone kinderen",Openbaar,129116,211047,,,
EPR1419,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Stekene,Stationsstraat 18 (kleuterspeelplaats van gemeenteschool),Openbaar,129471,210815,,,
EPR1420,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Temse,Haasdonksesteenweg 44,Privé,139098,206072,,,
EPR1421,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Temse,Lauwershoek 29,Privé,140907,203529,,,
EPR1422,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Temse,Merenwegel 2,Privé,134328,200396,,,
EPR1423,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Waasmunster,Hollestraat (midden straat),Openbaar,128579,200880,,,
EPR1424,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Waasmunster,Kapelwijk (speelplein) naast nr 39,Openbaar,133289,200651,,,
EPR1425,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Waasmunster,Vinkenlaan tegenover nr 11,Openbaar,129941,201872,,,
EPR1426,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Waasmunster,Vinkenlaan tegenover nr 24,Openbaar,130085,201910,,,
EPR1427,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Waasmunster,Vinkenlaan tegenover nr 33,Openbaar,130302,201793,,,
EPR1428,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Wachtebeke,Gebroeders Naudtslaan (omgeving Kloosterbos) midden laan,Openbaar,112795,208356,,,
EPR1429,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Wachtebeke,Gebroeders Naudtslaan (Kloosterbos) parking,Openbaar,112852,208444,,,
EPR1430,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Wachtebeke,N49 Parallelweg zuid tussen Langelede en Gebroeders Naudtslaan,Openbaar,113142,209244,,,
EPR1431,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Wichelen,Wanzelestraat 7A (gemeenteschool De Belhamel),Openbaar,120784,187223,,,
EPR1432,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Zele,André Bogaertstraat 15,Privé,127966,197494,,,
EPR1433,2011,3/07/2011,3/07/2011,03,07,2011,2011-07-03,Zele,Scheldestraat 35,Openbaar,126878,193729,,,
EPR1434,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Aalst,Botermelkstraat 201 (Levensvreugde),Privé,129032,182890,,,
EPR1435,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Dendermonde,Gentsesteenweg 129,Privé,130049,191309,,,
EPR1436,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Dendermonde,Volaardestraat 66,Privé,133696,189745,,,
EPR1437,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Moerbeke,Meester Antoniusdreef,Privé,119857,207855,,,
EPR1438,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,SINT-GILLIS-WAAS,Zandstraat 16,Openbaar,130805,209383,,,
EPR1439,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Stekene,Maatweg 1 Camping Voorhout,Privé,129000,213392,,,
EPR1440,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Wachtebeke,Puyenbroeck: dreef 2,Openbaar,114962,204810,,,
EPR1441,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Wachtebeke,Puyenbroeck: dreef 98,Openbaar,116060,205001,,,
EPR1442,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Wachtebeke,Puyenbroeck: dreef 63,Openbaar,116903,204666,,,
EPR1443,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Wachtebeke,Puyenbroeck: dreef 106,Openbaar,116632,205098,,,
EPR1444,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Wachtebeke,Puyenbroeck: eiland Klaverbladvijver,Openbaar,115979,204751,,,
EPR1445,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Zele,Hoekstraat 26,Privé,126788,197358,,,
EPR1446,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Zele,hoekstraat 33,Privé,126711,197415,,,
EPR1447,2012,4/07/1905,4/07/2012,04,07,2012,2012-07-04,Zele,Schrijnwerkersstraat 5,Privé,128084,195717,,,
EPR1448,2015,22/06/2015,22/06/2015,22,06,2015,2015-06-22,Lokeren,"Spoorwegpad (voorbij Daknammolenstraat 44 in noordelijke richting, thv weide met geiten)",Openbaar,123602,201236,,,
EPR1449,2016,29/05/2016,29/05/2016,29,05,2016,2016-05-29,Laarne,Boombosstraat 14,Privé,118689,191970,,,
EPR1450,2017,16/06/2017,16/06/2017,16,06,2017,2017-06-16,Zelzate,Kasteelstraat 85a,Privé,109070,209870,,,
EPR1451,2018,8/06/2018,8/06/2018,08,06,2018,2018-06-08,Wachtebeke,Walderdonk 64,Privé,113495,207239,,,
EPR1452,2018,12/06/2018,12/06/2018,12,06,2018,2018-06-12,Moerbeke,Heirweg 40,Privé,121910,207414,,,
EPR1453,2018,26/06/2018,26/06/2018,26,06,2018,2018-06-26,SINT-GILLIS-WAAS,Oude Molenstraat thv Spaans kwartier,Openbaar,131988,216787,,,
EPR1454,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,"Provinciaal domein Puyenbroeck (Craenendam, ca midden aangeduide zone)",Openbaar,116102,204995,,,
EPR1455,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,"Provinciaal domein Puyenbroeck (Santvoordtdam, ca midden aangeduide zone)",Openbaar,116887,204788,,,
EPR1456,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,Provinciaal domein Puyenbroeck (Putjeshoekdam),Openbaar,116764,204470,,,
EPR1457,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,Provinciaal domein Puyenbroeck (thv water in wegel Putjeshoekdam),Openbaar,116737,204329,,,
EPR1458,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,Provinciaal domein Puyenbroeck (Levend erfgoedpark),Openbaar,116268,204247,,,
EPR1459,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,Provinciaal domein Puyenbroeck (thv natuuratelier aan Putjeshoekdam),Openbaar,116133,204381,,,
EPR1460,2018,17/07/2018,17/07/2018,17,07,2018,2018-07-17,Wachtebeke,Provinciaal domein Puyenbroeck (thv winterstal omgeving Putjeshoekdam),Openbaar,116080,204234,,,
EPR1461,2018,3/07/2018,3/07/2018,03,07,2018,2018-07-03,Laarne,Provinciebaan 91,Privé,117005,191262,,,
EPR1462,2019,27/05/2019,27/05/2019,27,05,2019,2019-05-27,Lochristi,Windgat 22,Privé,112258,203080,,,
EPR1463,2019,3/06/2019,3/06/2019,03,06,2019,2019-06-03,Wichelen,Margote 114,Privé,122584,188272,,,
EPR1464,2019,6/06/2019,6/06/2019,06,06,2019,2019-06-06,Wetteren,Dompelhoekstraat 45,Privé,112892,188171,,,
EPR1465,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,Bosstraat (tegenover woning nr. 1 -3),Openbaar,115568,208959,,,
EPR1466,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,Parallelweg E34 zuid (tussen Kloosterbos en Langelede),openbaar,113142,209244,,,
EPR1467,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,Parallelweg E34 noord (tussen Langelede en Ramonshoek),Openbaar,114194,208778,,,
EPR1468,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,"Walderdonk, ter hoogte van Kloosterbos",Openbaar,113068,208385,,,
EPR1469,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,Speelbos Overslag (bos achter woning Papdijk 33),Openbaar,118132,209834,,,
EPR1470,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Wachtebeke,Papdijk 33,Privé,118061,210146,,,
EPR1471,2019,25/06/2019,25/06/2019,25,06,2019,2019-06-25,Laarne,"Lagen Heirweg (geen nummer, midden straat)",openbaar,113625,193160,,,
EPR1472,2021,14/07/2021,14/07/2021,14,07,2021,2021-07-14,Gent,,openbaar,112207,204564,1,1,
EPR1473,2021,20/07/2021,20/07/2021,20,07,2021,2021-07-20,Lievegem,Resedastraat 34,Privé,98695,199670,,,
EPR1474,2021,17/06/2021,17/06/2021,17,06,2021,2021-06-17,Wachtebeke,Langelede,Privé,114293,209662,1,1,
EPR1475,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Craenendam,Openbaar,114756,204815,1,1,
EPR1476,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Puyenbrug,Openbaar,114829,204527,1,,
EPR1477,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Craenendam,Openbaar,115319,204888,1,,
EPR1478,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,,Openbaar,115414,204763,2,,
EPR1479,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Craenendam,Openbaar,115437,204899,3,,
EPR1480,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,115512,204777,4,,
EPR1481,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Craenendam,Openbaar,115726,204831,1,,
EPR1482,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Craenendam,Openbaar,115741,204909,1,,
EPR1483,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Verbindingsstraat,Openbaar,116588,205339,1,,
EPR1484,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Oledsdam,Openbaar,116025,204750,1,,
EPR1485,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Oledsdam,Openbaar,115515,204607,2,,
EPR1486,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Oledsdam,Openbaar,115560,204572,2,,
EPR1487,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Putjeshoekdam,Openbaar,115791,204396,1,,
EPR1488,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Putjeshoekdam,Openbaar,115941,204399,1,,
EPR1489,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116087,204219,2,,
EPR1490,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116116,204194,2,,
EPR1491,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116169,204347,1,,
EPR1492,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116259,204227,1,,
EPR1493,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Lochristi,Bosdam,Openbaar,116260,203869,2,,
EPR1494,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116357,204242,1,,
EPR1495,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Puyenbrug,Openbaar,116393,204367,1,,
EPR1496,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Putjeshoekdam,Openbaar,116411,204421,2,,
EPR1497,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,116587,204464,2,,
EPR1498,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Puyenbrug,Openbaar,116729,204360,1,,
EPR1499,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Puyenbrug,Openbaar,116765,204255,1,,
EPR1500,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Santvoordtdam,Openbaar,117014,204259,1,,
EPR1501,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puidonkdreef,Openbaar,117092,204551,1,,
EPR1502,2021,30/06/2021,30/06/2021,30,06,2021,2021-06-30,Wachtebeke,Puyenbrug,Openbaar,117157,204564,1,,
EPR1503,2021,2/07/2021,2/07/2021,02,07,2021,2021-07-02,Wachtebeke,Stenenbrug,Openbaar,117376,205150,1,,
EPR1504,2021,17/06/2021,17/06/2021,17,06,2021,2021-06-17,Moerbeke,Hanestraat,Openbaar,119040,210216,,1,
EPR1505,2021,6/07/2021,6/07/2021,06,07,2021,2021-07-06,Stekene,Pannenhuisstraat,Openbaar,123689,208563,,,
EPR1506,2021,6/07/2021,6/07/2021,06,07,2021,2021-07-06,Stekene,Nieuwstraatje,Openbaar,124731,208901,,1,
EPR1507,2021,29/06/2021,29/06/2021,29,06,2021,2021-06-29,Stekene,Heimeersstraat,Openbaar,125656,208558,3,3,
EPR1508,2021,29/06/2021,29/06/2021,29,06,2021,2021-06-29,Stekene,Schoenmakersstraat,Privé,126224,212841,1,2,
EPR1509,2021,29/06/2021,29/06/2021,29,06,2021,2021-06-29,Stekene,Nationalestraat 54,Privé,129642,210919,2,2,
EPR1510,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,,Openbaar,135291,211702,1,1,
EPR1511,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,,Openbaar,135769,211900,1,1,
EPR1512,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Doornpark,Openbaar,139274,210000,1,1,
EPR1513,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Doornpark,Openbaar,139228,209756,1,1,
EPR1514,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Haasdonkbaan,Openbaar,140783,210041,1,1,
EPR1515,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Perstraat,Openbaar,141806,206607,1,1,
EPR1516,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Perstraat,Openbaar,141946,206705,1,1,
EPR1517,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Heirbaan,Openbaar,145595,209343,1,1,
EPR1518,2021,24/06/2021,24/06/2021,24,06,2021,2021-06-24,Beveren,,Openbaar,141093,211335,1,1,
EPR1519,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,,Openbaar,141070,211354,1,1,
EPR1520,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Meerminnendam 22X,Privé,141044,211482,1,1,
EPR1521,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Meerminnendam,Privé,141050,211482,1,1,
EPR1522,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Donkvijverstraat,Privé,141772,211641,1,1,
EPR1523,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Polenlaan,Openbaar,142520,211577,1,1,
EPR1524,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Vesten,Openbaar,142651,211742,1,1,
EPR1525,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Kallobaan 128X,Openbaar,142268,212339,1,1,
EPR1526,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,,Openbaar,141076,212494,1,1,
EPR1527,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,,Openbaar,141788,212923,2,2,
EPR1528,2021,26/08/2021,26/08/2021,26,08,2021,2021-08-26,Beveren,Hazaarddam,Openbaar,143766,212309,1,1,
EPR1529,2021,24/08/2021,24/08/2021,24,08,2021,2021-08-24,Beveren,Molenbeekweg,Openbaar,144393,211877,1,1,
EPR1530,2021,23/06/2021,23/06/2021,23,06,2021,2021-06-23,Buggenhout,Vossenhol 1,Privé,140756,191472,6,22,
EPR1531,2021,6/07/2021,6/07/2021,06,07,2021,2021-07-06,Buggenhout,Houtenmolenstraat 76,Privé,140452,190762,7,26,
EPR1532,2021,23/06/2021,23/06/2021,23,06,2021,2021-06-23,Buggenhout,Hanenstraat 4,Privé,138119,189231,4,6,
EPR1533,2021,19/07/2021,19/07/2021,19,07,2021,2021-07-19,Buggenhout,Kalkenstraat 24,Openbaar,138500,188317,3,3,
EPR1534,2021,25/05/2021,25/05/2021,25,05,2021,2021-05-25,Dendermonde,Karel Hofmanstraat 45,Privé,131644,188992,1,1,
