OBJECTID,occurrenceID,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",Waterbody,habitat,managementAction,kingdom,scientificName,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateuncertaintyInMeters,nomenclaturalCode
1272,INBO:IAS:FAL:D:1272,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,128126.4557,193086.32199,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0568354,51.0475322,WGS84,10,ICBN
1273,INBO:IAS:FAL:D:1273,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127082.83711,190021.41684,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0421448,51.0199418,WGS84,10,ICBN
1274,INBO:IAS:FAL:D:1274,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127081.07353,190011.57358,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0421202,51.0198532,WGS84,10,ICBN
1275,INBO:IAS:FAL:D:1275,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127080.22454,190006.83506,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0421084,51.0198106,WGS84,10,ICBN
1276,INBO:IAS:FAL:D:1276,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127078.42648,189996.79934,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0420834,51.0197203,WGS84,10,ICBN
1277,INBO:IAS:FAL:D:1277,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127075.19504,189987.33584,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.042038,51.0196351,WGS84,10,ICBN
1278,INBO:IAS:FAL:D:1278,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127071.9636,189977.87235,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0419925,51.0195499,WGS84,10,ICBN
1279,INBO:IAS:FAL:D:1279,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127068.73216,189968.40885,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0419471,51.0194647,WGS84,10,ICBN
1280,INBO:IAS:FAL:D:1280,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127065.50072,189958.94535,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0419016,51.0193795,WGS84,10,ICBN
1281,INBO:IAS:FAL:D:1281,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127064.3713,189956.32575,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0418857,51.0193559,WGS84,10,ICBN
1282,INBO:IAS:FAL:D:1282,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127049.51503,189929.41995,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0416756,51.0191135,WGS84,10,ICBN
1283,INBO:IAS:FAL:D:1283,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127044.4861,189920.77646,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0416045,51.0190356,WGS84,10,ICBN
1284,INBO:IAS:FAL:D:1284,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127039.45716,189912.13298,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0415334,51.0189577,WGS84,10,ICBN
1285,INBO:IAS:FAL:D:1285,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127034.42823,189903.48950,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0414622,51.0188798,WGS84,10,ICBN
1286,INBO:IAS:FAL:D:1286,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127029.27589,189894.91971,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0413893,51.0188026,WGS84,10,ICBN
1287,INBO:IAS:FAL:D:1287,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127024.05027,189886.39370,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0413154,51.0187257,WGS84,10,ICBN
1288,INBO:IAS:FAL:D:1288,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127018.27505,189878.23985,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0412336,51.0186522,WGS84,10,ICBN
1289,INBO:IAS:FAL:D:1289,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,127015.35051,189874.31668,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.0411922,51.0186168,WGS84,10,ICBN
1290,INBO:IAS:FAL:D:1290,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133721.35771,199549.38884,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.136333,51.105811,WGS84,10,ICBN
1291,INBO:IAS:FAL:D:1291,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133711.5698,199547.34021,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.1361933,51.1057923,WGS84,10,ICBN
1292,INBO:IAS:FAL:D:1292,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133702.78653,199546.22481,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.136068,51.105782,WGS84,10,ICBN
1293,INBO:IAS:FAL:D:1293,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133757.092,199538.93605,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.1368437,51.105718,WGS84,10,ICBN
1294,INBO:IAS:FAL:D:1294,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133748.09832,199543.30798,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.1367151,51.1057571,WGS84,10,ICBN
1295,INBO:IAS:FAL:D:1295,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Durme,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,133744.96465,199544.83129,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,4.1366703,51.1057707,WGS84,10,ICBN
1296,INBO:IAS:FAL:D:1296,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114137.29963,188056.47675,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8578429,51.0016248,WGS84,10,ICBN
1297,INBO:IAS:FAL:D:1297,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114127.53931,188054.30046,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8577041,51.0016046,WGS84,10,ICBN
1298,INBO:IAS:FAL:D:1298,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114117.779,188052.12418,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8575652,51.0015844,WGS84,10,ICBN
1299,INBO:IAS:FAL:D:1299,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114108.01868,188049.94789,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8574264,51.0015643,WGS84,10,ICBN
1300,INBO:IAS:FAL:D:1300,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114098.35642,188047.43245,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.857289,51.0015411,WGS84,10,ICBN
1301,INBO:IAS:FAL:D:1301,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114088.94055,188044.06473,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8571552,51.0015102,WGS84,10,ICBN
1302,INBO:IAS:FAL:D:1302,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114079.52469,188040.69702,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8570214,51.0014793,WGS84,10,ICBN
1303,INBO:IAS:FAL:D:1303,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114070.10883,188037.32930,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8568876,51.0014485,WGS84,10,ICBN
1304,INBO:IAS:FAL:D:1304,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114061.0814,188033.18498,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8567594,51.0014107,WGS84,10,ICBN
1305,INBO:IAS:FAL:D:1305,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114052.73921,188027.67065,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8566411,51.0013606,WGS84,10,ICBN
1306,INBO:IAS:FAL:D:1306,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114044.51257,188021.99008,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8565244,51.001309,WGS84,10,ICBN
1307,INBO:IAS:FAL:D:1307,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,114041.56955,188019.84040,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8564827,51.0012895,WGS84,10,ICBN
1308,INBO:IAS:FAL:D:1308,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,111528.51468,187603.47856,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8207259,50.997386,WGS84,10,ICBN
1309,INBO:IAS:FAL:D:1309,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,111518.94034,187606.33014,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8205892,50.997411,WGS84,10,ICBN
1310,INBO:IAS:FAL:D:1310,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,111510.22259,187610.83165,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8204645,50.9974509,WGS84,10,ICBN
1311,INBO:IAS:FAL:D:1311,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,111509.99902,187611.05833,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8204613,50.9974529,WGS84,10,ICBN
1312,INBO:IAS:FAL:D:1312,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/di2s6j,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,Zeeschelde,Fallopia covered dike,Maaibeheer,Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,111219.31992,187841.65686,Belgian Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,3.8162963,50.9995064,WGS84,10,ICBN
