WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;ZWI_101;16/08/2012;Bruinrode heidelibel;;;2;;;1;;;
Ward Vercruysse;;;ZWI_101;16/08/2012;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_101;16/08/2012;Tengere grasjuffer;;1;3;;;1;;;
Ward Vercruysse;;;ZWI_101;16/08/2012;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;29/05/2012;Gaffelwaterjuffer;;;7;;;;;;
Ward Vercruysse;;;ZWI_103;29/05/2012;Gewone oeverlibel;;;;;1;;;;
Ward Vercruysse;;;ZWI_103;29/05/2012;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;ZWI_103;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;2/07/2012;Gaffelwaterjuffer;;;;;;3;;;
Ward Vercruysse;;;ZWI_103;2/07/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;2/07/2012;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;2/07/2012;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;16/08/2012;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;16/08/2012;Kleine roodoogjuffer;;;1;;;1;;;
Ward Vercruysse;;;ZWI_103;16/08/2012;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;ZWI_103;16/08/2012;Tengere grasjuffer;;;5;;;2;;;
Ward Vercruysse;;;ZWI_103;16/08/2012;Zwervende pantserjuffer;;;3;1;;;;;
Simon Feys;;;ZWI_104;29/05/2009;Azuurwaterjuffer;;;15;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_104;29/05/2009;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_104;29/05/2012;Gaffelwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;ZWI_104;29/05/2012;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Azuurwaterjuffer;;;20;;;11;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Gaffelwaterjuffer;;;6;;;3;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Houtpantserjuffer;;1;;;;;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_104;2/07/2012;Viervlek;;;;;6;;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Bruinrode heidelibel;;;3;;;1;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Houtpantserjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Lantaarntje;;;;;12;2;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Tengere grasjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Tengere pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Zwarte heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_104;16/08/2012;Zwervende pantserjuffer;;;2;;;;;;
Simon Feys;;;ZWI_106;29/05/2009;Azuurwaterjuffer;;;80;30;;;x;;
Simon Feys;;;ZWI_106;29/05/2009;Gewone oeverlibel;;;5;1;;;x;;
Ward Vercruysse;;;ZWI_106;1/07/2009;Azuurwaterjuffer;;;7;7;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;1/07/2009;Gaffelwaterjuffer;;;62;60;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;1/07/2009;Kleine roodoogjuffer;;;6;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;18/08/2009;Bruinrode heidelibel;;;20;15;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;18/08/2009;Watersnuffel;;;15;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;18/08/2009;Lantaarntje;;;;2;2;;x;;
Simon Feys;;;ZWI_106;29/05/2009;Lantaarntje;;;;;1;;;;
Simon Feys;;;ZWI_106;29/05/2009;Zwervende heidelibel;;;15;;;;;;
Ward Vercruysse;;;ZWI_106;1/07/2009;Zwervende heidelibel;;;9;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;1/07/2009;Gewone oeverlibel;;;4;;;;;;
Ward Vercruysse;;;ZWI_106;1/07/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;1/07/2009;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_106;1/07/2009;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Kleine roodoogjuffer;;;200;20;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;18/08/2009;Zwervende heidelibel;;;4;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_106;18/08/2009;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Gaffelwaterjuffer;;;;1;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;ZWI_106;18/08/2009;Vuurlibel;;;4;;;;;;
Simon Feys;;;ZWI_107;29/05/2009;Viervlek;;;1;1;4;;x;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_107;29/05/2009;Azuurwaterjuffer;;;2500;2000;;;x;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Azuurwaterjuffer;;;350;350;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;1/07/2009;Gaffelwaterjuffer;;;150;150;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;18/08/2009;Azuurwaterjuffer;;;25;3;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;18/08/2009;Bruinrode heidelibel;;;7;3;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;18/08/2009;Kleine roodoogjuffer;;;250;50;;;x;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_107;29/05/2009;Grote keizerlibel;;;2;;;;;;
Simon Feys;;;ZWI_107;29/05/2009;Zwervende heidelibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Kleine roodoogjuffer;;;120;120;x;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;1/07/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Grote keizerlibel;;;2;1;;;;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Vuurlibel;;;5;1;;;;;
Ward Vercruysse;;;ZWI_107;1/07/2009;Zwervende heidelibel;;;5;;;;;;
Ward Vercruysse;;;ZWI_107;18/08/2009;Houtpantserjuffer;;;4;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;18/08/2009;Paardenbijter;;;3;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_107;18/08/2009;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_107;18/08/2009;Lantaarntje;;;;1;10;;;;
Ward Vercruysse;;;ZWI_107;18/08/2009;Watersnuffel;;;10;;;;;;
Ward Vercruysse;;;ZWI_107;18/08/2009;Zwervende heidelibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Gaffelwaterjuffer;;;2;;;3;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Grote roodoogjuffer;;;2;;;1;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Platbuik;;;3;;;;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Tengere grasjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Watersnuffel;;;2;1;;;;;
Ward Vercruysse;;;ZWI_115;23/05/2014;Zwervende heidelibel;;;4;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Azuurwaterjuffer;;;3;;;5;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Bruinrode heidelibel;;11;;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Gaffelwaterjuffer;;;62;3;;1706;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Gewone oeverlibel;;;2;1;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Grote roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Kleine roodoogjuffer;;;35;;;2;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Platbuik;;;2;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Watersnuffel;;;3;;;;;;
Ward Vercruysse;;;ZWI_115;26/06/2014;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Bruinrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Gaffelwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Gewone oeverlibel;;;1;1;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Grote roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Kleine roodoogjuffer;;;31;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Lantaarntje;;;;;20;3;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Tengere grasjuffer;;1;2;;;;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Watersnuffel;;;43;;;1;;;
Ward Vercruysse;;;ZWI_115;13/08/2014;Zwervende pantserjuffer;;;2;;2;8;;;
Ward Vercruysse;;;ZWI_122;29/05/2012;Gewone oeverlibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_122;29/05/2012;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_122;29/05/2012;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_122;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_122;2/07/2012;Azuurwaterjuffer;;;3;;;1;;;
Ward Vercruysse;;;ZWI_122;2/07/2012;Gaffelwaterjuffer;;;4;;;1;;;
Ward Vercruysse;;;ZWI_122;2/07/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_122;2/07/2012;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_122;2/07/2012;Zwervende heidelibel;;;;;;2;;;
Ward Vercruysse;;;ZWI_122;16/08/2012;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_122;16/08/2012;Lantaarntje;;;2;;;;;;
Ward Vercruysse;;;ZWI_122;16/08/2012;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Tengere grasjuffer;;;12;1;;5;x;;
Ward Vercruysse;;;ZWI_123;29/05/2012;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_123;29/05/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_123;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_123;29/05/2012;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_123;29/05/2012;Zwervende pantserjuffer;;1;;;;;;;
Ward Vercruysse;;;ZWI_123;2/07/2012;Azuurwaterjuffer;;;17;;;16;;;
Ward Vercruysse;;;ZWI_123;2/07/2012;Gaffelwaterjuffer;;;15;;;49;;;
Ward Vercruysse;;;ZWI_123;2/07/2012;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_123;2/07/2012;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Azuurwaterjuffer;;;5;;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Bruinrode heidelibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Gewone pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Lantaarntje;;;;;6;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Zwervende heidelibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_123;16/08/2012;Zwervende pantserjuffer;;;2;1;;2;;;
Ward Vercruysse;;;ZWI_124;2/07/2012;Azuurwaterjuffer;;;6;;;6;;;
Ward Vercruysse;;;ZWI_124;2/07/2012;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_124;2/07/2012;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_124;2/07/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Gewone oeverlibel;;;6;1;;1;x;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Platbuik;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Platbuik;;;;1;;;x;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Gaffelwaterjuffer;;;23;;;3;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Grote roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;18/06/2013;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Azuurwaterjuffer;;;1;;;3;;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Gaffelwaterjuffer;;;52;;;51;;;
Ward Vercruysse;;;ZWI_127;15/07/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Bruinrode heidelibel;;;;;;1;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Gaffelwaterjuffer;;;4;;;;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Tengere grasjuffer;;;3;;;1;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Watersnuffel;;;12;;;1;;;
Ward Vercruysse;;;ZWI_127;21/08/2013;Zwervende pantserjuffer;;;3;;;2;;;
Ward Vercruysse;;;ZWI_130;18/06/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_130;18/06/2013;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_130;21/08/2013;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Gaffelwaterjuffer;;;4;;;2;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Gewone oeverlibel;;;;;1;;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;18/06/2013;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Gaffelwaterjuffer;;;27;;;30;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Watersnuffel;;;3;;;;;;
Ward Vercruysse;;;ZWI_131;15/07/2013;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;21/08/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_131;21/08/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_131;21/08/2013;Zwervende pantserjuffer;;;3;;1;1;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Gaffelwaterjuffer;;;4;;;1;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Grote keizerlibel;;;1;1;;;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Platbuik;;;;;;;;;
Ward Vercruysse;;;ZWI_132;18/06/2013;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Gaffelwaterjuffer;;;5;;;3;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Kleine roodoogjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_132;15/07/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_132;21/08/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_132;21/08/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_132;21/08/2013;Tengere grasjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_132;21/08/2013;Zwervende pantserjuffer;;;4;;1;1;;;
Ward Vercruysse;;;ZWI_133;15/07/2013;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_133;18/06/2013;Azuurwaterjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_133;18/06/2013;Gaffelwaterjuffer;;;7;;;2;;;
Ward Vercruysse;;;ZWI_133;18/06/2013;Lantaarntje;;1;;;;;;;
Ward Vercruysse;;;ZWI_133;18/06/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_133;15/07/2013;Azuurwaterjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_133;15/07/2013;Gaffelwaterjuffer;;;7;;;3;;;
Ward Vercruysse;;;ZWI_133;15/07/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_133;15/07/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_133;21/08/2013;Gaffelwaterjuffer;;;2;;;1;;;
Ward Vercruysse;;;ZWI_133;21/08/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_133;21/08/2013;Tengere grasjuffer;;;16;;;1;;;
Ward Vercruysse;;;ZWI_133;21/08/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_133;21/08/2013;Zwervende pantserjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_135;13/08/2014;Grote keizerlibel;;;;4;;;x;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Azuurwaterjuffer;;;;;;1;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Gaffelwaterjuffer;;;5;;;3;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Gewone oeverlibel;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Grote roodoogjuffer;;;3;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Lantaarntje;;;;;3;1;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Platbuik;;;2;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Tengere grasjuffer;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Viervlek;;;;;3;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Watersnuffel;;;2;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;23/05/2014;Zwervende heidelibel;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Azuurwaterjuffer;;;3;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Gaffelwaterjuffer;;;57;3;;100;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Gewone oeverlibel;;;5;1;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Grote keizerlibel;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Grote roodoogjuffer;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Kleine roodoogjuffer;;;26;;;87;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Lantaarntje;;;;;5;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;26/06/2014;Zwervende heidelibel;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Azuurwaterjuffer;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Bloedrode heidelibel;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Bruinrode heidelibel;;;22;1;;5;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Gaffelwaterjuffer;;;12;;;1;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Gewone oeverlibel;;;6;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Gewone pantserjuffer;;;5;;;1;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Kleine roodoogjuffer;;;96;;;8;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Lantaarntje;;;;;116;6;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Tengere grasjuffer;;;5;2;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Vuurjuffer;;;1;;;;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Watersnuffel;;;42;;;4;;ZWI_135_146;
Ward Vercruysse;;;ZWI_135;13/08/2014;Zwervende pantserjuffer;;;12;2;1;10;;ZWI_135_146;
Ward Vercruysse;;;ZWI_136;1/07/2014;Gewone oeverlibel;;;8;1;;2;x;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Gewone oeverlibel;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Azuurwaterjuffer;;;2;;;1;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Bruinrode heidelibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Gaffelwaterjuffer;;;29;;;10;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Gewone oeverlibel;;;3;1;;;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Lantaarntje;;;;;7;;;;
Ward Vercruysse;;;ZWI_136;2/06/2014;Platbuik;;;2;1;;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Azuurwaterjuffer;;;4;1;;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Gaffelwaterjuffer;;;117;;;56;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Grote keizerlibel;;;1;1;;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Kleine roodoogjuffer;;;122;;;53;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Lantaarntje;;;;;6;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Platbuik;;;1;1;;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_136;1/07/2014;Zwervende heidelibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Bruinrode heidelibel;;;10;;;11;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Gewone pantserjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Kleine roodoogjuffer;;;74;;;10;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Lantaarntje;;;;;49;10;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Paardenbijter;;;2;;;1;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Tengere grasjuffer;;1;1;;;;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Vuurjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Watersnuffel;;;11;;;1;;;
Ward Vercruysse;;;ZWI_136;1/09/2014;Zwervende pantserjuffer;;;4;;;;;;
Ward Vercruysse;;;ZWI_137;2/06/2014;Gaffelwaterjuffer;;;21;;;7;;;
Ward Vercruysse;;;ZWI_137;2/06/2014;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_137;2/06/2014;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_137;2/06/2014;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_137;2/06/2014;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_137;1/07/2014;Gaffelwaterjuffer;;;1;;;5;;;
Ward Vercruysse;;;ZWI_137;1/07/2014;Kleine roodoogjuffer;;;9;;;;;;
Ward Vercruysse;;;ZWI_137;1/09/2014;Bruinrode heidelibel;;;3;;;13;;;
