UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus
INBO:RL:NONVAL:CAR:1995:918,CarabidBeetles,1995,Animalia,Cychrus caraboides,Cychrus caraboides,Cychrus caraboides,Lederslakkenloopkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:919,CarabidBeetles,1995,Animalia,Cymindis axillaris,Cymindis axillaris,Cymindis axillaris,Kalknachtloper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:920,CarabidBeetles,1995,Animalia,Cymindis humeralis,Cymindis humeralis,Cymindis humeralis,Kale heidenachtloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:921,CarabidBeetles,1995,Animalia,Cymindis macularis,Cymindis macularis,Cymindis macularis,Harige heidenachtloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:922,CarabidBeetles,1995,Animalia,Cymindis vaporariorum,Cymindis vaporariorum,Cymindis vaporariorum,Vale heidenachtloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:923,CarabidBeetles,1995,Animalia,Demetrias atricapillus,Demetrias atricapillus,Demetrias atricapillus,Gele rietklimmer,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:924,CarabidBeetles,1995,Animalia,Demetrias imperialis,Demetrias imperialis,Demetrias imperialis,Viervlekrietklimmer,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:925,CarabidBeetles,1995,Animalia,Demetrias monostigma,Demetrias monostigma,Demetrias monostigma,Ruitvlekrietklimmer,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:926,CarabidBeetles,1995,Animalia,Diachromus germanus,Diachromus germanus,Diachromus germanus,Bonte sierloper,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:CAR:1995:927,CarabidBeetles,1995,Animalia,Dicheirotrichus gustavii,Dicheirotrichus gustavii,Dicheirotrichus gustavii,Gewone kwelderloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:928,CarabidBeetles,1995,Animalia,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Brede kwelderloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:929,CarabidBeetles,1995,Animalia,Dromius agilis,Dromius agilis,Dromius agilis,Donkerbruine schorsloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:930,CarabidBeetles,1995,Animalia,Dromius angustus,Dromius angustus,Dromius angustus,Geelbruine schorsloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:931,CarabidBeetles,1995,Animalia,Dromius bifasciatus,Dromius bifasciatus,Calodromius bifasciatus,Zuidelijke schorsloper,Waarschijnlijk bedreigd,DD(PT),,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered
INBO:RL:NONVAL:CAR:1995:932,CarabidBeetles,1995,Animalia,Dromius fenestratus,Dromius fenestratus,Dromius fenestratus,Tweevlekschorsloper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:933,CarabidBeetles,1995,Animalia,Dromius linearis,Dromius linearis,Paradromius linearis,Smalle schorsloper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:934,CarabidBeetles,1995,Animalia,Dromius longiceps,Dromius longiceps,Paradromius longiceps,Langhalsschorsloper,Waarschijnlijk bedreigd,DD(PT),,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered
INBO:RL:NONVAL:CAR:1995:935,CarabidBeetles,1995,Animalia,Dromius melanocephalus,Dromius melanocephalus,Philorhizus melanocephalus,Zwartkopschorsloper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:936,CarabidBeetles,1995,Animalia,Dromius meridionalis,Dromius meridionalis,Dromius meridionalis,Kustschorsloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:937,CarabidBeetles,1995,Animalia,Dromius notatus,Dromius notatus,Philorhizus notatus,,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:938,CarabidBeetles,1995,Animalia,Dromius quadrimaculatus,Dromius quadrimaculatus,Dromius quadrimaculatus,Grote viervlekschorsloper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:939,CarabidBeetles,1995,Animalia,Dromius sigma,Dromius sigma,Philorhizus sigma,Dwarsvlekschorsloper,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:940,CarabidBeetles,1995,Animalia,Dromius spilotus,Dromius spilotus,Calodromius spilotus,Kleine viervlekschorsloper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:942,CarabidBeetles,1995,Animalia,Dyschirius aeneus,Dyschirius aeneus,Dyschirius aeneus,Oevergravertje,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:943,CarabidBeetles,1995,Animalia,Dyschirius angustatus,Dyschirius angustatus,Dyschirius angustatus,Smal gravertje,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:944,CarabidBeetles,1995,Animalia,Dyschirius chalceus,Dyschirius chalceus,Dyschirius chalceus,Groot zoutgravertje,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:946,CarabidBeetles,1995,Animalia,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus,Dwerggravertje,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:947,CarabidBeetles,1995,Animalia,Dyschirius impunctipennis,Dyschirius impunctipennis,Dyschirius impunctipennis,Strandgravertje,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:948,CarabidBeetles,1995,Animalia,Dyschirius intermedius,Dyschirius intermedius,Dyschirius intermedius,Leemgravertje,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:CAR:1995:950,CarabidBeetles,1995,Animalia,Dyschirius luedersi,Dyschirius luedersi,Dyschirius tristis,Langkielgravertje,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:951,CarabidBeetles,1995,Animalia,Dyschirius nitidus,Dyschirius nitidus,Dyschirius nitidus,Zwart gravertje,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:952,CarabidBeetles,1995,Animalia,Dyschirius obscurus,Dyschirius obscurus,Dyschirius obscurus,Duingravertje,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:953,CarabidBeetles,1995,Animalia,Dyschirius politus,Dyschirius politus,Dyschirius politus,Glansgravertje,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:954,CarabidBeetles,1995,Animalia,Dyschirius salinus,Dyschirius salinus,Dyschirius salinus,Zoutgravertje,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:955,CarabidBeetles,1995,Animalia,Dyschirius semistriatus,Dyschirius semistriatus,Dyschirius semistriatus,Bronsgravertje,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:CAR:1995:956,CarabidBeetles,1995,Animalia,Dyschirius thoracicus,Dyschirius thoracicus,Dyschirius thoracicus,Zandgravertje,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:957,CarabidBeetles,1995,Animalia,Elaphrus aureus,Elaphrus aureus,Elaphrus aureus,Gouden oeverloopkever,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:958,CarabidBeetles,1995,Animalia,Elaphrus cupreus,Elaphrus cupreus,Elaphrus cupreus,Moerasoeverloopkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:959,CarabidBeetles,1995,Animalia,Elaphrus riparius,Elaphrus riparius,Elaphrus riparius,Gewone oeverloopkever,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:960,CarabidBeetles,1995,Animalia,Elaphrus uliginosus,Elaphrus uliginosus,Elaphrus uliginosus,Blauwpootoeverloopkever,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:CAR:1995:961,CarabidBeetles,1995,Animalia,Harpalus affinis,Harpalus affinis,Harpalus affinis,Behaarde kruiper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:962,CarabidBeetles,1995,Animalia,Harpalus anxius,Harpalus anxius,Harpalus anxius,Variabele kruiper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:963,CarabidBeetles,1995,Animalia,Harpalus ardosiacus,Harpalus ardosiacus,Ophonus ardosiacus,Grote blauwe halmklimmer,Onvoldoende gekend,DD,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD)
INBO:RL:NONVAL:CAR:1995:964,CarabidBeetles,1995,Animalia,Harpalus atratus,Harpalus atratus,Harpalus atratus,Breedhalskruiper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:965,CarabidBeetles,1995,Animalia,Harpalus attenuatus,Harpalus attenuatus,Harpalus attenuatus,Sobere kustkruiper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:966,CarabidBeetles,1995,Animalia,Harpalus autumnalis,Harpalus autumnalis,Harpalus autumnalis,Herfstkruiper,Bedreigd,EN,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:CAR:1995:967,CarabidBeetles,1995,Animalia,Harpalus azureus,"Harpalus azureus Dalla Torre, 1877",,Azuurblauwe halmklimmer,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:968,CarabidBeetles,1995,Animalia,Harpalus cordatus,"Harpalus cordatus (LeConte, 1853)",,Duinhalmklimmer,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:969,CarabidBeetles,1995,Animalia,Harpalus dimidiatus,Harpalus dimidiatus,Harpalus dimidiatus,Kalkkruiper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:970,CarabidBeetles,1995,Animalia,Harpalus distinguendus,Harpalus distinguendus,Harpalus distinguendus,Groene kruiper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:971,CarabidBeetles,1995,Animalia,Harpalus flavescens,Harpalus flavescens,Harpalus flavescens,Gele kruiper,Kwetsbaar,VU,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)
INBO:RL:NONVAL:CAR:1995:972,CarabidBeetles,1995,Animalia,Harpalus froelichi,Harpalus froelichii,Harpalus froelichii,Schraallandkruiper,Bedreigd,EN,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:CAR:1995:973,CarabidBeetles,1995,Animalia,Harpalus griseus,Harpalus griseus,Harpalus griseus,Kleine roodpoothalmkruiper,Bedreigd,EN,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:CAR:1995:974,CarabidBeetles,1995,Animalia,Harpalus honestus,Harpalus honestus,Harpalus honestus,Grindkruiper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:975,CarabidBeetles,1995,Animalia,Harpalus latus,Harpalus latus,Harpalus latus,Breedkopkruiper,Momenteel niet bedreigd,LC,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC)
INBO:RL:NONVAL:CAR:1995:976,CarabidBeetles,1995,Animalia,Harpalus luteicornis,Harpalus luteicornis,Harpalus luteicornis,Geelsprietkruiper,Waarschijnlijk bedreigd,DD(PT),,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered
INBO:RL:NONVAL:CAR:1995:977,CarabidBeetles,1995,Animalia,Harpalus melancholicus,Harpalus melancholicus,Harpalus melancholicus,Donkere kustkruiper,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:978,CarabidBeetles,1995,Animalia,Harpalus melleti,Ophonus melletii,Ophonus melletii,Variabele halmklimmer,Waarschijnlijk bedreigd,DD(PT),,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Probably Endangered
INBO:RL:NONVAL:CAR:1995:979,CarabidBeetles,1995,Animalia,Harpalus modestus,Harpalus modestus,Harpalus modestus,Vijfdoornkruiper,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:CAR:1995:980,CarabidBeetles,1995,Animalia,Harpalus neglectus,Harpalus neglectus,Harpalus neglectus,Korstmoskruiper,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
INBO:RL:NONVAL:CAR:1995:981,CarabidBeetles,1995,Animalia,Harpalus nitidulus,"Harpalus nitidulus (Motschulsky, 1844)",,,Uitgestorven in Vlaanderen,RE,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE) in Flanders
INBO:RL:NONVAL:CAR:1995:982,CarabidBeetles,1995,Animalia,Harpalus puncticeps,Harpalus puncticeps,Harpalus puncticeps,Slanke halmklimmer,Zeldzaam,NT,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)
INBO:RL:NONVAL:CAR:1995:983,CarabidBeetles,1995,Animalia,Harpalus puncticollis,Harpalus puncticollis,Ophonus puncticollis,Gerande halmklimmer,Bedreigd,EN,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)
INBO:RL:NONVAL:CAR:1995:984,CarabidBeetles,1995,Animalia,Harpalus quadripunctatus,Harpalus quadripunctatus,Harpalus laevipes,Vierpuntkruiper,Met uitsterven bedreigd,CR,,Regional,Desender_etal_1995,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR)
