UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLC code Translated term,gbifapi_rank,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:NONVAL:HOV:1998:2480,Hoverflies,1998,Animalia,Melangyna labiatarum,Melangyna labiatarum,Melangyna labiatarum,Wimperzomerelfje,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,SPECIES,1536607,"Melangyna labiatarum (Verrall, 1901)",Melangyna labiatarum,Insecta,216,100,Syrphidae,6920,Melangyna,1536595,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melangyna labiatarum (Verrall, 1901)",Melangyna labiatarum,1536607,ACCEPTED,False,1536607
INBO:RL:NONVAL:HOV:1998:2481,Hoverflies,1998,Animalia,Melangyna lasiophthalma,Melangyna lasiophthalma,Melangyna lasiophthalma,Wilgenelfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536675,"Melangyna lasiophthalma (Zetterstedt, 1843)",Melangyna lasiophthalma,Insecta,216,100,Syrphidae,6920,Melangyna,1536595,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melangyna lasiophthalma (Zetterstedt, 1843)",Melangyna lasiophthalma,1536675,ACCEPTED,False,1536675
INBO:RL:NONVAL:HOV:1998:2482,Hoverflies,1998,Animalia,Melangyna quadrimaculata,Melangyna quadrimaculata,Melangyna quadrimaculata,Donker elfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1536689,"Melangyna quadrimaculata (Verrall, 1873)",Melangyna quadrimaculata,Insecta,216,100,Syrphidae,6920,Melangyna,1536595,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melangyna quadrimaculata (Verrall, 1873)",Melangyna quadrimaculata,1536689,ACCEPTED,False,1536689
INBO:RL:NONVAL:HOV:1998:2483,Hoverflies,1998,Animalia,Melangyna triangulifera,Melangyna triangulifera,Melangyna triangulifera,,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536648,"Melangyna triangulifera (Zetterstedt, 1843)",Melangyna triangulifera,Insecta,216,100,Syrphidae,6920,Melangyna,1536595,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melangyna triangulifera (Zetterstedt, 1843)",Melangyna triangulifera,1536648,ACCEPTED,False,1536648
INBO:RL:NONVAL:HOV:1998:2484,Hoverflies,1998,Animalia,Melangyna umbellatarum,Melangyna umbellatarum,Melangyna umbellatarum,Melkelfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536635,"Melangyna umbellatarum (Fabricius, 1794)",Melangyna umbellatarum,Insecta,216,100,Syrphidae,6920,Melangyna,1536595,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melangyna umbellatarum (Fabricius, 1794)",Melangyna umbellatarum,1536635,ACCEPTED,False,1536635
INBO:RL:NONVAL:HOV:1998:2485,Hoverflies,1998,Animalia,Melanogaster hirtella,Melanogaster hirtella,Chrysogaster hirtella,Weidedoflijfje,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1536711,"Chrysogaster hirtella Loew, 1843",Melanogaster hirtella,Insecta,216,100,Syrphidae,6920,Chrysogaster,1536707,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melanogaster hirtella (Loew, 1843) Loew, 1843",Chrysogaster hirtella,1536711,SYNONYM,True,6098389
INBO:RL:NONVAL:HOV:1998:2486,Hoverflies,1998,Animalia,Melanogaster lucida,Melanogaster nuda,,'Kaal doflijfje',Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,,1536740,"Chrysogaster lucida (Scopoli, 1763)",Melanogaster nuda,Insecta,216,100,Syrphidae,6920,Chrysogaster,1536707,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melanogaster nuda (Macquart, 1829) Macquart, 1829",Chrysogaster lucida,1536740,SYNONYM,True,6098387
INBO:RL:NONVAL:HOV:1998:2487,Hoverflies,1998,Animalia,Melanogaster macquarti,Chrysogaster parumplicata,,,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,,1536750,"Chrysogaster parumplicata Loew, 1840",Chrysogaster parumplicata,Insecta,216,100,Syrphidae,6920,Chrysogaster,1536707,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Chrysogaster parumplicata Loew, 1840",Chrysogaster parumplicata,1536750,ACCEPTED,False,1536750
INBO:RL:NONVAL:HOV:1998:2488,Hoverflies,1998,Animalia,Melanostoma mellinum,Melanostoma mellinum,Melanostoma mellinum,Gewone driehoekzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5766554,"Melanostoma mellinum (Linnaeus, 1758)",Melanostoma mellinum,Insecta,216,100,Syrphidae,6920,Melanostoma,1533169,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melanostoma mellinum (Linnaeus, 1758)",Melanostoma mellinum,5766554,ACCEPTED,False,5766554
INBO:RL:NONVAL:HOV:1998:2489,Hoverflies,1998,Animalia,Melanostoma scalare,Melanostoma scalare,Melanostoma scalare,Slanke driehoekzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,5766556,"Melanostoma scalare (Fabricius, 1794)",Melanostoma scalare,Insecta,216,100,Syrphidae,6920,Melanostoma,1533169,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Melanostoma scalare (Fabricius, 1794)",Melanostoma scalare,5766556,ACCEPTED,False,5766556
INBO:RL:NONVAL:HOV:1998:2490,Hoverflies,1998,Animalia,Meligramma euchroma,Epistrophella euchroma,,'Stippelelfje',Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,,5071052,"Epistrophe euchromus (Kowarz, 1885)",Epistrophella euchroma,Insecta,216,100,Syrphidae,6920,Epistrophe,5071050,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Epistrophella euchroma (Kowarz, 1885) Kowarz, 1885",Epistrophe euchromus,5071052,SYNONYM,True,4516848
INBO:RL:NONVAL:HOV:1998:2491,Hoverflies,1998,Animalia,Meliscaeva auricollis,Meliscaeva auricollis,Meliscaeva auricollis,Variabel elfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1535529,"Meliscaeva auricollis (Meigen, 1822)",Meliscaeva auricollis,Insecta,216,100,Syrphidae,6920,Meliscaeva,1535495,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Meliscaeva auricollis (Meigen, 1822)",Meliscaeva auricollis,1535529,ACCEPTED,False,1535529
INBO:RL:NONVAL:HOV:1998:2492,Hoverflies,1998,Animalia,Meliscaeva cinctella,Meliscaeva cinctella,Meliscaeva cinctella,Stomp elfje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1535521,"Meliscaeva cinctella (Zetterstedt, 1843)",Meliscaeva cinctella,Insecta,216,100,Syrphidae,6920,Meliscaeva,1535495,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Meliscaeva cinctella (Zetterstedt, 1843)",Meliscaeva cinctella,1535521,ACCEPTED,False,1535521
INBO:RL:NONVAL:HOV:1998:2493,Hoverflies,1998,Animalia,Merodon avidus,Merodon avidus,Merodon avidus,Kegelnarcisvlieg,Onvoldoende gekend,DD,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,SPECIES,1544230,"Merodon avidus (Rossi, 1790)",Merodon avidus,Insecta,216,100,Syrphidae,6920,Merodon,1544143,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Merodon avidus (Rossi, 1790)",Merodon avidus,1544230,ACCEPTED,False,1544230
INBO:RL:NONVAL:HOV:1998:2494,Hoverflies,1998,Animalia,Merodon equestris,Merodon equestris,Merodon equestris,Grote narcisvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1544340,"Merodon equestris (Fabricius, 1794)",Merodon equestris,Insecta,216,100,Syrphidae,6920,Merodon,1544143,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Merodon equestris (Fabricius, 1794)",Merodon equestris,1544340,ACCEPTED,False,1544340
INBO:RL:NONVAL:HOV:1998:2495,Hoverflies,1998,Animalia,Merodon ruficornis,Merodon ruficornis,Merodon ruficornis,,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1544283,"Merodon ruficornis Meigen, 1822",Merodon ruficornis,Insecta,216,100,Syrphidae,6920,Merodon,1544143,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Merodon ruficornis Meigen, 1822",Merodon ruficornis,1544283,ACCEPTED,False,1544283
INBO:RL:NONVAL:HOV:1998:2496,Hoverflies,1998,Animalia,Microdon devius,Microdon devius,Microdon devius,Kalkknikspriet,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,SPECIES,1542409,"Microdon devius (Linnaeus, 1761)",Microdon devius,Insecta,216,100,Syrphidae,6920,Microdon,1542207,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Microdon devius (Linnaeus, 1761)",Microdon devius,1542409,ACCEPTED,False,1542409
INBO:RL:NONVAL:HOV:1998:2497,Hoverflies,1998,Animalia,Microdon eggeri,Microdon eggeri,Microdon analis,Bosknikspriet,Met uitsterven bedreigd,CR,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,9153200,"Microdon analis (Macquart, 1842)",Microdon eggeri,Insecta,216,100,Syrphidae,6920,Microdon,1542207,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Microdon eggeri Mik, 1897",Microdon analis,9153200,SYNONYM,True,5072027
INBO:RL:NONVAL:HOV:1998:2498,Hoverflies,1998,Animalia,Microdon mutabilis,Microdon mutabilis,Microdon mutabilis,,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,SPECIES,1542226,"Microdon mutabilis (Linnaeus, 1758)",Microdon mutabilis,Insecta,216,100,Syrphidae,6920,Microdon,1542207,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Microdon mutabilis (Linnaeus, 1758)",Microdon mutabilis,1542226,ACCEPTED,False,1542226
INBO:RL:NONVAL:HOV:1998:2499,Hoverflies,1998,Animalia,Myathropa florea,Myathropa florea,Mallota florea,Doodskopzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1541441,"Mallota florea (Linnaeus, 1758)",Myathropa florea,Insecta,216,100,Syrphidae,6920,Mallota,1541361,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Myathropa florea (Linnaeus, 1758) Linnaeus, 1758",Mallota florea,1541441,SYNONYM,True,4516754
INBO:RL:NONVAL:HOV:1998:2500,Hoverflies,1998,Animalia,Myolepta dubia,Myolepta dubia,Myolepta dubia,Gele myolepta,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,SPECIES,1533889,"Myolepta dubia (Fabricius, 1805)",Myolepta dubia,Insecta,216,100,Syrphidae,6920,Myolepta,1533883,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Myolepta dubia (Fabricius, 1805)",Myolepta dubia,1533889,ACCEPTED,False,1533889
INBO:RL:NONVAL:HOV:1998:2501,Hoverflies,1998,Animalia,Myolepta vara,Myolepta vara,Myolepta femorata,Zwarte myolepta,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,SPECIES,1533903,"Myolepta femorata (Scopoli, 1763)",Myolepta vara,Insecta,216,100,Syrphidae,6920,Myolepta,1533883,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Myolepta vara (Panzer, 1798) Panzer, 1798",Myolepta femorata,1533903,SYNONYM,True,4516779
INBO:RL:NONVAL:HOV:1998:2502,Hoverflies,1998,Animalia,Neoascia geniculata,Neoascia geniculata,Neoascia geniculata,Kortspriet-korsetzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1536812,"Neoascia geniculata (Meigen, 1822)",Neoascia geniculata,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia geniculata (Meigen, 1822)",Neoascia geniculata,1536812,ACCEPTED,False,1536812
INBO:RL:NONVAL:HOV:1998:2503,Hoverflies,1998,Animalia,Neoascia interrupta,Neoascia interrupta,Neoascia interrupta,Veelvlek-korsetzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536827,"Neoascia interrupta (Meigen, 1822)",Neoascia interrupta,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia interrupta (Meigen, 1822)",Neoascia interrupta,1536827,ACCEPTED,False,1536827
INBO:RL:NONVAL:HOV:1998:2504,Hoverflies,1998,Animalia,Neoascia meticulosa,Neoascia meticulosa,Neoascia meticulosa,Donkere korsetzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1536817,"Neoascia meticulosa (Scopoli, 1763)",Neoascia meticulosa,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia meticulosa (Scopoli, 1763)",Neoascia meticulosa,1536817,ACCEPTED,False,1536817
INBO:RL:NONVAL:HOV:1998:2505,Hoverflies,1998,Animalia,Neoascia obliqua,Neoascia obliqua,Neoascia obliqua,Scheefvlek-korsetzweefvlieg,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,1536794,"Neoascia obliqua Coe, 1940",Neoascia obliqua,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia obliqua Coe, 1940",Neoascia obliqua,1536794,ACCEPTED,False,1536794
INBO:RL:NONVAL:HOV:1998:2506,Hoverflies,1998,Animalia,Neoascia podagrica,Neoascia podagrica,Neoascia podagrica,Gewone korsetzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536796,"Neoascia podagrica (Fabricius, 1775)",Neoascia podagrica,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia podagrica (Fabricius, 1775)",Neoascia podagrica,1536796,ACCEPTED,False,1536796
INBO:RL:NONVAL:HOV:1998:2507,Hoverflies,1998,Animalia,Neoascia tenur,Neoascia tenur,Neoascia tenur,Tengere korsetzweefvlieg,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1536804,"Neoascia tenur (Harris, 1780)",Neoascia tenur,Insecta,216,100,Syrphidae,6920,Neoascia,1536777,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Neoascia tenur (Harris, 1780)",Neoascia tenur,1536804,ACCEPTED,False,1536804
INBO:RL:NONVAL:HOV:1998:2508,Hoverflies,1998,Animalia,Neocnemodon brevidens,Neocnemodon brevidens,Neocnemodon brevidens,Wratjesplatbek,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,SPECIES,8107056,Neocnemodon brevidens Egger,Neocnemodon brevidens,Insecta,216,100,Syrphidae,6920,Neocnemodon,1536263,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,Neocnemodon brevidens Egger,Neocnemodon brevidens,8107056,ACCEPTED,False,8107056
INBO:RL:NONVAL:HOV:1998:2509,Hoverflies,1998,Animalia,Neocnemodon latitarsis,Heringia latitarsis,,Bokspootplatbek,Kwetsbaar,VU,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,,1535183,"Heringia latitarsis (Egger, 1865)",Heringia latitarsis,Insecta,216,100,Syrphidae,6920,Heringia,1535116,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Heringia latitarsis (Egger, 1865)",Heringia latitarsis,1535183,ACCEPTED,False,1535183
INBO:RL:NONVAL:HOV:1998:2510,Hoverflies,1998,Animalia,Neocnemodon pubescens,Heringia pubescens,,Donkerhaarplatbek,Kwetsbaar,VU,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,,1535128,"Heringia pubescens (Delucchi & Pschorn, 1955)",Heringia pubescens,Insecta,216,100,Syrphidae,6920,Heringia,1535116,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Heringia pubescens (Delucchi & Pschorn, 1955)",Heringia pubescens,1535128,ACCEPTED,False,1535128
INBO:RL:NONVAL:HOV:1998:2511,Hoverflies,1998,Animalia,Neocnemodon vitripennis,Heringia vitripennis,,Gespoorde platbek,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,,1535152,"Heringia vitripennis (Meigen, 1822)",Heringia vitripennis,Insecta,216,100,Syrphidae,6920,Heringia,1535116,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Heringia vitripennis (Meigen, 1822)",Heringia vitripennis,1535152,ACCEPTED,False,1535152
INBO:RL:NONVAL:HOV:1998:2512,Hoverflies,1998,Animalia,Orthonevra brevicornis,Orthonevra brevicornis,Orthonevra brevicornis,Bosglimmer,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,SPECIES,1537538,"Orthonevra brevicornis (Loew, 1843)",Orthonevra brevicornis,Insecta,216,100,Syrphidae,6920,Orthonevra,1537455,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Orthonevra brevicornis (Loew, 1843)",Orthonevra brevicornis,1537538,ACCEPTED,False,1537538
INBO:RL:NONVAL:HOV:1998:2513,Hoverflies,1998,Animalia,Orthonevra elegans,Orthonevra elegans,Orthonevra elegans,,Met uitsterven bedreigd,CR,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,SPECIES,1537514,"Orthonevra elegans (Wiedemann, 1822)",Orthonevra elegans,Insecta,216,100,Syrphidae,6920,Orthonevra,1537455,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Orthonevra elegans (Wiedemann, 1822)",Orthonevra elegans,1537514,ACCEPTED,False,1537514
INBO:RL:NONVAL:HOV:1998:2514,Hoverflies,1998,Animalia,Orthonevra geniculata,Orthonevra geniculata,Orthonevra geniculata,Vroege glimmer,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,SPECIES,1537547,"Orthonevra geniculata (Meigen, 1830)",Orthonevra geniculata,Insecta,216,100,Syrphidae,6920,Orthonevra,1537455,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Orthonevra geniculata (Meigen, 1830)",Orthonevra geniculata,1537547,ACCEPTED,False,1537547
