UniqueID,TaxonomicGroup,YearPublished,Kingdom,verbatimScientificName,scientificName,gbifapi_species,vernacularname,RLCAsPublished,RLC,RLCEurope,Criteria,Reference,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLC code Translated term,gbifapi_matchType,gbifapi_usageKey
INBO:RL:NONVAL:HOV:1998:2486,Hoverflies,1998,Animalia,Melanogaster lucida,Melanogaster nuda,,'Kaal doflijfje',Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:HOV:1998:2487,Hoverflies,1998,Animalia,Melanogaster macquarti,Chrysogaster parumplicata,,,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,NONE_done,
INBO:RL:NONVAL:HOV:1998:2490,Hoverflies,1998,Animalia,Meligramma euchroma,Epistrophella euchroma,,'Stippelelfje',Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:HOV:1998:2509,Hoverflies,1998,Animalia,Neocnemodon latitarsis,Heringia latitarsis,,Bokspootplatbek,Kwetsbaar,VU,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,NONE_done,
INBO:RL:NONVAL:HOV:1998:2510,Hoverflies,1998,Animalia,Neocnemodon pubescens,Heringia pubescens,,Donkerhaarplatbek,Kwetsbaar,VU,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,NONE_done,
INBO:RL:NONVAL:HOV:1998:2511,Hoverflies,1998,Animalia,Neocnemodon vitripennis,Heringia vitripennis,,Gespoorde platbek,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:HOV:1998:2566,Hoverflies,1998,Animalia,Pyrophaena granditarsa,"Platycheirus granditarsus (Forster, 1771)",,Klompvoetje,Momenteel niet bedreigd,LC,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:HOV:1998:2576,Hoverflies,1998,Animalia,Sphaerophoria interrupta,"Sphaerophoria interrupta (Fabricius, 1805)",,Grote gevlekte langlijf,Met uitsterven bedreigd,CR,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE Multiple equal matches for Sphaerophoria interrupta,
INBO:RL:NONVAL:HOV:1998:2577,Hoverflies,1998,Animalia,Sphaerophoria loewi,Sphaerophoria loewii,Sphaerophoria loewii,Zilte langlijf,Uitgestorven,RE,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,FUZZY_done,1539169
INBO:RL:NONVAL:HOV:1998:2579,Hoverflies,1998,Animalia,Sphaerophoria rueppelli,Sphaerophoria rueppellii,Sphaerophoria rueppellii,Kleine langlijf,Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,FUZZY_done,1539204
INBO:RL:NONVAL:HOV:1998:2595,Hoverflies,1998,Animalia,Trichopsomyia flavitarse,Trichopsomyia flavitarsis,,Kleinvlekplatbek,Achteruitgaand,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:HOV:1998:2605,Hoverflies,1998,Animalia,Xanthogramma festivum,Xanthogramma festiva,Xanthogramma festiva,,Bedreigd,EN,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,FUZZY_done,5071293
INBO:RL:NONVAL:HOV:1998:2610,Hoverflies,1998,Animalia,Xylota semulatra,Xylota abiens,,'Kleine Grijze Bladloper',Zeldzaam,NT,,Regional,MeerhaegheGrootaert_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:MAM:1994:3216,Mammals,1994,Animalia,Crocidura russula,"Crocidura russula (Hermann, 1780)",,Huisspitsmuis,Momenteel niet bedreigd,LC,LC,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE Multiple equal matches for Crocidura russula,
INBO:RL:NONVAL:MAM:1994:3220,Mammals,1994,Animalia,Felis catus,"Felis catus Linnaeus, 1758",,Huiskat,Momenteel niet bedreigd,LC,NE,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE Multiple equal matches for Felis catus,
INBO:RL:NONVAL:MAM:1994:3221,Mammals,1994,Animalia,Felis silvestris,"Felis silvestris Schreber, 1777",,Wilde kat,Uitgestorven,RE,LC,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (RE),Regionally Extinct (RE) / RE,NONE Multiple equal matches for Felis silvestris,
INBO:RL:NONVAL:MAM:1994:3224,Mammals,1994,Animalia,Martes fiona,Martes foina,,Steenmarter,Momenteel niet bedreigd,LC,LC,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:MAM:1994:3233,Mammals,1994,Animalia,Mustela furo x putorius,Mustela putorius subsp. furo,,Fret,Momenteel niet bedreigd,LC,NE,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:MAM:1994:3256,Mammals,1994,Animalia,Pitymys subterraneus,Microtus subterraneus,,Ondergrondse woelmuis,Momenteel niet bedreigd,LC,LC,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:MAM:1994:3273,Mammals,1994,Animalia,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)",,Vos,Momenteel niet bedreigd,LC,LC,Regional,Criel_1994,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE Multiple equal matches for Vulpes vulpes,
INBO:RL:NONVAL:MOL:2006:3393,Molluscs,2006,Animalia,Balea biplicata biplicata,Alinda biplicata,,Grote regenslak,Kwetsbaar,VU,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,NONE_done,
INBO:RL:NONVAL:MOL:2006:3420,Molluscs,2006,Animalia,Cornu aspersum aspersum,Cornu aspersum,,Segrijnslak,Niet bedreigd,LC,LC,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:MOL:2006:3425,Molluscs,2006,Animalia,Discus ruderatus ruderatus,Discus ruderatus,,Bruine discusslak,Onvoldoende gekend,DD,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,NONE_done,
INBO:RL:NONVAL:MOL:2006:3456,Molluscs,2006,Animalia,Oxychilus draparnaudi draparnaudi,Oxychilus draparnaudi,,Grote glansslak,Niet bedreigd,LC,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:MOL:2006:3476,Molluscs,2006,Animalia,Trichia plebeia,Tritonia plebeia,,Kleine tritonia,Onvoldoende gekend,DD,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,NONE_done,
INBO:RL:NONVAL:MOL:2006:3477,Molluscs,2006,Animalia,Trichia striolata abludens,Trichia striolata,,'Rosse haarslak',Onvoldoende gekend,DD,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,NONE_done,
INBO:RL:NONVAL:MOL:2006:3496,Molluscs,2006,Animalia,Zonitoides nitidus,Zonitoides nitida,Zonitoides nitida,Donkere glansslak,Niet bedreigd,LC,,Regional,VanLoen_etal_2006,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,FUZZY_done,2295422
INBO:RL:NONVAL:REP:1996:3501,Reptiles,1996,Animalia,Vipera berus,"Vipera berus (Linnaeus, 1758)",,Adder,Met uitsterven bedreigd,CR,LC,Regional,BauwensClaus_1996,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE Multiple equal matches for Vipera berus,
INBO:RL:NONVAL:SPI:1998:3577,Spiders,1998,Animalia,Araniella opistographa,Araniella opisthographa,Araniella opisthographa,Lentekomkommerspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,FUZZY_done,2158385
INBO:RL:NONVAL:SPI:1998:3588,Spiders,1998,Animalia,Atea sturmi,Araneus sturmi,,Witruit-wielwebspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3589,Spiders,1998,Animalia,Atea triguttata,Araneus triguttatus,,Drievlekwielwebspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3612,Spiders,1998,Animalia,Centromerus levitarsus,"Centromerus levitarsis (Simon, 1884)",,Veen-tandpalpje ,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:3622,Spiders,1998,Animalia,Ceratinopsis romana,Styloctetor romanus,,Bosplatkopje,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:3623,Spiders,1998,Animalia,Ceratinopsis stativa,Styloctetor stativus,,Weideplatkopje,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:3633,Spiders,1998,Animalia,Clubiona compta,Clubiona comta,,Zwartgerande zakspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3654,Spiders,1998,Animalia,Coelotes inermis,Inermocoelotes inermis,,Stekelloze bostrechterspin,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:3660,Spiders,1998,Animalia,Cybaeus angustarium,Cybaeus angustiarum,,,Onvoldoende gekend,DD,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,NONE_done,
INBO:RL:NONVAL:SPI:1998:3671,Spiders,1998,Animalia,Dicymbium brevisetosum,"Dicymbium nigrum subsp. brevisetosum Locket, 1962",,Kortharig bolkopje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3679,Spiders,1998,Animalia,Dipoena inornata,"Dipoena inornata (O. P.-Cambridge, 1861)",,,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE Multiple equal matches for Dipoena inornata,
INBO:RL:NONVAL:SPI:1998:3681,Spiders,1998,Animalia,Dipoena prona,Lasaeola prona,,Neus-galgspin,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:3682,Spiders,1998,Animalia,Dipoena tristis,Lasaeola tristis,,Zwarte galgspin,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:3695,Spiders,1998,Animalia,Enoplognata pallens,Paidiscura pallens ??,,,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3724,Spiders,1998,Animalia,Euophrys aequipes,Talavera aequipes,,Chevron-zwartkop,Kwetsbaar,VU,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Vulnerable (VU) / VU,NONE_done,
INBO:RL:NONVAL:SPI:1998:3725,Spiders,1998,Animalia,Euophrys erratica,Pseudeuophrys erratica  ??,,Gehaakte zwartkop,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3727,Spiders,1998,Animalia,Euophrys lanigera,Pseudeuophrys lanigera,,Huisspringspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3756,Spiders,1998,Animalia,Halorates distinctus,Collinsia distincta,,Stomphoekpalpje,Bedreigd,EN,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Endangered (EN) / EN,NONE_done,
INBO:RL:NONVAL:SPI:1998:3757,Spiders,1998,Animalia,Haloratus reprobus,Halorates reprobus,,Slikkenspinnetje,Met uitsterven bedreigd,CR,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Critically Endangered (CR) / CR,NONE_done,
INBO:RL:NONVAL:SPI:1998:3793,Spiders,1998,Animalia,Lathys puta,Lathys stigmatisata ,,,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:3794,Spiders,1998,Animalia,Lepthyphantes cristatus,Leptyphantes cristatus,,Knobbel bodemwevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3796,Spiders,1998,Animalia,Lepthyphantes flavipes,Leptyphantes flavipes,,Klein bodemwevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3799,Spiders,1998,Animalia,Lepthyphantes lepthyphantiformis,Formiphantes lephthyphantiformis,,Bleek bodemwevertje,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:3800,Spiders,1998,Animalia,Lepthyphantes mengei,Tenuiphantes mengei ??,,Gewoon bodemwevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3802,Spiders,1998,Animalia,Lepthyphantes mughi,Mughiphantes mughi ,,Noords bodemwevertje,Onvoldoende gekend,DD,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD),Data Deficient (DD) / DD,NONE_done,
INBO:RL:NONVAL:SPI:1998:3803,Spiders,1998,Animalia,Lepthyphantes obscurus,Obscuriphantes obscurus,,Dolk-bodemwevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3805,Spiders,1998,Animalia,Lepthyphantes tenebricola,Leptyphantes tenebricola,,Weide-bodemwevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3807,Spiders,1998,Animalia,Lepthyphantes zimmermanni,Tenuiphantes zimmermanni,,Boswevertje,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3830,Spiders,1998,Animalia,Meioneta fuscipalpus,Agyneta fuscipalpa,Agyneta fuscipalpa,Getand probleemspinnetje,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,FUZZY_done,2136527
INBO:RL:NONVAL:SPI:1998:3853,Spiders,1998,Animalia,Milleriana inerrans,Collinsia inerrans,,Pionierdwergspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
INBO:RL:NONVAL:SPI:1998:3950,Spiders,1998,Animalia,Poecilochroa conspicua,Kishidaia conspicua,,Viervlekmuisspin,Zeldzaam,NT,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Near Threatened (NT) / NT,NONE_done,
INBO:RL:NONVAL:SPI:1998:3951,Spiders,1998,Animalia,Poeciloneta globosa,Poeciloneta variegata ,,Getekende hangmatspin,Momenteel niet bedreigd,LC,,Regional,Maelfait_etal_1998,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,UnValidated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Least Concern (LC) / LC,NONE_done,
