occurrence_ID,type,language,license,rightsholder,accessRights,datasetID,institutionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,sex,lifeStage,organismID,organismName,samplingProtocol,samplingEffort,eventDate,minimumElevationInMeters,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,scientificName,kingdom,phylum,class,order,family,taxonRank,genus,specificEpithet,scientificNameAuthorship,vernacularName,nomenclaturalCode
610:20130021080008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3600},2013-00-21T08:00:08Z,0,303,15.2203671,-9.0576364,WGS84,18,2013-00-21T08:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021110007,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10799},2013-00-21T11:00:07Z,0,291,15.2252186,-9.0576093,WGS84,16,2013-00-21T11:00:07Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021120037,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3630},2013-00-21T12:00:37Z,0,306,15.1515428,-9.0322254,WGS84,10,2013-00-21T12:00:37Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021130023,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3586},2013-00-21T13:00:23Z,0,311,15.1515301,-9.0322043,WGS84,16,2013-00-21T13:00:23Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021140013,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3590},2013-00-21T14:00:13Z,0,645,15.2047532,-9.0533683,WGS84,15,2013-00-21T14:00:13Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021150023,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3610},2013-00-21T15:00:23Z,0,298,15.22353,-9.0620574,WGS84,13,2013-00-21T15:00:23Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021160007,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3584},2013-00-21T16:00:07Z,0,295,15.2235541,-9.0620798,WGS84,16,2013-00-21T16:00:07Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021190007,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10800},2013-00-21T19:00:07Z,0,298,15.2407003,-9.0789748,WGS84,11,2013-00-21T19:00:07Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021200008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3601},2013-00-21T20:00:08Z,0,301,15.2406801,-9.0790067,WGS84,15,2013-00-21T20:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021210011,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3603},2013-00-21T21:00:11Z,0,288,15.2406899,-9.0790822,WGS84,27,2013-00-21T21:00:11Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021220048,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3637},2013-00-21T22:00:48Z,0,305,15.2407133,-9.0789808,WGS84,10,2013-00-21T22:00:48Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130021230058,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3610},2013-00-21T23:00:58Z,0,320,15.2406917,-9.0788925,WGS84,23,2013-00-21T23:00:58Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029040008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':17950},2013-00-29T04:00:08Z,0,307,15.202982,-9.0709976,WGS84,4,2013-00-29T04:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029050031,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3623},2013-00-29T05:00:31Z,0,304,15.2029911,-9.0710053,WGS84,10,2013-00-29T05:00:31Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029060032,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3601},2013-00-29T06:00:32Z,0,280,15.2029711,-9.0709586,WGS84,21,2013-00-29T06:00:32Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029070032,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3600},2013-00-29T07:00:32Z,0,294,15.2285638,-9.0694706,WGS84,8,2013-00-29T07:00:32Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029080038,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3606},2013-00-29T08:00:38Z,0,291,15.2351047,-9.0755889,WGS84,12,2013-00-29T08:00:38Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029090015,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3577},2013-00-29T09:00:15Z,0,289,15.236443,-9.08151,WGS84,9,2013-00-29T09:00:15Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029100001,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3586},2013-00-29T10:00:01Z,0,288,15.2353518,-9.0821492,WGS84,13,2013-00-29T10:00:01Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029110014,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3613},2013-00-29T11:00:14Z,0,290,15.2358457,-9.0813733,WGS84,9,2013-00-29T11:00:14Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029120003,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3589},2013-00-29T12:00:03Z,0,289,15.2358528,-9.0813586,WGS84,13,2013-00-29T12:00:03Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029150015,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10812},2013-00-29T15:00:15Z,0,296,15.2331378,-9.0814136,WGS84,11,2013-00-29T15:00:15Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029200008,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':17993},2013-00-29T20:00:08Z,0,318,15.2026841,-9.0709019,WGS84,5,2013-00-29T20:00:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029210016,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3608},2013-00-29T21:00:16Z,0,308,15.2026988,-9.0709716,WGS84,10,2013-00-29T21:00:16Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029220014,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3598},2013-00-29T22:00:14Z,0,315,15.2027005,-9.0708978,WGS84,6,2013-00-29T22:00:14Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130029230015,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3601},2013-00-29T23:00:15Z,0,311,15.2027104,-9.0708986,WGS84,19,2013-00-29T23:00:15Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030000038,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3623},2013-00-30T00:00:38Z,0,310,15.2027082,-9.0709343,WGS84,6,2013-00-30T00:00:38Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030010047,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3609},2013-00-30T01:00:47Z,0,311,15.2027498,-9.070931,WGS84,7,2013-00-30T01:00:47Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030020047,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3600},2013-00-30T02:00:47Z,0,311,15.2027415,-9.070898,WGS84,10,2013-00-30T02:00:47Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030050002,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10755},2013-00-30T05:00:02Z,0,294,15.2283295,-9.077812,WGS84,4,2013-00-30T05:00:02Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030060003,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3601},2013-00-30T06:00:03Z,0,289,15.2283376,-9.0777881,WGS84,10,2013-00-30T06:00:03Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030070009,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3606},2013-00-30T07:00:09Z,0,289,15.2245074,-9.0531961,WGS84,9,2013-00-30T07:00:09Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030080005,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3596},2013-00-30T08:00:05Z,0,302,15.1517867,-9.0302782,WGS84,11,2013-00-30T08:00:05Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030090003,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3598},2013-00-30T09:00:03Z,0,274,15.1820004,-9.0326851,WGS84,27,2013-00-30T09:00:03Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030130051,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':14448},2013-00-30T13:00:51Z,0,299,15.1518292,-9.0315489,WGS84,15,2013-00-30T13:00:51Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030140039,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':3588},2013-00-30T14:00:39Z,0,317,15.1519174,-9.0316363,WGS84,64,2013-00-30T14:00:39Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030160059,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':7220},2013-00-30T16:00:59Z,0,321,15.1566256,-9.054305,WGS84,41,2013-00-30T16:00:59Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
610:20130030190052,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,{'device_info_serial':610},male,adult,L143451,Jozef,doi:10.1007/s10336-012-0908-1,{'secondsSinceLastOccurrence':10793},2013-00-30T19:00:52Z,0,292,15.2277979,-9.078028,WGS84,15,2013-00-30T19:00:52Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Charadriiformes,Laridae,species,Circus,aeruginosus,wmh,wmh,ICZN
