"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"IUCNCriteria";"Reference";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine"
"INBO_RL_VAL_FIS_2014_2212";"FreshwaterFishes";2014;"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Tinca";"tinca";"Tinca tinca";"Zeelt";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Verreycken_etal_2014";"Aquatic";"Limnophilous";;"Low";"Longlived";"Low";"Oligotrophic";"Vertebrate"
"INBO_RL_VAL_GRA_2000_2213";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Acheta";"domesticus";"Acheta domesticus";"Huiskrekel";"Onvoldoende gekend";"DD";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Anthropogenic";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2214";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"albomarginatus";"Chorthippus albomarginatus";"Kustsprinkhaan";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2215";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"biguttulus";"Chorthippus biguttulus";"Ratelaar";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2216";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"brunneus";"Chorthippus brunneus";"Bruine sprinkhaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2217";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"mollis";"Chorthippus mollis";"Snortikker";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2218";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Pseudochorthippus";"montanus";"Chorthippus montanus";"Zompsprinkhaan";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2219";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Pseudochorthippus";"parallelus";"Chorthippus parallelus";"Krasser";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2220";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chrysochraon";"dispar";"Chrysochraon dispar";"Gouden sprinkhaan";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2221";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Conocephalus";"discolor";"Conocephalus discolor";"Zuidelijk spitskopje";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2222";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Conocephalus";"dorsalis";"Conocephalus dorsalis";"Gewoon spitskopje";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2223";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Decticus";"verrucivorus";"Decticus verrucivorus";"Wrattenbijter";"Uitgestorven";"RE";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2224";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Ephippiger";"ephippiger";"Ephippiger ephippiger";"Zadelsprinkhaan";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2225";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Gampsocleis";"glabra";"Gampsocleis glabra";"Kleine wrattenbijter";"Uitgestorven";"RE";"NT";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2226";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Gomphocerripus";"rufus";"Gomphocerripus rufus";"Rosse sprinkhaan";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2227";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllotalpidae";"Gryllotalpa";"gryllotalpa";"Gryllotalpa gryllotalpa";"Veenmol";"Bedreigd";"EN";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2228";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Gryllus";"campestris";"Gryllus campestris";"Veldkrekel";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2229";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Phaneropteridae";"Leptophyes";"punctatissima";"Leptophyes punctatissima";"Struiksprinkhaan";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Shrubs";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2230";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Locusta";"migratoria";"Locusta migratoria";"Europese treksprinkhaan";"Uitgestorven";"RE";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2231";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Meconema";"thalassinum";"Meconema thalassinum";"Boomsprinkhaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Woodlands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2232";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Metrioptera";"brachyptera";"Metrioptera brachyptera";"Heidesabelsprinkhaan";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2233";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Roeseliana";"roeselii";"Metrioptera roeselii";"Greppelsprinkhaan";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2234";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Myrmeleotettix";"maculatus";"Myrmeleotettix maculatus";"Knopsprietje";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2235";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Nemobius";"sylvestris";"Nemobius sylvestris";"Boskrekel";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2236";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Oedipoda";"caerulescens";"Oedipoda caerulescens";"Blauwvleugelsprinkhaan";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Dunes";"Heathlands";"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2237";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Omocestus";"rufipes";"Omocestus rufipes";"Zwart wekkertje";"Zeldzaam";"NT";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2238";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Omocestus";"viridulus";"Omocestus viridulus";"Wekkertje";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2239";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Phaneropteridae";"Phaneroptera";"falcata";"Phaneroptera falcata";"Sikkelsprinkhaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Shrubs";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2240";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Pholidoptera";"griseoaptera";"Pholidoptera griseoaptera";"Bramensprinkhaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Shrubs";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2241";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Platycleis";"albopunctata";"Platycleis albopunctata";"Duinsabelsprinkhaan";"Bedreigd";"EN";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Dunes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2242";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Psophus";"stridulus";"Psophus stridulus";"Klappersprinkhaan";"Uitgestorven";"RE";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2243";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Stenobothrus";"lineatus";"Stenobothrus lineatus";"Zoemertje";"Met uitsterven bedreigd";"CR";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2244";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Stenobothrus";"stigmaticus";"Stenobothrus stigmaticus";"Schavertje";"Bedreigd";"EN";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2245";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Stethophyma";"grossum";"Stethophyma grossum";"Moerassprinkhaan";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2246";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tetrigidae";"Tetrix";"bipunctata";"Tetrix bipunctata";"Bosdoorntje";"Uitgestorven";"RE";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2247";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tetrigidae";"Tetrix";"ceperoi";"Tetrix ceperoi";"Zanddoorntje";"Kwetsbaar";"VU";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2248";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tetrigidae";"Tetrix";"subulata";"Tetrix subulata";"Zeggedoorntje";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2249";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tetrigidae";"Tetrix";"tenuicornis";"Tetrix tenuicornis";"Kalkdoorntje";"Bedreigd";"EN";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2250";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tetrigidae";"Tetrix";"undulata";"Tetrix undulata";"Gewoon doorntje";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2000_2251";"Grasshoppers";2000;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Tettigonia";"viridissima";"Tettigonia viridissima";"Grote groene sabelsprinkhaan";"Momenteel niet bedreigd";"LC";"LC";"Regional";;"Decleer_etal_2000";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2300";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Bicolorana";"bicolor";"Bicolorana bicolor";"Lichtgroene sabelsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2301";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"albomarginatus";"Chorthippus albomarginatus";"Kustsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2302";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"biguttulus";"Chorthippus biguttulus";"Ratelaar";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2303";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"brunneus";"Chorthippus brunneus";"Bruine sprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2304";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chorthippus";"mollis";"Chorthippus mollis";"Snortikker";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2305";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Chrysochraon";"dispar";"Chrysochraon dispar";"Gouden sprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2306";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Conocephalus";"dorsalis";"Conocephalus dorsalis";"Gewoon spitskopje";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2307";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Conocephalus";"fuscus";"Conocephalus fuscus";"Zuidelijk spitskopje";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Eurytopic";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2308";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Decticus";"verrucivorus";"Decticus verrucivorus";"Wrattenbijter";"Regionaal uitgestorven";"RE";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2310";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Ephippiger";"diurnus";"Ephippiger diurnus";"Zadelsprinkhaan";"Bedreigd";"EN";"LC";"IUCN";"Ba(i,ii)b(i,iii)";"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2311";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Gampsocleis";"glabra";"Gampsocleis glabra";"Kleine wrattenbijter";"Regionaal uitgestorven";"RE";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2312";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Gomphocerripus";"rufus";"Gomphocerripus rufus";"Rosse sprinkhaan";"Kwetsbaar";"VU";"LC";"IUCN";"Ba(i,ii);D";"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2313";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllotalpidae";"Gryllotalpa";"gryllotalpa";"Gryllotalpa gryllotalpa";"Veenmol";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Marshes";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2315";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Gryllus";"campestris";"Gryllus campestris";"Veldkrekel";"Bedreigd";"EN";"LC";"IUCN";"Ba(i)b(iii)";"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2317";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Phaneropteridae";"Leptophyes";"punctatissima";"Leptophyes punctatissima";"Struiksprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Shrubs";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2318";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Locusta";"migratoria";"Locusta migratoria";"Europese treksprinkhaan";"Regionaal uitgestorven";"RE";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2319";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Meconema";"meridionale";"Meconema meridionale";"Zuidelijke boomsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Shrubs";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2320";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Meconema";"thalassinum";"Meconema thalassinum";"Boomsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Woodlands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2321";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Metrioptera";"brachyptera";"Metrioptera brachyptera";"Heidesabelsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"Low";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2322";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Myrmeleotettix";"maculatus";"Myrmeleotettix maculatus";"Knopsprietje";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2323";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Nemobius";"sylvestris";"Nemobius sylvestris";"Boskrekel";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Woodlands";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2324";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Gryllidae";"Oecanthus";"pellucens";"Oecanthus pellucens";"Boomkrekel";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Shrubs";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2325";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Oedipoda";"caerulescens";"Oedipoda caerulescens";"Blauwvleugelsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Dunes";"Heathlands";"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2326";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Omocestus";"rufipes";"Omocestus rufipes";"Zwart wekkertje";"Bijna in gevaar";"NT";"LC";"IUCN";"A2c;Bb(i,iii)";"Maes_etal_2017";"Terrestrial";"Heathlands";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2327";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Omocestus";"viridulus";"Omocestus viridulus";"Wekkertje";"Bijna in gevaar";"NT";"LC";"IUCN";"Bb(iii)";"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2328";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Phaneropteridae";"Phaneroptera";"falcata";"Phaneroptera falcata";"Sikkelsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Shrubs";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2329";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Pholidoptera";"griseoaptera";"Pholidoptera griseoaptera";"Bramensprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Shrubs";;"Low";"Shortlived";"Low";"Eutrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2330";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Tettigoniidae";"Platycleis";"albopunctata";"Platycleis albopunctata";"Duinsabelsprinkhaan";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Dunes";;"Low";"Shortlived";"High";"Oligotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2331";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Pseudochorthippus";"montanus";"Pseudochorthippus montanus";"Zompsprinkhaan";"Bedreigd";"EN";"LC";"IUCN";"Ba(i)b(iii)";"Maes_etal_2017";"Terrestrial";"Marshes";;"Low";"Shortlived";"Low";"Mesotrophic";"Invertebrate"
"INBO_RL_VAL_GRA_2017_2332";"Grasshoppers";2017;"Animalia";"Arthropoda";"Insecta";"Orthoptera";"Acrididae";"Pseudochorthippus";"parallelus";"Pseudochorthippus parallelus";"Krasser";"Momenteel niet in gevaar";"LC";"LC";"IUCN";;"Maes_etal_2017";"Terrestrial";"Grasslands";;"Low";"Shortlived";"High";"Eutrophic";"Invertebrate"
