TaxonomicGroup	Kingdom	Phylum	Class	Order	Family	Genus	Species	SpeciesnameAsPublished	TAXON_VERSION_KEY_SCNAME	SpeciesnameDutch	TAXON_VERSION_KEY_DUNAME	RLCAsPublished	RLC	RLCEurope	Criteria	Validated
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	lessonae	Pelophylax lessonae	NHMSYS0020194823	Poelkikker	INBSYS0000012370	Bijna in gevaar	NT	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Pelophylax	ridibundus	Pelophylax ridibundus	NHMSYS0020194860	Europese meerkikker	INBSYS0000012371	Momenteel niet in gevaar	LC	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	arvalis	Rana arvalis	INBSYS0000012403	Heikikker	INBSYS0000012372	Kwetsbaar	VU	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	arvalis	Rana arvalis	INBSYS0000012403	Heikikker	INBSYS0000012372	Zeldzaam	NT	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	esculenta synklepton	Rana esculenta synklepton		Groene kikker		Momenteel niet bedreigd	LC	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	temporaria	Rana temporaria	NBNSYS0000005060	Bruine kikker	INBSYS0000012373	Momenteel niet in gevaar	LC	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	temporaria	Rana temporaria	NBNSYS0000005060	Bruine kikker	INBSYS0000012373	Momenteel niet bedreigd	LC	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	alpestris	Ichthyosaura alpestris	INBSYS0000012389	Alpenwatersalamander	INBSYS0000012357	Momenteel niet in gevaar	LC	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	helveticus	Lissotriton helveticus	INBSYS0000012390	Vinpootsalamander	INBSYS0000012358	Momenteel niet in gevaar	LC	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	vulgaris	Lissotriton vulgaris	NHMSYS0020194827	Kleine watersalamander	INBSYS0000012359	Momenteel niet in gevaar	LC	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	salamandra	Salamandra salamandra	NHMSYS0000080153	Vuursalamander	INBSYS0000012360	Kwetsbaar	VU	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	salamandra	Salamandra salamandra	NHMSYS0000080153	Vuursalamander	INBSYS0000012360	Kwetsbaar	VU	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	alpestris	Triturus alpestris		Alpenwatersalamander	INBSYS0000012357	Momenteel niet bedreigd	LC	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	cristatus	Triturus cristatus	NHMSYS0000080156	Kamsalamander	INBSYS0000012361	Kwetsbaar	VU	LC	IUCN	Yes
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	cristatus	Triturus cristatus	NHMSYS0000080156	Kamsalamander	INBSYS0000012361	Zeldzaam	NT	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	helveticus	Triturus helveticus		Vinpootsalamander	INBSYS0000012358	Zeldzaam	NT	LC	Regional	No
Amphibians	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	vulgaris	Triturus vulgaris		Kleine watersalamander	INBSYS0000012359	Momenteel niet bedreigd	LC	LC	Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Anergates	atratulus	Anergates atratulus	NHMSYS0000875294	Woekermier	INBSYS0000012674	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	vagus	Camponotus vagus	INBSYS0000012573	Zwarte reuzenmier	INBSYS0000012630	Niet geëvalueerd	NE		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	cunicularia	Formica cunicularia	NHMSYS0000875952	Bruine renmier		Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	fusca	Formica fusca	NHMSYS0000875954	Grauwzwarte mier	INBSYS0000012679	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	lusatica	Formica lusatica	INBSYS0000012709	Duinrenmier		Bedreigd maar mate waarin ongekend			Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	polyctena	Formica polyctena	INBSYS0000012577	Kale bosmier	INBSYS0000012634	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	pratensis	Formica pratensis	NHMSYS0000875961	Zwartrugbosmier	INBSYS0000012681	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	rufa	Formica rufa	NHMSYS0000875963	Behaarde bosmier	INBSYS0000012682	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	rufa x polyctena	Formica rufa x polyctena		hybride van Formica rufa -complex		Bedreigd maar mate waarin ongekend			Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	rufibarbis	Formica rufibarbis	NHMSYS0000875964	Rode baardmier	INBSYS0000012683	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	sanguinea	Formica sanguinea	NHMSYS0000875966	Bloedrode roofmier	INBSYS0000012684	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	transkaucasica	Formica transkaucasica		Veenmier	INBSYS0000012633	Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicoxenus	nitidulus	Formicoxenus nitidulus	NHMSYS0000875971	Glanzende gastmier	INBSYS0000012685	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Hypoponera	punctatissima	Hypoponera punctatissima	NHMSYS0000876120	Tropische staafmier	INBSYS0000012637	Niet geëvalueerd	NE		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Hypoponera	schauinslandi	Hypoponera bondroiti	INBSYS0000012581	Ergatoïde staafmier		Niet geëvalueerd	NE		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	brunneus	Lasius brunneus	NHMSYS0000876221	Boommier	INBSYS0000012687	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	emarginatus	Lasius emarginatus	INBSYS0000012586	Muurmier	INBSYS0000012642	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	flavus	Lasius flavus	INBSYS0000012587	Gele weidemier	INBSYS0000012643	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	fuliginosus	Lasius fuliginosus	NHMSYS0000876224	Glanzende houtmier	INBSYS0000012688	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	jensi	Lasius jensi	INBSYS0000012588	Puntschubmier	INBSYS0000012644	Geografisch beperkt	NT		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	meridionalis	Lasius meridionalis	NBNSYS0000009389	Veldmier	INBSYS0000012666	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	mixtus	Lasius mixtus	NHMSYS0000876227	Wintermier	INBSYS0000012689	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	myops	Lasius myops	INBSYS0000012589	Kleinoogweidemier	INBSYS0000012645	Bedreigd maar mate waarin ongekend			Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	neglectus	Lasius neglectus	INBSYS0000012590	Plaagmier	INBSYS0000012646	Niet geëvalueerd	NE		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	niger	Lasius niger	NHMSYS0000873237	Wegmier	INBSYS0000012667	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	platythorax	Lasius platythorax	NBNSYS0100003683	Humusmier	INBSYS0000012668	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	psammophilus	Lasius psammophilus	NBNSYS0100003684	Buntgrasmier	INBSYS0000012669	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	sabularum	Lasius sabularum	INBSYS0000012591	Breedschubmier	INBSYS0000012647	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	umbratus	Lasius umbratus	INBSYS0000012592	Schaduwmier	INBSYS0000012648	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	acervorum	Leptothorax acervorum	NHMSYS0000876230	Behaarde slankmier	INBSYS0000012690	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	affinis	Leptothorax affinis		Boomslankmier	INBSYS0000012659	Geografisch beperkt	NT		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	muscorum	Leptothorax muscorum	INBSYS0000012594	Mosslankmier	INBSYS0000012650	Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	nylanderi	Leptothorax nylanderi		Bosslankmier	INBSYS0000012661	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Monomorium	pharaonis	Monomorium pharaonis	NHMSYS0000876350	Faraomier	INBSYS0000012691	Niet geëvalueerd	NE		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmecina	graminicola	Myrmecina graminicola	NHMSYS0000876357	Oprolmier	INBSYS0000012692	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	lonae	Myrmica lonae	INBSYS0000012599	"	Lepelsteekmier"		Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	microrubra	Myrmica microrubra	NBNSYS0100004171	Gaststeekmier		Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	rubra	Myrmica rubra	NBNSYS0000009343	Gewone steekmier	INBSYS0000012665	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	ruginodis	Myrmica ruginodis	INBSYS0000012625	Bossteekmier	INBSYS0000012694	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	rugulosa	Myrmica rugulosa	INBSYS0000012600	Kleine steekmier	INBSYS0000012655	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	sabuleti	Myrmica sabuleti	NHMSYS0000876373	Zandsteekmier	INBSYS0000012695	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	scabrinodis	Myrmica scabrinodis	NHMSYS0000876374	Moerassteekmier	INBSYS0000012696	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	schencki	Myrmica schencki	NHMSYS0000876375	Kokersteekmier	INBSYS0000012697	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	specioides	Myrmica specioides	NHMSYS0000876376	Duinsteekmier	INBSYS0000012698	Kwetsbaar	VU		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	sulcinodis	Myrmica sulcinodis	NHMSYS0000876377	Heidesteekmier	INBSYS0000012699	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Polyergus	rufescens	Polyergus rufescens	INBSYS0000012602	Amazonemier	INBSYS0000012656	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponera	coarctata	Ponera coarctata	NHMSYS0000876602	Gewone staafmier	INBSYS0000012700	Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Solenopsis	fugax	Solenopsis fugax	NHMSYS0000876673	Diefmier	INBSYS0000012676	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Stenamma	debile	Stenamma debile	INBSYS0000012604	Gewone drentelmier	INBSYS0000012657	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Stenamma	westwoodi	Stenamma westwoodi		Engelse drentelmier	INBSYS0000012658	Bedreigd maar mate waarin ongekend			Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Strongylognathus	testaceus	Strongylognathus testaceus	NHMSYS0000876720	Sabelmier	INBSYS0000012701	Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	ambiguum	Tapinoma ambiguum	NBNSYS0100005720	Heidedraaigatje	INBSYS0000012673	Sterk bedreigd	EN		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	erraticum	Tapinoma erraticum	NHMSYS0000876738	Mergeldraaigatje	INBSYS0000012702	Met uitsterven bedreigd	CR		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tetramorium	caespitum	Tetramorium caespitum	NHMSYS0000876751	Zwarte zaadmier	INBSYS0000012708	Momenteel niet bedreigd	LC		Regional	No
Ants	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tetramorium	impurum	Tetramorium impurum	INBSYS0000012611	Bruine zaadmier	INBSYS0000012663	Momenteel niet bedreigd	LC		Regional	No
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Accipiter gentilis	NHMSYS0000530119	Havik	INBSYS0000044822	Bijna in gevaar	NT	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Accipiter gentilis	NHMSYS0000530119	Havik	INBSYS0000044822	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Accipiter nisus	NHMSYS0000530120	Sperwer	INBSYS0000044831	Momenteel niet in gevaar	LC	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Accipiter nisus	NHMSYS0000530120	Sperwer	INBSYS0000044831	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	buteo	Buteo buteo	NHMSYS0000530225	Buizerd	INBSYS0000044964	Momenteel niet in gevaar	LC	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	buteo	Buteo buteo	NHMSYS0000530225	Buizerd	INBSYS0000044964	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Circus aeruginosus	NHMSYS0000530293	Bruine Kiekendief	INBSYS0000044823	Kwetsbaar	VU		Unkown	No
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Circus aeruginosus	NHMSYS0000530293	Bruine Kiekendief	INBSYS0000044823	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Circus aeruginosus	NHMSYS0000530293	Bruine Kiekendief	INBSYS0000044823	Bedreigd	EN	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	cyaneus	Circus cyaneus	NHMSYS0000530294	Blauwe kiekendief	INBSYS0000044759	Onregelmatige broedvogels	NE		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Circus pygargus	NHMSYS0000530296	Grauwe Kiekendief	INBSYS0000010336	Met uitsterven bedreigd	CR		Unkown	No
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Circus pygargus	NHMSYS0000530296	Grauwe Kiekendief	INBSYS0000010336	Met uitsterven bedreigd	CR	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Circus pygargus	NHMSYS0000530296	Grauwe Kiekendief	INBSYS0000010336	Ernstig bedreigd	CR	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	migrans	Milvus migrans	NHMSYS0000530481	Zwarte wouw	INBSYS0000044882	Onregelmatige broedvogels	NE		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	migrans	Milvus migrans	NHMSYS0000530481	Zwarte wouw	INBSYS0000044882	Niet geëvalueerd	NE	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	Milvus milvus	NHMSYS0000530482	Rode Wouw	INBSYS0000044829	Zeldzaam	NT		Unkown	No
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	Milvus milvus	NHMSYS0000530482	Rode Wouw	INBSYS0000044829	Zeldzaam	NT	NT	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	Milvus milvus	NHMSYS0000530482	Rode wouw	INBSYS0000044829	Niet geëvalueerd	NE	NT	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pernis	apivorus	Pernis apivorus	NHMSYS0000530550	Wespendief	INBSYS0000010650	Bijna in gevaar	NT	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pernis	apivorus	Pernis apivorus	NHMSYS0000530550	Wespendief	INBSYS0000010650	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	haliaetus	Pandion haliaetus	NBNSYS0000000292	Visarend	INBSYS0000044887	Onregelmatige broedvogels	NE		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata	Aix galericulata	NHMSYS0000530137	Mandarijneend	INBSYS0000010801	Niet-inheemse broedvogels	NA		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata	Aix galericulata	NHMSYS0000530137	Mandarijneend	INBSYS0000010801	Niet van toepassing	NA	NE	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	sponsa	Aix sponsa		Carolina-eend		Niet van toepassing	NA	NE	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	sponsa	Aix sponsa		Carolina-eend		Niet-inheemse broedvogels	NA		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiacus	Alopochen aegyptiacus	NHMSYS0001689380	Nijlgans	INBSYS0000010800	Niet-inheemse broedvogels	NA		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiacus	Alopochen aegyptiacus	NHMSYS0001689380	Nijlgans	INBSYS0000010800	Niet van toepassing	NA	NE	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Anas acuta	NBNSYS0000000189	Pijlstaart	INBSYS0000044943	Zeldzaam	NT		Unkown	No
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Anas acuta	NBNSYS0000000189	Pijlstaart	INBSYS0000044943	Zeldzaam	NT	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Anas acuta	NBNSYS0000000189	Pijlstaart	INBSYS0000044943	Niet geëvalueerd	NE	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	bahamensis	Anas bahamensis		Bahamapijlstaart		Niet van toepassing	NA	NE	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	clypeata	Anas clypeata	NHMSYS0000530147	Slobeend	INBSYS0000010585	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	clypeata	Anas clypeata	NHMSYS0000530147	Slobeend	INBSYS0000010585	Bijna in gevaar	NT	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	Anas crecca	NBNSYS0000000131	Wintertaling	INBSYS0000044907	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	Anas crecca	NBNSYS0000000131	Wintertaling	INBSYS0000044907	Bijna in gevaar	NT	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	penelope	Anas penelope	NBNSYS0000000188	Smient	INBSYS0000010587	Niet geëvalueerd	NE	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	penelope	Anas penelope	NBNSYS0000000188	Smient	INBSYS0000010587	Onregelmatige broedvogels	NE		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	platyrhynchos	Anas platyrhynchos	NBNSYS0000000007	Wilde Eend	INBSYS0000044846	Momenteel niet in gevaar	LC	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	platyrhynchos	Anas platyrhynchos	NBNSYS0000000007	Wilde Eend	INBSYS0000044846	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	querquedula	Anas querquedula	NBNSYS0000000136	Zomertaling	INBSYS0000010681	Bedreigd	EN	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	querquedula	Anas querquedula	NBNSYS0000000136	Zomertaling	INBSYS0000010681	Bedreigd	EN	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	strepera	Anas strepera	NBNSYS0000000192	Krakeend	INBSYS0000044867	Momenteel niet in gevaar	LC	LC	IUCN	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	strepera	Anas strepera	NBNSYS0000000192	Krakeend	INBSYS0000044867	Momenteel niet bedreigd	LC	LC	Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	albifrons	Anser albifrons	NHMSYS0000530149	Kolgans	INBSYS0000044975	Niet-inheemse broedvogels	NA		Regional	Yes
BreedingBirds	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	albifrons	Anser albifrons	NHMSYS0000530149	Kolgans	INBSYS0000044975	Niet van toepassing	NA	LC	IUCN	Yes
