"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"Reference"
"INBO:RL:NONVAL:DOL:2000:1601";"DolichopodidFlies";2000;"Animalia";"Hydrophorus balticus";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1602";"DolichopodidFlies";2000;"Animalia";"Hydrophorus bipunctatus";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1603";"DolichopodidFlies";2000;"Animalia";"Hydrophorus litoreus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1604";"DolichopodidFlies";2000;"Animalia";"Hydrophorus nebulosus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1605";"DolichopodidFlies";2000;"Animalia";"Hydrophorus oceanus";;"Kwetsbaar";"VU";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1606";"DolichopodidFlies";2000;"Animalia";"Hydrophorus praecox";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1607";"DolichopodidFlies";2000;"Animalia";"Hydrophorus viridis";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1608";"DolichopodidFlies";2000;"Animalia";"Lamprochromus bifasciatus";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1609";"DolichopodidFlies";2000;"Animalia";"Lamprochromus strobli";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1610";"DolichopodidFlies";2000;"Animalia";"Liancalus virens";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1611";"DolichopodidFlies";2000;"Animalia";"Machaerium maritimae";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1612";"DolichopodidFlies";2000;"Animalia";"Medetera abstrusa";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1613";"DolichopodidFlies";2000;"Animalia";"Medetera ambigua";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1614";"DolichopodidFlies";2000;"Animalia";"Medetera bispinosa";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1615";"DolichopodidFlies";2000;"Animalia";"Medetera brevitarsa";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1616";"DolichopodidFlies";2000;"Animalia";"Medetera capillata";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1617";"DolichopodidFlies";2000;"Animalia";"Medetera dendrobaena";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1618";"DolichopodidFlies";2000;"Animalia";"Medetera diadema";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1619";"DolichopodidFlies";2000;"Animalia";"Medetera feminina";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1620";"DolichopodidFlies";2000;"Animalia";"Medetera flavipes";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1621";"DolichopodidFlies";2000;"Animalia";"Medetera glaucella";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1622";"DolichopodidFlies";2000;"Animalia";"Medetera impigra";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1623";"DolichopodidFlies";2000;"Animalia";"Medetera infumata";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1624";"DolichopodidFlies";2000;"Animalia";"Medetera inspissata";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1625";"DolichopodidFlies";2000;"Animalia";"Medetera jacula";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1626";"DolichopodidFlies";2000;"Animalia";"Medetera jugalis";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1627";"DolichopodidFlies";2000;"Animalia";"Medetera lorea";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1628";"DolichopodidFlies";2000;"Animalia";"Medetera micacea";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1629";"DolichopodidFlies";2000;"Animalia";"Medetera muralis";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1630";"DolichopodidFlies";2000;"Animalia";"Medetera nitida";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1631";"DolichopodidFlies";2000;"Animalia";"Medetera oscillans";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1632";"DolichopodidFlies";2000;"Animalia";"Medetera pallipes";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1633";"DolichopodidFlies";2000;"Animalia";"Medetera parenti";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1634";"DolichopodidFlies";2000;"Animalia";"Medetera perfida";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1635";"DolichopodidFlies";2000;"Animalia";"Medetera petrophila";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1636";"DolichopodidFlies";2000;"Animalia";"Medetera petrophiloides";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1637";"DolichopodidFlies";2000;"Animalia";"Medetera plumbella";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1638";"DolichopodidFlies";2000;"Animalia";"Medetera pseudoapicalis";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1639";"DolichopodidFlies";2000;"Animalia";"Medetera saxatilis";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1640";"DolichopodidFlies";2000;"Animalia";"Medetera seguyi";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1641";"DolichopodidFlies";2000;"Animalia";"Medetera senicula";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1642";"DolichopodidFlies";2000;"Animalia";"Medetera sp. n.";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1643";"DolichopodidFlies";2000;"Animalia";"Medetera striata";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1644";"DolichopodidFlies";2000;"Animalia";"Medetera takagi?";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1645";"DolichopodidFlies";2000;"Animalia";"Medetera tristis";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1646";"DolichopodidFlies";2000;"Animalia";"Medetera truncorum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1647";"DolichopodidFlies";2000;"Animalia";"Melanostolus melancholicus";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1648";"DolichopodidFlies";2000;"Animalia";"Micromorphus albipes";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1649";"DolichopodidFlies";2000;"Animalia";"Muscidideicus praetextatus";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1650";"DolichopodidFlies";2000;"Animalia";"Nematoproctus distendens";;"Kwetsbaar";"VU";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1651";"DolichopodidFlies";2000;"Animalia";"Neurigona pallida";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1652";"DolichopodidFlies";2000;"Animalia";"Neurigona quadrifasciata";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1653";"DolichopodidFlies";2000;"Animalia";"Nodicornis nodicornis";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1654";"DolichopodidFlies";2000;"Animalia";"Orthoceratium lacustre";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1655";"DolichopodidFlies";2000;"Animalia";"Poecilobothrus ducalis";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1656";"DolichopodidFlies";2000;"Animalia";"Poecilobothrus nobilitatus";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1657";"DolichopodidFlies";2000;"Animalia";"Poecilobothrus principalis";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1658";"DolichopodidFlies";2000;"Animalia";"Poecilobothrus regalis";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1659";"DolichopodidFlies";2000;"Animalia";"Rhaphium antennatum";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1660";"DolichopodidFlies";2000;"Animalia";"Rhaphium appendiculatum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1661";"DolichopodidFlies";2000;"Animalia";"Rhaphium auctum";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1662";"DolichopodidFlies";2000;"Animalia";"Rhaphium bilamellatum";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1663";"DolichopodidFlies";2000;"Animalia";"Rhaphium brevicorne";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1664";"DolichopodidFlies";2000;"Animalia";"Rhaphium caliginosum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1665";"DolichopodidFlies";2000;"Animalia";"Rhaphium commune";;"Kwetsbaar";"VU";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1666";"DolichopodidFlies";2000;"Animalia";"Rhaphium consobrinum";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1667";"DolichopodidFlies";2000;"Animalia";"Rhaphium crassipes";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1668";"DolichopodidFlies";2000;"Animalia";"Rhaphium discigerum";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1669";"DolichopodidFlies";2000;"Animalia";"Rhaphium elegantulum";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1670";"DolichopodidFlies";2000;"Animalia";"Rhaphium ensicorne";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1671";"DolichopodidFlies";2000;"Animalia";"Rhaphium fasciatum";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1672";"DolichopodidFlies";2000;"Animalia";"Rhaphium fascipes";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1673";"DolichopodidFlies";2000;"Animalia";"Rhaphium lanceolatum";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1674";"DolichopodidFlies";2000;"Animalia";"Rhaphium laticorne";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1675";"DolichopodidFlies";2000;"Animalia";"Rhaphium longicorne";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1676";"DolichopodidFlies";2000;"Animalia";"Rhaphium micans";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1677";"DolichopodidFlies";2000;"Animalia";"Rhaphium monotrichum";;"Kwetsbaar";"VU";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1678";"DolichopodidFlies";2000;"Animalia";"Rhaphium nasutum";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1679";"DolichopodidFlies";2000;"Animalia";"Rhaphium nigribarbatum";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1680";"DolichopodidFlies";2000;"Animalia";"Rhaphium penicillatum";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1681";"DolichopodidFlies";2000;"Animalia";"Rhaphium quadrispinosum";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1682";"DolichopodidFlies";2000;"Animalia";"Rhaphium riparium";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1683";"DolichopodidFlies";2000;"Animalia";"Scellus notatus";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1684";"DolichopodidFlies";2000;"Animalia";"Schoenophilus versutus";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1685";"DolichopodidFlies";2000;"Animalia";"Sciapus contristans";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1686";"DolichopodidFlies";2000;"Animalia";"Sciapus laetus";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1687";"DolichopodidFlies";2000;"Animalia";"Sciapus lobipes";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1688";"DolichopodidFlies";2000;"Animalia";"Sciapus longulus";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1689";"DolichopodidFlies";2000;"Animalia";"Sciapus maritimus";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1690";"DolichopodidFlies";2000;"Animalia";"Sciapus nervosus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1691";"DolichopodidFlies";2000;"Animalia";"Sciapus platypterus";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1692";"DolichopodidFlies";2000;"Animalia";"Sciapus wiedemanni";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1693";"DolichopodidFlies";2000;"Animalia";"Sciapus zonatulus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1694";"DolichopodidFlies";2000;"Animalia";"Sybistroma crinipes";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1695";"DolichopodidFlies";2000;"Animalia";"Sybistroma discipes";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1696";"DolichopodidFlies";2000;"Animalia";"Sybistroma obscurellum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1697";"DolichopodidFlies";2000;"Animalia";"Sybistroma sciophilus";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1698";"DolichopodidFlies";2000;"Animalia";"Sympycnus desoutteri";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1699";"DolichopodidFlies";2000;"Animalia";"Syntormon aulicum";;"Kwetsbaar";"VU";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1700";"DolichopodidFlies";2000;"Animalia";"Syntormon bicolorellum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1701";"DolichopodidFlies";2000;"Animalia";"Syntormon denticulatum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1702";"DolichopodidFlies";2000;"Animalia";"Syntormon filiger";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1703";"DolichopodidFlies";2000;"Animalia";"Syntormon fuscipes";;"Bedreigd";"EN";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1704";"DolichopodidFlies";2000;"Animalia";"Syntormon metathesis";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1705";"DolichopodidFlies";2000;"Animalia";"Syntormon monile";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1706";"DolichopodidFlies";2000;"Animalia";"Syntormon pallipes";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1707";"DolichopodidFlies";2000;"Animalia";"Syntormon pumilum";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1708";"DolichopodidFlies";2000;"Animalia";"Syntormon tarsatum";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1709";"DolichopodidFlies";2000;"Animalia";"Systenus bipartitus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1710";"DolichopodidFlies";2000;"Animalia";"Systenus leucurus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1711";"DolichopodidFlies";2000;"Animalia";"Systenus pallipes";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1712";"DolichopodidFlies";2000;"Animalia";"Systenus scholtzii";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1713";"DolichopodidFlies";2000;"Animalia";"Tachytrechus ammobates";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1714";"DolichopodidFlies";2000;"Animalia";"Tachytrechus insignis";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1715";"DolichopodidFlies";2000;"Animalia";"Tachytrechus notatus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1716";"DolichopodidFlies";2000;"Animalia";"Telmaturgus tumidulus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1717";"DolichopodidFlies";2000;"Animalia";"Teuchophorus calcaratus";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1718";"DolichopodidFlies";2000;"Animalia";"Teuchophorus monacanthus";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1719";"DolichopodidFlies";2000;"Animalia";"Teuchophorus nigricosta";;"Zeldzaam (vrij zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1720";"DolichopodidFlies";2000;"Animalia";"Teuchophorus simplex";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1721";"DolichopodidFlies";2000;"Animalia";"Teuchophorus spinigerellus";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1722";"DolichopodidFlies";2000;"Animalia";"Thinophilus flavipalpis";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1723";"DolichopodidFlies";2000;"Animalia";"Thinophilus ruficornis";;"Met uitsterven bedreigd";"CR";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1724";"DolichopodidFlies";2000;"Animalia";"Thrypticus atomus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1725";"DolichopodidFlies";2000;"Animalia";"Thrypticus bellus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1726";"DolichopodidFlies";2000;"Animalia";"Thrypticus divisus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1727";"DolichopodidFlies";2000;"Animalia";"Thrypticus pruinosus";;"Onvoldoende gekend";"DD";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1728";"DolichopodidFlies";2000;"Animalia";"Thrypticus smaragdinus";;"Zeldzaam (zeer zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1729";"DolichopodidFlies";2000;"Animalia";"Thrypticus tarsalis";;"Zeldzaam (zeldzaam)";"NT";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1730";"DolichopodidFlies";2000;"Animalia";"Xanthochlorus ornatus";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1731";"DolichopodidFlies";2000;"Animalia";"Xanthochlorus tenellus";;"Momenteel niet bedreigd";"LC";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DOL:2000:1732";"DolichopodidFlies";2000;"Animalia";"Xanthochlorus ultramontanus";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Pollet_2000"
"INBO:RL:NONVAL:DRA:1996:1733";"Dragonflies";1996;"Animalia";"Aeshna cyanea";"Blauwe glazenmaker";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1734";"Dragonflies";1996;"Animalia";"Aeshna grandis";"Bruine glazenmaker";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1735";"Dragonflies";1996;"Animalia";"Aeshna isoceles";"Vroege glazenmaker";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1736";"Dragonflies";1996;"Animalia";"Aeshna juncea";"Venglazenmaker";"Zeldzaam";"NT";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1737";"Dragonflies";1996;"Animalia";"Aeshna mixta";"Paardenbijter";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1738";"Dragonflies";1996;"Animalia";"Aeshna subarctica";"Noordse glazenmaker";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1739";"Dragonflies";1996;"Animalia";"Anax imperator";"Grote keizerlibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1740";"Dragonflies";1996;"Animalia";"Brachytron pratense";"Glassnijder";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1741";"Dragonflies";1996;"Animalia";"Calopteryx splendens";"Weidebeekjuffer";"Zeldzaam";"NT";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1742";"Dragonflies";1996;"Animalia";"Calopteryx virgo";"Bosbeekjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1743";"Dragonflies";1996;"Animalia";"Cercion lindenii";"Kanaaljuffer";"Onvoldoende gekend";"DD";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1744";"Dragonflies";1996;"Animalia";"Ceriagrion tenellum";"Koraaljuffer";"Zeldzaam";"NT";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1745";"Dragonflies";1996;"Animalia";"Coenagrion hastulatum";"Speerwaterjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1746";"Dragonflies";1996;"Animalia";"Coenagrion lunulatum";"Maanwaterjuffer";"Kwetsbaar";"VU";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1747";"Dragonflies";1996;"Animalia";"Coenagrion mercuriale";"Mercuurwaterjuffer";"Uitgestorven in Vlaanderen";"RE";"NT";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1748";"Dragonflies";1996;"Animalia";"Coenagrion puella";"Azuurwaterjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1749";"Dragonflies";1996;"Animalia";"Coenagrion pulchellum";"Variabele waterjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
