OBJECTID;Join_Count;TARGET_FID;FID_1;District;Rivier;Zone;Vegtype1;Vegtype2;Vegtype3;Beheer;Sloot;Opmerking;Lengte;Species;Point_X;Point_Y;Data_Owner;Date;Location_A;Lat;Lon
1995;1;1995;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146319,72541200000;199517,36097700000;W&Z;2014;10,00000000000;4,31621366557;51,10573843000
1996;1;1996;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146328,66026200000;199512,89511800000;W&Z;2014;10,00000000000;4,31634128155;51,10569834280
1997;1;1997;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146336,79336700000;199507,07682000000;W&Z;2014;10,00000000000;4,31645746327;51,10564609360
1998;1;1998;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146344,92647200000;199501,25852100000;W&Z;2014;10,00000000000;4,31657364473;51,10559384440
1999;1;1999;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146353,05957800000;199495,44022300000;W&Z;2014;10,00000000000;4,31668982592;51,10554159500
2000;1;2000;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146361,19268300000;199489,62192400000;W&Z;2014;10,00000000000;4,31680600686;51,10548934550
2001;1;2001;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146369,71126500000;199484,39109400000;W&Z;2014;10,00000000000;4,31692768564;51,10544237890
2002;1;2002;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146378,53813300000;199479,73165300000;W&Z;2014;10,00000000000;4,31705376032;51,10540055020
2003;1;2003;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146387,68162700000;199475,68239100000;W&Z;2014;10,00000000000;4,31718434963;51,10536420800
2004;1;2004;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146397,08811400000;199472,60394500000;W&Z;2014;10,00000000000;4,31731868437;51,10533659370
2005;1;2005;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146407,02523300000;199471,48426900000;W&Z;2014;10,00000000000;4,31746057642;51,10532658940
2006;1;2006;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146416,92741700000;199471,31268300000;W&Z;2014;10,00000000000;4,31760196052;51,10532510690
2007;1;2007;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146426,75518700000;199473,16064000000;W&Z;2014;10,00000000000;4,31774226282;51,10534177710
2008;1;2008;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146436,58295600000;199475,00859600000;W&Z;2014;10,00000000000;4,31788256521;51,10535844700
2009;1;2009;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146446,40981000000;199476,86136700000;W&Z;2014;10,00000000000;4,31802285458;51,10537516010
2010;1;2010;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146456,22914400000;199478,75363400000;W&Z;2014;10,00000000000;4,31816303631;51,10539222800
2011;1;2011;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146466,04847800000;199480,64590200000;W&Z;2014;10,00000000000;4,31830321815;51,10540929570
2012;1;2012;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146475,86781200000;199482,53816900000;W&Z;2014;10,00000000000;4,31844340009;51,10542636330
2013;1;2013;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146485,68714600000;199484,43043700000;W&Z;2014;10,00000000000;4,31858358213;51,10544343060
2014;1;2014;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146495,50648100000;199486,32270400000;W&Z;2014;10,00000000000;4,31872376427;51,10546049790
2015;1;2015;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146505,33843400000;199488,14818600000;W&Z;2014;10,00000000000;4,31886412732;51,10547696470
2016;1;2016;238;2;Rupel;KR;7;0;0;Maaibeheer;0;;265,69777576000;Fallopia japonica;146510,94095400000;199489,18569000000;W&Z;2014;10,00000000000;4,31894411015;51,10548632350
2017;1;2017;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147979,68762700000;198492,03535500000;W&Z;2014;10,00000000000;4,33992009604;51,09652990370
2018;1;2018;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147971,26730300000;198497,42962500000;W&Z;2014;10,00000000000;4,33979986535;51,09657836360
2019;1;2019;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147962,84698000000;198502,82389500000;W&Z;2014;10,00000000000;4,33967963441;51,09662682340
2020;1;2020;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147954,43805700000;198508,23564000000;W&Z;2014;10,00000000000;4,33955956588;51,09667544020
2021;1;2021;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147946,10847700000;198513,76900200000;W&Z;2014;10,00000000000;4,33944062907;51,09672515040
2022;1;2022;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147937,77889600000;198519,30236400000;W&Z;2014;10,00000000000;4,33932169202;51,09677486040
2023;1;2023;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147929,44931600000;198524,83572600000;W&Z;2014;10,00000000000;4,33920275471;51,09682457030
2024;1;2024;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147921,11973600000;198530,36908800000;W&Z;2014;10,00000000000;4,33908381715;51,09687428010
2025;1;2025;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147912,79015600000;198535,90245000000;W&Z;2014;10,00000000000;4,33896487934;51,09692398980
2026;1;2026;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147904,46057600000;198541,43581100000;W&Z;2014;10,00000000000;4,33884594128;51,09697369930
2027;1;2027;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147896,13099500000;198546,96917300000;W&Z;2014;10,00000000000;4,33872700296;51,09702340870
2028;1;2028;239;2;Rupel;KR;7;0;0;Maaibeheer;0;;109,75753568600;Fallopia japonica;147888,00337800000;198552,36837100000;W&Z;2014;10,00000000000;4,33861094822;51,09707191280
2029;1;2029;240;2;Rupel;KR;7;0;0;Maaibeheer;0;;13,27747921650;Fallopia japonica;148019,01835500000;198466,83910800000;W&Z;2014;10,00000000000;4,34048168167;51,09630354910
2030;1;2030;240;2;Rupel;KR;7;0;0;Maaibeheer;0;;13,27747921650;Fallopia japonica;148010,59803100000;198472,23337800000;W&Z;2014;10,00000000000;4,34036145215;51,09635200970
2031;1;2031;240;2;Rupel;KR;7;0;0;Maaibeheer;0;;13,27747921650;Fallopia japonica;148007,83828800000;198474,00133800000;W&Z;2014;10,00000000000;4,34032204711;51,09636789250
2032;1;2032;241;2;Rupel;KR;7;0;0;Maaibeheer;0;;37,38625693180;Fallopia japonica;149936,13334000000;197071,24895800000;W&Z;2014;10,00000000000;4,36784869357;51,08376190860
2033;1;2033;241;2;Rupel;KR;7;0;0;Maaibeheer;0;;37,38625693180;Fallopia japonica;149945,66510800000;197068,22482300000;W&Z;2014;10,00000000000;4,36798472424;51,08373472450
2034;1;2034;241;2;Rupel;KR;7;0;0;Maaibeheer;0;;37,38625693180;Fallopia japonica;149955,19687700000;197065,20068800000;W&Z;2014;10,00000000000;4,36812075476;51,08370754040
2035;1;2035;241;2;Rupel;KR;7;0;0;Maaibeheer;0;;37,38625693180;Fallopia japonica;149964,72864500000;197062,17655200000;W&Z;2014;10,00000000000;4,36825678511;51,08368035600
2036;1;2036;241;2;Rupel;KR;7;0;0;Maaibeheer;0;;37,38625693180;Fallopia japonica;149971,76905400000;197059,94284800000;W&Z;2014;10,00000000000;4,36835726053;51,08366027690
2037;1;2037;242;2;Rupel;KR;7;0;0;Maaibeheer;0;;38,14861578430;Fallopia japonica;150950,56100600000;196911,68625400000;W&Z;2014;10,00000000000;4,38232546550;51,08232668750
2038;1;2038;242;2;Rupel;KR;7;0;0;Maaibeheer;0;;38,14861578430;Fallopia japonica;150941,22048800000;196915,25762900000;W&Z;2014;10,00000000000;4,38219217811;51,08235880680
2039;1;2039;242;2;Rupel;KR;7;0;0;Maaibeheer;0;;38,14861578430;Fallopia japonica;150931,58414200000;196917,57537700000;W&Z;2014;10,00000000000;4,38205466531;51,08237965780
2040;1;2040;242;2;Rupel;KR;7;0;0;Maaibeheer;0;;38,14861578430;Fallopia japonica;150921,63351700000;196918,56548600000;W&Z;2014;10,00000000000;4,38191266365;51,08238857520
2041;1;2041;242;2;Rupel;KR;7;0;0;Maaibeheer;0;;38,14861578430;Fallopia japonica;150913,57856400000;196919,79742000000;W&Z;2014;10,00000000000;4,38179771555;51,08239966290
2042;1;2042;243;2;Rupel;KR;7;0;0;Maaibeheer;0;;17,86955052730;Fallopia japonica;151290,27114700000;196742,58510000000;W&Z;2014;10,00000000000;4,38717279043;51,08080595030
2043;1;2043;243;2;Rupel;KR;7;0;0;Maaibeheer;0;;17,86955052730;Fallopia japonica;151281,39672800000;196747,19429500000;W&Z;2014;10,00000000000;4,38704616604;51,08084740280
2044;1;2044;243;2;Rupel;KR;7;0;0;Maaibeheer;0;;17,86955052730;Fallopia japonica;151274,41295800000;196750,82152400000;W&Z;2014;10,00000000000;4,38694651818;51,08088002400
2045;1;2045;244;2;Rupel;KR;7;0;0;Maaibeheer;0;;31,83829561610;Fallopia japonica;152520,12893400000;196389,82260900000;W&Z;2014;10,00000000000;4,40472085487;51,07763077570
2046;1;2046;244;2;Rupel;KR;7;0;0;Maaibeheer;0;;31,83829561610;Fallopia japonica;152512,49866700000;196383,35893900000;W&Z;2014;10,00000000000;4,40461192902;51,07757270900
2047;1;2047;244;2;Rupel;KR;7;0;0;Maaibeheer;0;;31,83829561610;Fallopia japonica;152504,85836800000;196376,90713100000;W&Z;2014;10,00000000000;4,40450286035;51,07751474880
2048;1;2048;244;2;Rupel;KR;7;0;0;Maaibeheer;0;;31,83829561610;Fallopia japonica;152497,34753200000;196370,31667100000;W&Z;2014;10,00000000000;4,40439563834;51,07745554160
2049;1;2049;244;2;Rupel;KR;7;0;0;Maaibeheer;0;;31,83829561610;Fallopia japonica;152496,06812700000;196368,99665100000;W&Z;2014;10,00000000000;4,40437737264;51,07744368180
2050;1;2050;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152568,45509600000;196448,66569700000;W&Z;2014;10,00000000000;4,40541087176;51,07815948880
2051;1;2051;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152563,20161900000;196440,15972800000;W&Z;2014;10,00000000000;4,40533584477;51,07808305390
2052;1;2052;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152557,69206800000;196431,81437900000;W&Z;2014;10,00000000000;4,40525716514;51,07800806380
2053;1;2053;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152551,71950600000;196423,82707900000;W&Z;2014;10,00000000000;4,40517188140;51,07793629430
2054;1;2054;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152545,02853500000;196416,39532900000;W&Z;2014;10,00000000000;4,40507635058;51,07786952170
2055;1;2055;245;2;Rupel;KR;7;0;0;Maaibeheer;0;;43,19127845530;Fallopia japonica;152542,89326000000;196414,02365100000;W&Z;2014;10,00000000000;4,40504586410;51,07784821270
2056;1;2056;246;2;Rupel;KR;7;0;0;Maaibeheer;0;;33,52625928240;Fallopia japonica;152959,73260700000;196639,04191000000;W&Z;2014;10,00000000000;4,41099584291;51,07986882640
2057;1;2057;246;2;Rupel;KR;7;0;0;Maaibeheer;0;;33,52625928240;Fallopia japonica;152949,74643400000;196638,51621400000;W&Z;2014;10,00000000000;4,41085333449;51,07986415350
2058;1;2058;246;2;Rupel;KR;7;0;0;Maaibeheer;0;;33,52625928240;Fallopia japonica;152939,78285400000;196637,78782300000;W&Z;2014;10,00000000000;4,41071114682;51,07985765830
2059;1;2059;246;2;Rupel;KR;7;0;0;Maaibeheer;0;;33,52625928240;Fallopia japonica;152929,92601500000;196636,10178500000;W&Z;2014;10,00000000000;4,41057047447;51,07984255430
2060;1;2060;246;2;Rupel;KR;7;0;0;Maaibeheer;0;;33,52625928240;Fallopia japonica;152926,45023800000;196635,50724400000;W&Z;2014;10,00000000000;4,41052086977;51,07983722820
2061;1;2061;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153130,52239500000;196617,74447800000;W&Z;2014;10,00000000000;4,41343284813;51,07967646170
2062;1;2062;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153120,82131200000;196620,10688700000;W&Z;2014;10,00000000000;4,41329443374;51,07969775090
2063;1;2063;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153111,22013100000;196622,90283500000;W&Z;2014;10,00000000000;4,41315744864;51,07972293650
2064;1;2064;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153101,54639800000;196625,42536000000;W&Z;2014;10,00000000000;4,41301942566;51,07974566460
2065;1;2065;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153091,82212500000;196627,75742600000;W&Z;2014;10,00000000000;4,41288067970;51,07976668070
2066;1;2066;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153082,09170300000;196630,06304200000;W&Z;2014;10,00000000000;4,41274184562;51,07978745900
2067;1;2067;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153072,33614100000;196632,26054100000;W&Z;2014;10,00000000000;4,41260265173;51,07980726540
2068;1;2068;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153062,58057800000;196634,45804000000;W&Z;2014;10,00000000000;4,41246345772;51,07982707160
2069;1;2069;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153052,82108000000;196636,63510100000;W&Z;2014;10,00000000000;4,41232420725;51,07984669400
2070;1;2070;247;2;Rupel;KR;7;0;0;Maaibeheer;0;;80,66992633030;Fallopia japonica;153052,15959400000;196636,74110800000;W&Z;2014;10,00000000000;4,41231476868;51,07984765050
2071;1;2071;248;2;Beneden-Zeeschelde;R;7;0;0;Nulbeheer;0;;11,58166982740;Fallopia japonica;148042,34002800000;209924,32882100000;W&Z;2014;10,00000000000;4,34075574676;51,19929094480
2072;1;2072;248;2;Beneden-Zeeschelde;R;7;0;0;Nulbeheer;0;;11,58166982740;Fallopia japonica;148051,66007500000;209927,95328300000;W&Z;2014;10,00000000000;4,34088906699;51,19932355320
2073;1;2073;248;2;Beneden-Zeeschelde;R;7;0;0;Nulbeheer;0;;11,58166982740;Fallopia japonica;148053,13419900000;209928,52655400000;W&Z;2014;10,00000000000;4,34091015387;51,19932871080
2074;1;2074;249;2;Beneden-Zeeschelde;R;7;0;0;Maaibeheer;0;;36,68598327120;Fallopia japonica;151365,32717600000;212135,66030600000;W&Z;2014;10,00000000000;4,38830549696;51,21916854670
2075;1;2075;249;2;Beneden-Zeeschelde;R;7;0;0;Maaibeheer;0;;36,68598327120;Fallopia japonica;151358,53070800000;212128,32491100000;W&Z;2014;10,00000000000;4,38820819138;51,21910263030
2076;1;2076;249;2;Beneden-Zeeschelde;R;7;0;0;Maaibeheer;0;;36,68598327120;Fallopia japonica;151351,73424000000;212120,98951600000;W&Z;2014;10,00000000000;4,38811088609;51,21903671380
2077;1;2077;249;2;Beneden-Zeeschelde;R;7;0;0;Maaibeheer;0;;36,68598327120;Fallopia japonica;151344,93777200000;212113,65412100000;W&Z;2014;10,00000000000;4,38801358106;51,21897079730
2078;1;2078;249;2;Beneden-Zeeschelde;R;7;0;0;Maaibeheer;0;;36,68598327120;Fallopia japonica;151340,39366500000;212108,74968800000;W&Z;2014;10,00000000000;4,38794852324;51,21892672550
2079;1;2079;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149831,32235500000;214624,71834900000;W&Z;2014;10,00000000000;4,36634910464;51,24154293640
2080;1;2080;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149821,35555000000;214625,53246900000;W&Z;2014;10,00000000000;4,36620638340;51,24155025260
2081;1;2081;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149811,38874400000;214626,34658900000;W&Z;2014;10,00000000000;4,36606366212;51,24155756850
2082;1;2082;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149801,42193900000;214627,16070900000;W&Z;2014;10,00000000000;4,36592094079;51,24156488430
2083;1;2083;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149791,45513400000;214627,97482900000;W&Z;2014;10,00000000000;4,36577821942;51,24157219990
2084;1;2084;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149781,48832900000;214628,78895000000;W&Z;2014;10,00000000000;4,36563549800;51,24157951540
2085;1;2085;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149771,52855800000;214629,68385700000;W&Z;2014;10,00000000000;4,36549287725;51,24158755680
2086;1;2086;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149761,57105400000;214630,60478200000;W&Z;2014;10,00000000000;4,36535028888;51,24159583190
2087;1;2087;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149751,61354900000;214631,52570800000;W&Z;2014;10,00000000000;4,36520770047;51,24160410680
2088;1;2088;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149741,65604500000;214632,44663300000;W&Z;2014;10,00000000000;4,36506511200;51,24161238160
2089;1;2089;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149731,69854000000;214633,36755800000;W&Z;2014;10,00000000000;4,36492252348;51,24162065620
2090;1;2090;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149721,74103600000;214634,28848400000;W&Z;2014;10,00000000000;4,36477993491;51,24162893060
2091;1;2091;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149711,78353100000;214635,20940900000;W&Z;2014;10,00000000000;4,36463734629;51,24163720480
2092;1;2092;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149701,82602700000;214636,13033400000;W&Z;2014;10,00000000000;4,36449475762;51,24164547890
2093;1;2093;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149691,86852200000;214637,05125900000;W&Z;2014;10,00000000000;4,36435216889;51,24165375280
2094;1;2094;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149681,90671300000;214637,92332000000;W&Z;2014;10,00000000000;4,36420951852;51,24166158730
2095;1;2095;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149671,94154400000;214638,75722500000;W&Z;2014;10,00000000000;4,36406681999;51,24166907870
2096;1;2096;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149661,97637400000;214639,59113100000;W&Z;2014;10,00000000000;4,36392412142;51,24167656990
2097;1;2097;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149652,01120500000;214640,42503600000;W&Z;2014;10,00000000000;4,36378142281;51,24168406100
2098;1;2098;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149642,04603600000;214641,25894100000;W&Z;2014;10,00000000000;4,36363872415;51,24169155180
2099;1;2099;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149632,08086600000;214642,09284700000;W&Z;2014;10,00000000000;4,36349602544;51,24169904250
2100;1;2100;250;2;Beneden-Zeeschelde;R;8;7;0;Andere;0;met kleine stukken Fallopia, gefreesd?;207,81541364200;Fallopia japonica;149624,29267400000;214642,74457800000;W&Z;2014;10,00000000000;4,36338450047;51,24170489670
2101;1;2101;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147489,55701000000;208185,22962300000;W&Z;2014;10,00000000000;4,33285886368;51,18365700060
2102;1;2102;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147487,26108400000;208175,49675500000;W&Z;2014;10,00000000000;4,33282609259;51,18356950690
2103;1;2103;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147484,90281800000;208165,77935300000;W&Z;2014;10,00000000000;4,33279242994;51,18348215180
2104;1;2104;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147482,38313800000;208156,10199700000;W&Z;2014;10,00000000000;4,33275645865;51,18339515610
2105;1;2105;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147479,86345700000;208146,42464200000;W&Z;2014;10,00000000000;4,33272048748;51,18330816030
2106;1;2106;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147477,34377700000;208136,74728600000;W&Z;2014;10,00000000000;4,33268451645;51,18322116450
2107;1;2107;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147474,82409700000;208127,06993100000;W&Z;2014;10,00000000000;4,33264854556;51,18313416870
2108;1;2108;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147472,30441700000;208117,39257500000;W&Z;2014;10,00000000000;4,33261257479;51,18304717290
2109;1;2109;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147469,78473700000;208107,71521900000;W&Z;2014;10,00000000000;4,33257660417;51,18296017710
2110;1;2110;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147467,38515800000;208098,01254500000;W&Z;2014;10,00000000000;4,33254235149;51,18287295420
2111;1;2111;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147465,78381700000;208088,14159200000;W&Z;2014;10,00000000000;4,33251951615;51,18278422210
2112;1;2112;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147464,18247600000;208078,27064000000;W&Z;2014;10,00000000000;4,33249668091;51,18269549000
2113;1;2113;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147462,58113500000;208068,39968700000;W&Z;2014;10,00000000000;4,33247384575;51,18260675780
2114;1;2114;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147460,97979400000;208058,52873400000;W&Z;2014;10,00000000000;4,33245101067;51,18251802570
2115;1;2115;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147459,37845300000;208048,65778100000;W&Z;2014;10,00000000000;4,33242817569;51,18242929350
2116;1;2116;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147457,77711200000;208038,78682900000;W&Z;2014;10,00000000000;4,33240534079;51,18234056140
2117;1;2117;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147456,17189400000;208028,91650700000;W&Z;2014;10,00000000000;4,33238245053;51,18225183490
2118;1;2118;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147454,56196700000;208019,04695100000;W&Z;2014;10,00000000000;4,33235949300;51,18216311520
2119;1;2119;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147452,95203900000;208009,17739500000;W&Z;2014;10,00000000000;4,33233653555;51,18207439560
2120;1;2120;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147451,34211200000;207999,30783900000;W&Z;2014;10,00000000000;4,33231357819;51,18198567590
2121;1;2121;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147449,73218400000;207989,43828300000;W&Z;2014;10,00000000000;4,33229062092;51,18189695620
2122;1;2122;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147448,22803200000;207979,55211100000;W&Z;2014;10,00000000000;4,33226917657;51,18180808770
2123;1;2123;251;2;Beneden-Zeeschelde;R;1;7;0;Maaibeheer;0;met Fallopia, volledig Fallopia op breuksteen;229,49815220500;Fallopia japonica;147446,73419300000;207969,66431800000;W&Z;2014;10,00000000000;4,33224787981;51,18171920450
