OBJECTID;Join_Count;TARGET_FID;FID_1;District;Rivier;Zone;Vegtype1;Vegtype2;Vegtype3;Beheer;Sloot;Opmerking;Lengte;Species;Point_X;Point_Y;Data_Owner;Date;Location_A;Lat;Lon
522;1;522;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109411,65587100000;189928,01656700000;W&Z;2014;10,00000000000;3,79031470481;51,01813685270
523;1;523;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109406,71373100000;189936,70997000000;W&Z;2014;10,00000000000;3,79024331174;51,01821465050
524;1;524;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109401,62883700000;189945,31092400000;W&Z;2014;10,00000000000;3,79016989430;51,01829160730
525;1;525;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109395,71759500000;189953,37673000000;W&Z;2014;10,00000000000;3,79008475967;51,01836369590
526;1;526;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109389,80635400000;189961,44253600000;W&Z;2014;10,00000000000;3,78999962478;51,01843578440
527;1;527;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109383,89511300000;189969,50834200000;W&Z;2014;10,00000000000;3,78991448962;51,01850787290
528;1;528;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109377,95831900000;189977,55525000000;W&Z;2014;10,00000000000;3,78982899215;51,01857978970
529;1;529;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109371,97719200000;189985,56937000000;W&Z;2014;10,00000000000;3,78974286627;51,01865140860
530;1;530;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109365,99606600000;189993,58349000000;W&Z;2014;10,00000000000;3,78965674012;51,01872302740
531;1;531;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109360,01493900000;190001,59761100000;W&Z;2014;10,00000000000;3,78957061371;51,01879464620
532;1;532;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109354,03381300000;190009,61173100000;W&Z;2014;10,00000000000;3,78948448703;51,01886626490
533;1;533;39;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;159,86679922100;Fallopia japonica;109348,13235500000;190017,51910300000;W&Z;2014;10,00000000000;3,78939950731;51,01893692960
534;1;534;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109472,17407400000;192895,10664400000;W&Z;2014;10,00000000000;3,79084876790;51,04481149560
535;1;535;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109477,44886500000;192886,61096400000;W&Z;2014;10,00000000000;3,79092492190;51,04473549860
536;1;536;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109482,72365500000;192878,11528400000;W&Z;2014;10,00000000000;3,79100107565;51,04465950160
537;1;537;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109487,79164000000;192869,49940600000;W&Z;2014;10,00000000000;3,79107429363;51,04458240970
538;1;538;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109492,56255800000;192860,71087200000;W&Z;2014;10,00000000000;3,79114329463;51,04450374500
539;1;539;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109497,33347700000;192851,92233800000;W&Z;2014;10,00000000000;3,79121229540;51,04442508030
540;1;540;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109502,10439600000;192843,13380300000;W&Z;2014;10,00000000000;3,79128129594;51,04434641550
541;1;541;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109506,87531400000;192834,34526900000;W&Z;2014;10,00000000000;3,79135029624;51,04426775080
542;1;542;40;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;75,87339055810;Fallopia japonica;109509,67746100000;192829,18342000000;W&Z;2014;10,00000000000;3,79139082271;51,04422154780
543;1;543;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109530,68284300000;192780,29370100000;W&Z;2014;10,00000000000;3,79169574095;51,04378355700
544;1;544;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109534,63039200000;192771,10583700000;W&Z;2014;10,00000000000;3,79175304372;51,04370124510
545;1;545;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109538,57794200000;192761,91797300000;W&Z;2014;10,00000000000;3,79181034629;51,04361893310
546;1;546;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109542,52549200000;192752,73010800000;W&Z;2014;10,00000000000;3,79186764866;51,04353662120
547;1;547;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109546,46954400000;192743,54074600000;W&Z;2014;10,00000000000;3,79192490112;51,04345429550
548;1;548;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109550,39864600000;192734,34497700000;W&Z;2014;10,00000000000;3,79198194091;51,04337191110
549;1;549;41;1;Boven-Zeeschelde1;T;7;0;0;Maaibeheer;0;;50,75829852610;Fallopia japonica;109550,69658900000;192733,64766300000;W&Z;2014;10,00000000000;3,79198626622;51,04336566390
550;1;550;42;1;Boven-Zeeschelde1;L;7;0;0;;0;;12,97549946340;Fallopia japonica;107776,41101600000;193492,11968200000;W&Z;2014;10,00000000000;3,76660001819;51,05005699430
551;1;551;42;1;Boven-Zeeschelde1;L;7;0;0;;0;;12,97549946340;Fallopia japonica;107786,11088400000;193494,55125700000;W&Z;2014;10,00000000000;3,76673806341;51,05007955640
552;1;552;42;1;Boven-Zeeschelde1;L;7;0;0;;0;;12,97549946340;Fallopia japonica;107788,99708000000;193495,27477100000;W&Z;2014;10,00000000000;3,76677913878;51,05008626970
553;1;553;43;1;Boven-Zeeschelde1;L;7;0;0;;0;;11,70459281520;Fallopia japonica;107805,13084600000;193499,31920300000;W&Z;2014;10,00000000000;3,76700874941;51,05012379680
554;1;554;43;1;Boven-Zeeschelde1;L;7;0;0;;0;;11,70459281520;Fallopia japonica;107814,83071500000;193501,75077800000;W&Z;2014;10,00000000000;3,76714679503;51,05014635840
555;1;555;43;1;Boven-Zeeschelde1;L;7;0;0;;0;;11,70459281520;Fallopia japonica;107816,48414700000;193502,16526300000;W&Z;2014;10,00000000000;3,76717032620;51,05015020430
556;1;556;44;1;Boven-Zeeschelde1;L;7;0;0;;0;;29,56822353000;Fallopia japonica;109656,58957700000;192654,54640200000;W&Z;2014;10,00000000000;3,79350486906;51,04266201320
557;1;557;44;1;Boven-Zeeschelde1;L;7;0;0;;0;;29,56822353000;Fallopia japonica;109658,83817200000;192644,80249000000;W&Z;2014;10,00000000000;3,79353800428;51,04257458410
558;1;558;44;1;Boven-Zeeschelde1;L;7;0;0;;0;;29,56822353000;Fallopia japonica;109660,97253200000;192635,03457800000;W&Z;2014;10,00000000000;3,79356951322;51,04248693150
559;1;559;44;1;Boven-Zeeschelde1;L;7;0;0;;0;;29,56822353000;Fallopia japonica;109662,75483200000;192625,63381700000;W&Z;2014;10,00000000000;3,79359596182;51,04240255450
560;1;560;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109669,27271400000;192591,25518400000;W&Z;2014;10,00000000000;3,79369268365;51,04209398760
561;1;561;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109671,13544300000;192581,43020400000;W&Z;2014;10,00000000000;3,79372032530;51,04200580300
562;1;562;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109672,16108800000;192571,48562000000;W&Z;2014;10,00000000000;3,79373604477;51,04191648520
563;1;563;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109673,12433000000;192561,53212000000;W&Z;2014;10,00000000000;3,79375087540;51,04182708290
564;1;564;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109674,08757200000;192551,57862000000;W&Z;2014;10,00000000000;3,79376570598;51,04173768060
565;1;565;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109675,05081400000;192541,62511900000;W&Z;2014;10,00000000000;3,79378053650;51,04164827830
566;1;566;45;1;Boven-Zeeschelde1;L;7;0;0;;0;;58,49503170360;Fallopia japonica;109675,86909100000;192533,16958900000;W&Z;2014;10,00000000000;3,79379313503;51,04157233080
567;1;567;46;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,93148892980;Fallopia japonica;109707,52237500000;189360,77265600000;W&Z;2014;10,00000000000;3,79459344110;51,01305861000
568;1;568;46;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,93148892980;Fallopia japonica;109709,16636500000;189350,90871700000;W&Z;2014;10,00000000000;3,79461795132;51,01297005900
569;1;569;46;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,93148892980;Fallopia japonica;109708,86990200000;189341,04052200000;W&Z;2014;10,00000000000;3,79461481180;51,01288133520
570;1;570;46;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,93148892980;Fallopia japonica;109710,80185000000;189331,57660600000;W&Z;2014;10,00000000000;3,79464338111;51,01279639990
571;1;571;46;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,93148892980;Fallopia japonica;109713,43872600000;189325,16626900000;W&Z;2014;10,00000000000;3,79468165935;51,01273896140
572;1;572;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;109975,47878800000;188908,86401700000;W&Z;2014;10,00000000000;3,79846099846;51,00901500950
573;1;573;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;109982,47382900000;188901,71773100000;W&Z;2014;10,00000000000;3,79856144493;51,00895125470
574;1;574;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;109989,46887000000;188894,57144600000;W&Z;2014;10,00000000000;3,79866189113;51,00888749970
575;1;575;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;109996,46391200000;188887,42516000000;W&Z;2014;10,00000000000;3,79876233705;51,00882374470
576;1;576;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;110003,47112400000;188880,29164600000;W&Z;2014;10,00000000000;3,79886295473;51,00876010520
577;1;577;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;110010,94521800000;188873,64800700000;W&Z;2014;10,00000000000;3,79897017082;51,00870090120
578;1;578;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;110018,41931100000;188867,00436900000;W&Z;2014;10,00000000000;3,79907738664;51,00864169710
579;1;579;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;110025,92780900000;188860,40061000000;W&Z;2014;10,00000000000;3,79918508803;51,00858285370
580;1;580;47;1;Boven-Zeeschelde1;L;3;7;0;;0;gemaaid -> Fallopia;73,78398337260;Fallopia japonica;110028,82920700000;188857,97153200000;W&Z;2014;10,00000000000;3,79922669205;51,00856121870
581;1;581;48;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,89755080400;Fallopia japonica;115578,39646700000;188806,55852200000;W&Z;2014;10,00000000000;3,87830236117;51,00845428380
582;1;582;48;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,89755080400;Fallopia japonica;115587,01423800000;188811,63139400000;W&Z;2014;10,00000000000;3,87842467175;51,00850039360
583;1;583;48;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,89755080400;Fallopia japonica;115595,63200800000;188816,70426600000;W&Z;2014;10,00000000000;3,87854698256;51,00854650320
584;1;584;48;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,89755080400;Fallopia japonica;115604,47804600000;188821,34327500000;W&Z;2014;10,00000000000;3,87867258669;51,00858872630
585;1;585;48;1;Boven-Zeeschelde1;L;7;0;0;;0;;36,89755080400;Fallopia japonica;115610,72849000000;188824,26014900000;W&Z;2014;10,00000000000;3,87876137020;51,00861531560
586;1;586;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122071,78785700000;190058,07781400000;W&Z;2014;10,00000000000;3,97072611252;51,02005229000
587;1;587;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122063,71496600000;190063,97937600000;W&Z;2014;10,00000000000;3,97061061049;51,02010495090
588;1;588;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122055,64207500000;190069,88093800000;W&Z;2014;10,00000000000;3,97049510819;51,02015761170
589;1;589;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122047,56918400000;190075,78249900000;W&Z;2014;10,00000000000;3,97037960563;51,02021027230
590;1;590;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122039,49629300000;190081,68406100000;W&Z;2014;10,00000000000;3,97026410282;51,02026293280
591;1;591;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122031,42340200000;190087,58562300000;W&Z;2014;10,00000000000;3,97014859974;51,02031559320
592;1;592;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122023,35051100000;190093,48718500000;W&Z;2014;10,00000000000;3,97003309641;51,02036825350
593;1;593;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122015,27762000000;190099,38874600000;W&Z;2014;10,00000000000;3,96991759281;51,02042091370
594;1;594;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;122007,09206500000;190105,13251000000;W&Z;2014;10,00000000000;3,96980049534;51,02047214990
595;1;595;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;121998,88890500000;190110,85161500000;W&Z;2014;10,00000000000;3,96968314858;51,02052316350
596;1;596;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;121990,68574500000;190116,57072000000;W&Z;2014;10,00000000000;3,96956580156;51,02057417700
597;1;597;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;121982,48258400000;190122,28982400000;W&Z;2014;10,00000000000;3,96944845429;51,02062519040
598;1;598;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;121974,27942400000;190128,00892900000;W&Z;2014;10,00000000000;3,96933110676;51,02067620360
599;1;599;49;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;127,56209846300;Fallopia japonica;121968,07611300000;190132,33377300000;W&Z;2014;10,00000000000;3,96924236723;51,02071478020
600;1;600;50;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;18,70680158630;Fallopia japonica;122086,50847900000;190045,99115900000;W&Z;2014;10,00000000000;3,97093682647;51,01994435090
601;1;601;50;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;18,70680158630;Fallopia japonica;122078,78307000000;190052,34081000000;W&Z;2014;10,00000000000;3,97082624304;51,02000105650
602;1;602;50;1;Boven-Zeeschelde1;L;2;7;6;Maaibeheer;0;;18,70680158630;Fallopia japonica;122072,05671000000;190057,86932500000;W&Z;2014;10,00000000000;3,97072996002;51,02005042890
603;1;603;51;1;Boven-Zeeschelde1;L;7;0;0;;0;;14,49611131240;Fallopia japonica;130778,46306200000;192514,66772600000;W&Z;2014;10,00000000000;4,09468347306;51,04248726400
604;1;604;51;1;Boven-Zeeschelde1;L;7;0;0;;0;;14,49611131240;Fallopia japonica;130773,97172200000;192523,60237000000;W&Z;2014;10,00000000000;4,09461896448;51,04256742850
605;1;605;51;1;Boven-Zeeschelde1;L;7;0;0;;0;;14,49611131240;Fallopia japonica;130771,95236600000;192527,61948600000;W&Z;2014;10,00000000000;4,09458996063;51,04260347130
606;1;606;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130899,92872000000;192269,01955200000;W&Z;2014;10,00000000000;4,09642819504;51,04028314930
607;1;607;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130896,76644300000;192278,50638400000;W&Z;2014;10,00000000000;4,09638261351;51,04036832200
608;1;608;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130893,60416500000;192287,99321700000;W&Z;2014;10,00000000000;4,09633703181;51,04045349460
609;1;609;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130890,44188700000;192297,48005000000;W&Z;2014;10,00000000000;4,09629144995;51,04053866730
610;1;610;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130887,06374000000;192306,88852700000;W&Z;2014;10,00000000000;4,09624279413;51,04062312850
611;1;611;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130883,40442100000;192316,19494300000;W&Z;2014;10,00000000000;4,09619013446;51,04070666300
612;1;612;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130879,74510200000;192325,50136000000;W&Z;2014;10,00000000000;4,09613747461;51,04079019760
613;1;613;52;1;Boven-Zeeschelde1;L;7;0;0;;0;;62,48373171540;Fallopia japonica;130878,83622600000;192327,81282400000;W&Z;2014;10,00000000000;4,09612439528;51,04081094530
614;1;614;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146877,25040600000;219881,84249500000;W&Z;2014;10,00000000000;4,32400379938;51,28878724970
615;1;615;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146871,57139600000;219890,07346500000;W&Z;2014;10,00000000000;4,32392232632;51,28886120100
616;1;616;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146865,89238700000;219898,30443400000;W&Z;2014;10,00000000000;4,32384085300;51,28893515220
617;1;617;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146860,22735500000;219906,54498000000;W&Z;2014;10,00000000000;4,32375957970;51,28900918950
618;1;618;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146854,60144000000;219914,81233100000;W&Z;2014;10,00000000000;4,32367886663;51,28908346790
619;1;619;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146848,97552600000;219923,07968100000;W&Z;2014;10,00000000000;4,32359815330;51,28915774620
620;1;620;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146843,34961100000;219931,34703200000;W&Z;2014;10,00000000000;4,32351743972;51,28923202450
621;1;621;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146837,72369600000;219939,61438200000;W&Z;2014;10,00000000000;4,32343672587;51,28930630270
622;1;622;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146832,09778100000;219947,88173200000;W&Z;2014;10,00000000000;4,32335601177;51,28938058090
623;1;623;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146826,45443300000;219956,13690000000;W&Z;2014;10,00000000000;4,32327504763;51,28945474940
624;1;624;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146820,62492100000;219964,26197200000;W&Z;2014;10,00000000000;4,32319141578;51,28952774750
625;1;625;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146814,79540900000;219972,38704300000;W&Z;2014;10,00000000000;4,32310778367;51,28960074560
626;1;626;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146808,96589700000;219980,51211500000;W&Z;2014;10,00000000000;4,32302415130;51,28967374360
627;1;627;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146803,13638400000;219988,63718600000;W&Z;2014;10,00000000000;4,32294051867;51,28974674150
628;1;628;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146797,30687200000;219996,76225800000;W&Z;2014;10,00000000000;4,32285688577;51,28981973940
629;1;629;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146791,47736000000;220004,88732900000;W&Z;2014;10,00000000000;4,32277325261;51,28989273720
630;1;630;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146785,66447600000;220013,02400800000;W&Z;2014;10,00000000000;4,32268985746;51,28996583940
631;1;631;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146780,04733300000;220021,29732100000;W&Z;2014;10,00000000000;4,32260926670;51,29004017070
632;1;632;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146774,43018900000;220029,57063300000;W&Z;2014;10,00000000000;4,32252867569;51,29011450190
633;1;633;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146768,81304500000;220037,84394500000;W&Z;2014;10,00000000000;4,32244808441;51,29018883300
634;1;634;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146763,19590200000;220046,11725800000;W&Z;2014;10,00000000000;4,32236749289;51,29026316410
635;1;635;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146757,57875800000;220054,39057000000;W&Z;2014;10,00000000000;4,32228690110;51,29033749510
636;1;636;53;2;Beneden-Zeeschelde;L;7;0;0;;0;;211,24476134700;Fallopia japonica;146756,87955800000;220055,42040000000;W&Z;2014;10,00000000000;4,32227686933;51,29034674760
637;1;637;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147262,86022900000;216056,04984100000;W&Z;2014;10,00000000000;4,32955919598;51,25440210620
638;1;638;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147272,10880000000;216052,24669100000;W&Z;2014;10,00000000000;4,32969169640;51,25436796480
639;1;639;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147281,35737000000;216048,44354100000;W&Z;2014;10,00000000000;4,32982419663;51,25433382320
640;1;640;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147290,60594000000;216044,64039100000;W&Z;2014;10,00000000000;4,32995669666;51,25429968150
641;1;641;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147299,85451000000;216040,83724000000;W&Z;2014;10,00000000000;4,33008919650;51,25426553970
642;1;642;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147309,10308000000;216037,03409000000;W&Z;2014;10,00000000000;4,33022169614;51,25423139770
643;1;643;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147318,35165000000;216033,23094000000;W&Z;2014;10,00000000000;4,33035419559;51,25419725560
644;1;644;54;2;Beneden-Zeeschelde;L;7;0;0;;0;;63,57398457840;Fallopia japonica;147321,65707400000;216031,87170000000;W&Z;2014;10,00000000000;4,33040155064;51,25418505320
645;1;645;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149767,47942200000;214648,13516200000;W&Z;2014;10,00000000000;4,36543488778;51,24175340210
646;1;646;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149757,52191800000;214649,05608700000;W&Z;2014;10,00000000000;4,36529229890;51,24176167710
647;1;647;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149747,56441300000;214649,97701300000;W&Z;2014;10,00000000000;4,36514970996;51,24176995200
648;1;648;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149737,60690900000;214650,89793800000;W&Z;2014;10,00000000000;4,36500712098;51,24177822670
649;1;649;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149727,64940400000;214651,81886300000;W&Z;2014;10,00000000000;4,36486453194;51,24178650120
650;1;650;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149717,69189900000;214652,73978800000;W&Z;2014;10,00000000000;4,36472194285;51,24179477560
651;1;651;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149707,73439500000;214653,66071400000;W&Z;2014;10,00000000000;4,36457935371;51,24180304970
652;1;652;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149697,77689000000;214654,58163900000;W&Z;2014;10,00000000000;4,36443676452;51,24181132370
653;1;653;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149687,81841400000;214655,49153100000;W&Z;2014;10,00000000000;4,36429416137;51,24181949840
654;1;654;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149677,85324500000;214656,32543600000;W&Z;2014;10,00000000000;4,36415146238;51,24182698990
655;1;655;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149667,88807500000;214657,15934200000;W&Z;2014;10,00000000000;4,36400876334;51,24183448120
656;1;656;55;2;Beneden-Zeeschelde;L;7;0;0;;0;;100,84180539900;Fallopia japonica;149667,04920200000;214657,22954000000;W&Z;2014;10,00000000000;4,36399675086;51,24183511180
657;1;657;56;2;Beneden-Zeeschelde;L;7;0;0;Maaibeheer;0;;28,70086033980;Fallopia japonica;147808,36942600000;209075,15680000000;W&Z;2014;10,00000000000;4,33741332579;51,19165737010
658;1;658;56;2;Beneden-Zeeschelde;L;7;0;0;Maaibeheer;0;;28,70086033980;Fallopia japonica;147803,60273700000;209066,36597100000;W&Z;2014;10,00000000000;4,33734519253;51,19157833640
659;1;659;56;2;Beneden-Zeeschelde;L;7;0;0;Maaibeheer;0;;28,70086033980;Fallopia japonica;147798,83604800000;209057,57514200000;W&Z;2014;10,00000000000;4,33727705951;51,19149930270
660;1;660;56;2;Beneden-Zeeschelde;L;7;0;0;Maaibeheer;0;;28,70086033980;Fallopia japonica;147794,68861800000;209049,92636500000;W&Z;2014;10,00000000000;4,33721777811;51,19143053640
