OBJECTID,occurrenceID,type,language,lisence,rightHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",District,Waterbody,zone,habitat,Vegtype2,Vegtype3,managementAction,Opmerking,Lengte,kingdom,Species,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,coordinateUncertaintyInMeters,decimalLongitude,decimalLatitude,coordinateSystem,nomenclaturalCode
193,INBO:IAS:FAL:D:193,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110441,9023","188385,101",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805163185,51.00433893,WGS84,ICBN
194,INBO:IAS:FAL:D:194,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110435,5689","188392,8397",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805072119,51.00440806,WGS84,ICBN
195,INBO:IAS:FAL:D:195,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110429,2355","188400,5784",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804981054,51.0044772,WGS84,ICBN
196,INBO:IAS:FAL:D:196,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110422,902","188408,3171",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804889987,51.00454633,WGS84,ICBN
197,INBO:IAS:FAL:D:197,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110416,5686","188416,0558",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804798921,51.00461546,WGS84,ICBN
198,INBO:IAS:FAL:D:198,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"306,2564719",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110412,6061","188420,8975",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804741945,51.00465871,WGS84,ICBN
199,INBO:IAS:FAL:D:199,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110527,1599","188271,4195",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806390066,51.00332287,WGS84,ICBN
200,INBO:IAS:FAL:D:200,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110521,0927","188279,3686",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806302773,51.00339391,WGS84,ICBN
201,INBO:IAS:FAL:D:201,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110515,0254","188287,3177",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.80621548,51.00346495,WGS84,ICBN
202,INBO:IAS:FAL:D:202,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110508,9581","188295,2668",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806128187,51.00353599,WGS84,ICBN
203,INBO:IAS:FAL:D:203,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110502,8908","188303,2159",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806040893,51.00360703,WGS84,ICBN
204,INBO:IAS:FAL:D:204,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110496,6687","188311,0435",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805951406,51.00367697,WGS84,ICBN
205,INBO:IAS:FAL:D:205,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110490,3958","188318,8314",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805861199,51.00374655,WGS84,ICBN
206,INBO:IAS:FAL:D:206,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110484,1228","188326,6192",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805770992,51.00381612,WGS84,ICBN
207,INBO:IAS:FAL:D:207,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110477,8499","188334,407",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805680785,51.0038857,WGS84,ICBN
208,INBO:IAS:FAL:D:208,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110471,5769","188342,1949",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805590577,51.00395528,WGS84,ICBN
209,INBO:IAS:FAL:D:209,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110465,304","188349,9827",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805500369,51.00402485,WGS84,ICBN
210,INBO:IAS:FAL:D:210,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110459,0311","188357,7705",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805410161,51.00409443,WGS84,ICBN
211,INBO:IAS:FAL:D:211,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110452,7396","188365,5433",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805319691,51.00416387,WGS84,ICBN
212,INBO:IAS:FAL:D:212,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110446,4062","188373,282",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805228626,51.004233,WGS84,ICBN
213,INBO:IAS:FAL:D:213,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110440,0728","188381,0207",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805137561,51.00430213,WGS84,ICBN
214,INBO:IAS:FAL:D:214,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110433,7394","188388,7595",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.805046495,51.00437126,WGS84,ICBN
215,INBO:IAS:FAL:D:215,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110427,4059","188396,4982",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804955429,51.00444039,WGS84,ICBN
216,INBO:IAS:FAL:D:216,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110421,0725","188404,2369",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804864363,51.00450953,WGS84,ICBN
217,INBO:IAS:FAL:D:217,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110414,7391","188411,9756",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804773296,51.00457866,WGS84,ICBN
218,INBO:IAS:FAL:D:218,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110409,5601","188418,3037",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.804698829,51.00463519,WGS84,ICBN
219,INBO:IAS:FAL:D:219,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117876,6774","189604,1477",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910978664,51.01575529,WGS84,ICBN
220,INBO:IAS:FAL:D:220,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117867,5726","189600,012",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910849281,51.01571761,WGS84,ICBN
221,INBO:IAS:FAL:D:221,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117858,4679","189595,8762",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910719898,51.01567993,WGS84,ICBN
222,INBO:IAS:FAL:D:222,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117849,3632","189591,7405",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910590516,51.01564225,WGS84,ICBN
223,INBO:IAS:FAL:D:223,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117840,2585","189587,6048",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910461134,51.01560457,WGS84,ICBN
224,INBO:IAS:FAL:D:224,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117831,1538","189583,4691",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.910331752,51.01556689,WGS84,ICBN
225,INBO:IAS:FAL:D:225,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117822,0491","189579,3333",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.91020237,51.01552921,WGS84,ICBN
226,INBO:IAS:FAL:D:226,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,R,Fallopia covered dike,0,0,,,"60,94838153",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"117821,1856","189578,9411",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.9101901,51.01552564,WGS84,ICBN
227,INBO:IAS:FAL:D:227,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146108,9101","199503,031",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.313203788,51.10560827,WGS84,ICBN
228,INBO:IAS:FAL:D:228,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146118,4955","199505,8807",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.313340618,51.10563395,WGS84,ICBN
229,INBO:IAS:FAL:D:229,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146127,8017","199509,5062",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.313473454,51.1056666,WGS84,ICBN
230,INBO:IAS:FAL:D:230,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146137,2973","199512,5507",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.313609001,51.10569403,WGS84,ICBN
231,INBO:IAS:FAL:D:231,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146146,9901","199515,0101",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.31374737,51.1057162,WGS84,ICBN
232,INBO:IAS:FAL:D:232,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146156,8797","199516,4393",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.313888559,51.10572911,WGS84,ICBN
233,INBO:IAS:FAL:D:233,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146166,834","199516,6867",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.314030685,51.1057314,WGS84,ICBN
234,INBO:IAS:FAL:D:234,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,2,River Rupel,R,Fallopia covered dike,0,0,Maaibeheer,,"537,6015047",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"146176,8178","199516,1162",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,4.314173238,51.10572634,WGS84,ICBN
