taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist
INBO:RL:VAL:CAR:2008:1387,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,terminatus,Leistus terminatus ,Leistus terminatus ,Zwartkopbaardloper,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1388,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Licinus,depressus,Licinus depressus ,Licinus depressus ,Duinslakkenkraker,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1389,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Licinus,punctatulus,Licinus punctatulus ,Licinus punctatulus ,Gepuncteerde slakkenkraker,,Regional,,Desender_etal_2008,Terrestrial,Shrubs,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1390,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lionychus,quadrillum,Lionychus quadrillum ,Lionychus quadrillum ,Viervlekdwergloper,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1391,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Loricera,pilicornis,Loricera pilicornis ,Loricera pilicornis ,Borstelspriet,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1392,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Masoreus,wetterhali,Masoreus wetterhali,"Masoreus wetterhallii (Gyllenhal, 1813)",Duinloper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1393,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Metabletus,foveatus,Metabletus foveatus,Metabletus foveatus,Bronzen dwergloper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1394,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Metabletus,truncatellus,Metabletus truncatellus,Metabletus truncatellus,Zwarte dwergloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1395,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Microlestes,maurus,Microlestes maurus ,Microlestes maurus ,Kleinste dwergloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1396,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Microlestes,minutulus,Microlestes minutulus ,Microlestes minutulus ,Kleine dwergloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1397,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Molops,piceus,Molops piceus ,Molops piceus ,Pekbruine bosloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1398,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,brevicollis,Nebria brevicollis ,Nebria brevicollis ,Gewone kortnek,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1399,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,livida,Nebria livida ,Nebria livida ,Geelrandkortnek,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Data Deficient (DD) ,Onvoldoende gekend ,DD,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1400,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,salina,Nebria salina ,Nebria salina ,Heidekortnek,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1401,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,aestuans,Notiophilus aestuans,Notiophilus aestuans,Slanke spiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1402,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,aquaticus,Notiophilus aquaticus ,Notiophilus aquaticus ,Donkere spiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1403,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,biguttatus,Notiophilus biguttatus ,Notiophilus biguttatus ,Tweevlekspiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1404,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,germinyi,Notiophilus germinyi ,Notiophilus germinyi ,Heidespiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,Dunes,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1405,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,palustris,Notiophilus palustris ,Notiophilus palustris ,Moerasspiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1406,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,quadripunctatus,Notiophilus quadripunctatus ,Notiophilus quadripunctatus ,Vierpuntspiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1407,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,rufipes,Notiophilus rufipes ,Notiophilus rufipes ,Bosspiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1408,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiophilus,substriatus,Notiophilus substriatus ,Notiophilus substriatus ,Oeverspiegelloopkever,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1409,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Odacantha,melanura,Odacantha melanura ,Odacantha melanura ,Bonte rietloper,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1410,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Olisthopus,rotundatus,Olisthopus rotundatus ,Olisthopus rotundatus ,Bronzen heideloper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1411,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Omophron,limbatum,Omophron limbatum ,Omophron limbatum ,Kogelloper,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1412,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Oodes,helopioides,Oodes helopioides ,Oodes helopioides ,Zwarte moerasloper,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1413,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Panagaeus,bipustulatus,Panagaeus bipustulatus ,Panagaeus bipustulatus ,Tweevleksmalkop,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1414,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Panagaeus,cruxmajor,Panagaeus cruxmajor ,Panagaeus cruxmajor ,Kruissmalkop,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1415,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Parophonus,maculicornis,Parophonus maculicornis ,Parophonus maculicornis ,Kalkgroefkop,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1416,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Patrobus,atrorufus,Patrobus atrorufus ,Patrobus atrorufus ,Donkere halsbandloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1417,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Perigona,nigriceps,Perigona nigriceps ,Perigona nigriceps ,Compostloper,,Regional,,Desender_etal_2008,Terrestrial,Anthropogenic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1418,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,areolatus,Perileptus areolatus ,Perileptus areolatus ,Behaarde grindloper,,Regional,,Desender_etal_2008,Terrestrial,Rheophilous,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1419,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pogonus,chalceus,Pogonus chalceus ,Pogonus chalceus ,Gewone zoutloper,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1420,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pogonus,littoralis,Pogonus littoralis ,Pogonus littoralis ,Strandzoutloper,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1421,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pogonus,luridipennis,Pogonus luridipennis ,Pogonus luridipennis ,Gele zoutloper,,Regional,,Desender_etal_2008,Terrestrial,SaltMarshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1422,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Polystichus,connexus,Polystichus connexus ,Polistichus connexus,Roodstreeploper,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Waarschijnlijk bedreigd,Waarschijnlijk bedreigd,DD(PT),to complete,nl,validated
INBO:RL:VAL:CAR:2008:1423,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pristonychus,terricola,Pristonychus terricola,Pristonychus terricola,Aardloper,,Regional,,Desender_etal_2008,Terrestrial,Anthropogenic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1424,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,anthracinus,Pterostichus anthracinus ,Pterostichus anthracinus ,Oeverzwartschild,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1425,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,aterrimus,Pterostichus aterrimus ,Pterostichus aterrimus ,Veenzwartschild,,Regional,,Desender_etal_2008,Terrestrial,Marshes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
