taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist
INBO:RL:VAL:CAR:2008:1341,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,atratus,Harpalus atratus ,Harpalus atratus ,Breedhalskruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1342,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,attenuatus,Harpalus attenuatus ,Harpalus attenuatus ,Sobere kustkruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1343,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,autumnalis,Harpalus autumnalis ,Harpalus autumnalis ,Herfstkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1344,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,azureus,Harpalus azureus,Ophonus azureus,Azuurblauwe halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1345,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,calceatus,Harpalus calceatus,Harpalus calceatus,Grote halmkruiper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1346,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,cordatus,Harpalus cordatus,Harpalus tadorcus,Duinhalmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1347,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,dimidiatus,Harpalus dimidiatus ,Harpalus dimidiatus ,Kalkkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1348,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,distinguendus,Harpalus distinguendus ,Harpalus distinguendus ,Groene kruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1349,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,flavescens,Harpalus flavescens ,Harpalus flavescens ,Gele kruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1350,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,froelichi,Harpalus froelichi ,Harpalus froelichii,Schraallandkruiper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1351,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,griseus,Harpalus griseus,Harpalus griseus,Kleine roodpoothalmkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1352,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,honestus,Harpalus honestus ,Harpalus honestus ,Grindkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1353,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,latus,Harpalus latus ,Harpalus latus ,Breedkopkruiper,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1354,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,luteicornis,Harpalus luteicornis ,Harpalus luteicornis ,Geelsprietkruiper,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1355,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,melancholicus,Harpalus melancholicus ,Harpalus melancholicus ,Donkere kustkruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1356,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,melleti,Harpalus melleti,Ophonus melletii,Variabele halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1357,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,modestus,Harpalus modestus ,Harpalus modestus ,Vijfdoornkruiper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1358,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,neglectus,Harpalus neglectus ,Harpalus neglectus ,Korstmoskruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1359,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,nitidulus,Harpalus nitidulus,Harpalus fulgens,,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1360,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,parallelus,Harpalus parallelus ,Harpalus parallelus ,Rechte halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1361,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,puncticeps,Harpalus puncticeps,Harpalus puncticeps,Slanke halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1362,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,puncticollis,Harpalus puncticollis,Harpalus puncticollis,Gerande halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1363,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,quadripunctatus,Harpalus quadripunctatus,Harpalus quadripunctatus,Vierpuntkruiper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1364,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rubripes,Harpalus rubripes ,Harpalus rubripes ,Blauwe kruiper,,Regional,,Desender_etal_2008,Terrestrial,Shrubs,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1365,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rufibarbis,Harpalus rufibarbis,Harpalus rufibarbis,Gewone halmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Shrubs,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1366,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rufipalpis,Harpalus rufipalpis ,Harpalus rufipalpis ,Roodtasterkruiper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1367,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rufipes,Harpalus rufipes,Harpalus rufipes,Roodpoothalmkruiper,,Regional,,Desender_etal_2008,Terrestrial,Agriculture,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1368,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,rupicola,Harpalus rupicola,Harpalus rupicola,Rotshalmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1369,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,sabulicola,Harpalus sabulicola,Ophonus sabulicola,Zandhalmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1370,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,serripes,Harpalus serripes ,Harpalus serripes ,Grote duinkruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1371,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,servus,Harpalus servus ,Harpalus servus ,Brede duinkruiper,,Regional,,Desender_etal_2008,Terrestrial,Dunes,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1372,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,signaticornis,Harpalus signaticornis,Harpalus signaticornis,Kaalkopkruiper,,Regional,,Desender_etal_2008,Terrestrial,Shrubs,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1373,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,smaragdinus,Harpalus smaragdinus ,Harpalus smaragdinus ,Smaragdkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1374,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,solitaris,Harpalus solitaris ,Harpalus solitaris ,Heidekruiper,,Regional,,Desender_etal_2008,Terrestrial,Heathlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1375,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,stictus,Harpalus stictus,Harpalus stictus,Zwarthaarhalmklimmer,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1376,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,tardus,Harpalus tardus ,Harpalus tardus ,Zandkruiper,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1377,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,vernalis,Harpalus vernalis,Harpalus vernalis,Dwergkruiper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN)  ,Bedreigd  ,EN,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1378,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,chlorocephala,Lebia chlorocephala ,Lebia chlorocephala ,Groene pronkloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT)  ,Zeldzaam  ,NT,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1379,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,cruxminor,Lebia cruxminor ,Lebia cruxminor ,Kruispronkloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1380,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,cyanocephala,Lebia cyanocephala ,Lebia cyanocephala ,Blauwe pronkloper,,Regional,,Desender_etal_2008,Terrestrial,Grasslands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1381,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Lebia,marginata,Lebia marginata ,Lebia marginata ,Geelrandpronkloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Regionally Extinct (REX)  ,Uitgestorven  ,RE,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1382,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,ferrugineus,Leistus ferrugineus ,Leistus ferrugineus ,Roestbaardloper,,Regional,,Desender_etal_2008,Terrestrial,Eurytopic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1383,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,fulvibarbis,Leistus fulvibarbis ,Leistus fulvibarbis ,Zwartblauwe baardloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1384,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,piceus,Leistus piceus ,Leistus piceus ,Ovale baardloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Met uitsterven bedreigd,CR,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1385,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,rufomarginatus,Leistus rufomarginatus ,Leistus rufomarginatus ,Bosbaardloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet bedreigd,LC,to complete,nl,validated
INBO:RL:VAL:CAR:2008:1386,CarabidBeetles,2008,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,spinibarbis,Leistus spinibarbis ,Leistus spinibarbis ,Blauwe baardloper,,Regional,,Desender_etal_2008,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Oligotrophic,Invertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU)  ,Kwetsbaar  ,VU,to complete,nl,validated
