type,datasetName,language,license,rightsHolder,eventID,countryCode,stateProvince,district_cd,county,municipality,locality,sampling_site_cd,continent,verbatimLongitude,verbatimLatitude,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,verbatimElevation,eventDate,samplingProtocol,recordedBy,ID_doubtful?,sampling_date_b,verbatimEventDate,sampling_date_e,identificationRemarks
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:112:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2012-02-28,sweep net,Rui Andrade,false,2012-02-28,2012-02-28 / 2012-02-28,2012-02-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:117:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2012-05-20,sweep net,Rui Andrade,false,2012-05-20,2012-05-20 / 2012-05-20,2012-05-20,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:124:RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Tornada | Paul de Tornada | -,-,Europe,"9° 08'04.0""W","39° 26'52.8""N",WGS84,39.43411,-9.13444,30,WGS84,10,2012-09-14,sweep net,Rui Andrade,false,2012-09-14,2012-09-14 / 2012-09-14,2012-09-14,checked
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:128:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2012-03-12,sweep net,Rui Andrade,false,2012-03-12,2012-03-12 / 2012-03-12,2012-03-12,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:132:RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Salir do Porto | - | -,-,Europe,"9° 08'58.2""W","39° 30'26.3""N",WGS84,39.50175,-9.13561,30,WGS84,34,2012-09-15,sweep net,Rui Andrade,false,2012-09-15,2012-09-15 / 2012-09-15,2012-09-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:135:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2012-06-12,sweep net,Rui Andrade,false,2012-06-12,2012-06-12 / 2012-06-12,2012-06-12,var. varians
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:136:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Arcozelo | - | -,-,Europe,"8° 39'26.5""W","41° 03'43.2""N",WGS84,41.05089,-8.65181,30,WGS84,0,2012-02-23,sweep net,Rui Andrade,false,2012-02-23,2012-02-23 / 2012-02-23,2012-02-23,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2012:325:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'56.1""W","41° 30'42.0""N",WGS84,41.50056,-8.63503,30,WGS84,"37,5",2012-06-03,malaise trap,Rui Andrade,false,2012-05-20,2012-05-20 / 2012-06-03,2012-06-03,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:002:RA,PT,Minho,PT-16,Viana do Castelo,Caminha,Seixas | Paul do Coura | -,-,Europe,"8° 48'56.3""W","41° 52'20.6""N",WGS84,41.86683,-8.80175,30,WGS84,25,2013-07-23,sweep net,Rui Andrade,false,2013-07-23,2013-07-23 / 2013-07-23,2013-07-23,checked
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:004:RA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas) | Nave de Santo António | -,-,Europe,"7° 34'37.4""W","40° 19'07.0""N",WGS84,40.31861,-7.56872,30,WGS84,1539,2013-04-23,sweep net,Rui Andrade,false,2013-04-23,2013-04-23 / 2013-04-23,2013-04-23,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:005:RA,PT,Trás-os-Montes e Alto Douro,PT-17,Vila Real,Vila Real,Lamas de Olo | - | -,-,Europe,"7° 48'23.7""W","41° 22'27.6""N",WGS84,41.36878,-7.80103,30,WGS84,964,2013-06-25,sweep net,Rui Andrade,false,2013-06-25,2013-06-25 / 2013-06-25,2013-06-25,var. varians
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:006:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-08-18,sweep net,Rui Andrade,false,2013-08-18,2013-08-18 / 2013-08-18,2013-08-18,checked: compared to BE specimens (RC/PAL/06/0549)
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:008:RA,PT,Trás-os-Montes e Alto Douro,PT-17,Vila Real,Mondim de Basto,Ermelo | Varzigueto | -,-,Europe,"7° 51'14.4""W","41° 22'44.0""N",WGS84,41.36778,-7.85122,30,WGS84,750,2013-06-24,sweep net,Rui Andrade,false,2013-06-24,2013-06-24 / 2013-06-24,2013-06-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:010:RA,PT,Minho,PT-16,Viana do Castelo,Ponte da Barca,Entre Ambos-os-Rios | - | -,-,Europe,"8° 19'18.4""W","41° 49'12.6""N",WGS84,41.81739,-8.31900,30,WGS84,80,2013-08-07,sweep net,Rui Andrade,false,2013-08-07,2013-08-07 / 2013-08-07,2013-08-07,checked
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:011:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila | Paúl de Arzila | -,-,Europe,"8° 33'18.7""W","40° 10'45.0""N",WGS84,40.16806,-8.55242,30,WGS84,8,2013-07-23,sweep net,Ana Rita Gonçalves,false,2013-07-23,2013-07-23 / 2013-07-23,2013-07-23,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:013:AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia | Lamarosa | -,-,Europe,"8° 28'10.13""W","39° 31'46.66""N",WGS84,39.51852,-8.46670,30,WGS84,65,2013-05-16,sweep net,Ana Rita Gonçalves,false,2013-05-16,2013-05-16 / 2013-05-16,2013-05-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:014:AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia | Lamarosa | -,-,Europe,"8° 28'10.13""W","39° 31'46.66""N",WGS84,39.51852,-8.46670,30,WGS84,65,2013-05-18,sweep net,Ana Rita Gonçalves,false,2013-05-18,2013-05-18 / 2013-05-18,2013-05-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:016:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-05-07,collection by hand,Ana Rita Gonçalves,false,2013-05-07,2013-05-07 / 2013-05-07,2013-05-07,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:017:AG,PT,Ribatejo,PT-14,Santarém,Tomar,Paialvo | - | -,-,Europe,"8° 28'1.94""W","39° 31'54.21""N",WGS84,39.51784,-8.46693,30,WGS84,75,2013-08-02,sweep net,Ana Rita Gonçalves,false,2013-08-02,2013-08-02 / 2013-08-02,2013-08-02,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:018:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-05-15,collection by hand,Ana Rita Gonçalves,false,2013-05-15,2013-05-15 / 2013-05-15,2013-05-15,"checked: not all specimens with cxI mainly yellow, but all with dorsal stylus and hypopygium with yellow surstylus"
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:019:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-06-18,collection by hand,Ana Rita Gonçalves,false,2013-06-18,2013-06-18 / 2013-06-18,2013-06-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:020:RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto | Marachão | -,-,Europe,"8° 43'10.6""W","41° 30'16.9""N",WGS84,41.50192,-8.71683,30,WGS84,23,2013-04-14,sweep net,Rui Andrade,false,2013-04-14,2013-04-14 / 2013-04-14,2013-04-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:021:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-08-09,sweep net,Rui Andrade,false,2013-08-09,2013-08-09 / 2013-08-09,2013-08-09,"checked: compared to RC/PAL/1299, epandrial lobe identical"
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:022:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila | Paúl de Arzila | -,-,Europe,"8° 33'18.7""W","40° 10'45.0""N",WGS84,40.16806,-8.55242,30,WGS84,8,2013-07-09,sweep net,Ana Rita Gonçalves,false,2013-07-09,2013-07-09 / 2013-07-09,2013-07-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:024:RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro | Jardim Botânico do Porto | -,-,Europe,"8° 38'35.1""W","41° 09'10.0""N",WGS84,41.15000,-8.63475,30,WGS84,60,2013-05-03,collection by hand,Rui Andrade,false,2013-05-03,2013-05-03 / 2013-05-03,2013-05-03,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:030:AG,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas) | Poço do Inferno | -,-,Europe,"7° 31'00.1""W","40° 22'21.7""N",WGS84,40.36714,-7.51669,30,WGS84,1100,2013-06-28,sweep net,Ana Rita Gonçalves,false,2013-06-28,2013-06-28 / 2013-06-28,2013-06-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:031:AG,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-07-18,sweep net,Ana Rita Gonçalves,false,2013-07-18,2013-07-18 / 2013-07-18,2013-07-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:033:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu | Ria de Aveiro | -,-,Europe,"8° 34'39.5""W","40° 43'57.6""N ",WGS84,40.71878,-8.56931,30,WGS84,4,2013-06-02,sweep net,Rui Andrade,false,2013-06-02,2013-06-02 / 2013-06-02,2013-06-02,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:034:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2013-05-22,sweep net,Rui Andrade,false,2013-05-22,2013-05-22 / 2013-05-22,2013-05-22,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:035:AG,PT,Ribatejo,PT-14,Santarém,Tomar,Paialvo | - | -,-,Europe,"8° 28'1.94""W","39° 31'54.21""N",WGS84,39.51784,-8.46693,30,WGS84,75,2013-07-31,sweep net,Ana Rita Gonçalves,false,2013-07-31,2013-07-31 / 2013-07-31,2013-07-31,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:036:RA,PT,Trás-os-Montes e Alto Douro,PT-17,Vila Real,Mondim de Basto,Bilhó | - | -,-,Europe,"7° 50'53.3""W","41° 23'48.7""N",WGS84,41.38575,-7.83425,30,WGS84,695,2013-06-25,sweep net,Rui Andrade,false,2013-06-25,2013-06-25 / 2013-06-25,2013-06-25,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:038:AG,PT,Beira Litoral,PT-14,Santarém,Ourém,Seiça (Fontainhas) | - | -,-,Europe,"8° 30'45.1""W","39° 39'55.4""N",WGS84,39.65150,-8.50142,30,WGS84,160,2013-07-19,collection by hand,Ana Rita Gonçalves,false,2013-07-19,2013-07-19 / 2013-07-19,2013-07-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:039:RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro | Parque de Serralves | -,-,Europe,"8° 39'25.3""W","41° 09'28.9""N",WGS84,41.15247,-8.65147,30,WGS84,46,2013-05-24,light trap,Rui Andrade,false,2013-05-24,2013-05-24 / 2013-05-24,2013-05-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:040:RA,PT,Beira Alta,PT-09,Guarda,Seia,Sabugueiro | Lagoa Comprida | -,-,Europe,"7° 38'32.5""W","40° 21'54.3""N",WGS84,40.35119,-7.63403,30,WGS84,1600,2013-04-24,sweep net,Rui Andrade,false,2013-04-24,2013-04-24 / 2013-04-24,2013-04-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:042:RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto | Marachão | -,-,Europe,"8° 43'10.6""W","41° 30'16.9""N",WGS84,41.50192,-8.71683,30,WGS84,23,2013-06-14,sweep net,Rui Andrade,false,2013-06-14,2013-06-14 / 2013-06-14,2013-06-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:043:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-06-10,collection by hand,Ana Rita Gonçalves,false,2013-06-10,2013-06-10 / 2013-06-10,2013-06-10,checked: 1f with dark cxI
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:044:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2013-04-30,sweep net,Rui Andrade,false,2013-04-30,2013-04-30 / 2013-04-30,2013-04-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:045:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu | Ria de Aveiro | -,-,Europe,"8° 34'39.5""W","40° 43'57.6""N ",WGS84,40.71878,-8.56931,30,WGS84,4,2013-08-02,sweep net,Rui Andrade,false,2013-08-02,2013-08-02 / 2013-08-02,2013-08-02,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:048:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-05-14,collection by hand,Ana Rita Gonçalves,false,2013-05-14,2013-05-14 / 2013-05-14,2013-05-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:050:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2013-03-12,sweep net,Rui Andrade,false,2013-03-12,2013-03-12 / 2013-03-12,2013-03-12,abdomen entirely dark
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:052:RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto | Marachão | -,-,Europe,"8° 43'10.6""W","41° 30'16.9""N",WGS84,41.50192,-8.71683,30,WGS84,23,2013-06-15,sweep net,Rui Andrade,false,2013-06-15,2013-06-15 / 2013-06-15,2013-06-15,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:053:RA,PT,Beira Alta,PT-09,Guarda,Mêda,Longroiva | - | -,-,Europe,"7° 11'53.3""W","40° 57'25.1""N",WGS84,40.95142,-7.18425,30,WGS84,298,2013-06-16,sweep net,Rui Andrade,false,2013-06-16,2013-06-16 / 2013-06-16,2013-06-16,forma hispanicus
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:054:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2013-07-20,sweep net,Rui Andrade,false,2013-07-20,2013-07-20 / 2013-07-20,2013-07-20,checked
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:055:AG,PT,Ribatejo,PT-14,Santarém,Tomar,Paialvo | - | -,-,Europe,"8° 28'1.94""W","39° 31'54.21""N",WGS84,39.51784,-8.46693,30,WGS84,75,2013-06-16,sweep net,Ana Rita Gonçalves,false,2013-06-16,2013-06-16 / 2013-06-16,2013-06-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:058:RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro | Jardim Botânico do Porto | -,-,Europe,"8° 38'35.1""W","41° 09'10.0""N",WGS84,41.15000,-8.63475,30,WGS84,60,2013-04-28,collection by hand,Rui Andrade,false,2013-04-28,2013-04-28 / 2013-04-28,2013-04-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:059:RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro | Jardim Botânico do Porto | -,-,Europe,"8° 38'35.1""W","41° 09'10.0""N",WGS84,41.15000,-8.63475,30,WGS84,60,2013-05-07,collection by hand,Rui Andrade,false,2013-05-07,2013-05-07 / 2013-05-07,2013-05-07,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:063:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-06-12,collection by hand,Ana Rita Gonçalves,false,2013-06-12,2013-06-12 / 2013-06-12,2013-06-12,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:065:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-04-18,sweep net,Rui Andrade,false,2013-04-18,2013-04-18 / 2013-04-18,2013-04-18,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:070:AG,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-08-05,sweep net,Ana Rita Gonçalves,false,2013-08-05,2013-08-05 / 2013-08-05,2013-08-05,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:073:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-05-26,collection by hand,Ana Rita Gonçalves,false,2013-05-26,2013-05-26 / 2013-05-26,2013-05-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:077:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-06-29,collection by hand,Ana Rita Gonçalves,false,2013-06-29,2013-06-29 / 2013-06-29,2013-06-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:081:RA,PT,Douro Litoral,PT-13,Porto,Porto,Lordelo do Ouro | Jardim Botânico do Porto | -,-,Europe,"8° 38'35.1""W","41° 09'10.0""N",WGS84,41.15000,-8.63475,30,WGS84,60,2013-05-09,collection by hand,Rui Andrade,false,2013-05-09,2013-05-09 / 2013-05-09,2013-05-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:085:RA,PT,Minho,PT-03,Braga,Esposende,Apúlia | Parque Natural do Litoral Norte | -,-,Europe,"8° 46'27.2""W","41° 28'16.4""N",WGS84,41.46844,-8.76867,30,WGS84,2,2013-06-14,sweep net,Rui Andrade,false,2013-06-14,2013-06-14 / 2013-06-14,2013-06-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:086:RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo | Serras de Valongo | -,-,Europe,"8° 29'05.6""W","41° 09'33.4""N",WGS84,41.15094,-8.48489,30,WGS84,75,2013-06-30,sweep net,Rui Andrade,false,2013-06-30,2013-06-30 / 2013-06-30,2013-06-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:088:AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova | Jardin Botânica de Coimbra | -,-,Europe,"8° 25'15.0""W","40° 12'20.0""N",WGS84,40.20000,-8.41806,30,WGS84,85,2013-06-24,collection by hand,Ana Rita Gonçalves,false,2013-06-24,2013-06-24 / 2013-06-24,2013-06-24,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:091:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2013-01-27,yellow pan trap,Rui Andrade,false,2013-01-27,2013-01-27 / 2013-01-27,2013-01-27,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:092:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2013-06-28,sweep net,Rui Andrade,false,2013-06-28,2013-06-28 / 2013-06-28,2013-06-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:093:RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas | Ria de Aveiro | -,-,Europe,"8° 33'55.4""W","40° 43'26.2""N",WGS84,40.71839,-8.55150,30,WGS84,"2,5",2013-04-05,sweep net,Rui Andrade,false,2013-04-05,2013-04-05 / 2013-04-05,2013-04-05,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2013:094:RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo | Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo | -,-,Europe,"8° 43'59.7""W","41° 19'27.0""N",WGS84,41.31861,-8.71936,30,WGS84,15,2013-05-12,sweep net,Rui Andrade,false,2013-05-12,2013-05-12 / 2013-05-12,2013-05-12,checked
