type,datasetName,language,license,rightsHolder,eventID,countryCode,stateProvince,district_cd,county,municipality,locality,sampling_site_cd,continent,verbatimLongitude,verbatimLatitude,verbatimSRS,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,verbatimElevation,eventDate,samplingProtocol,recordedBy,ID_doubtful?,sampling_date_b,verbatimEventDate,sampling_date_e,identificationRemarks
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:019:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-10-14,yellow pan trap,Rui Andrade,false,2009-10-14,2009-10-14 / 2009-10-14,2009-10-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:020:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-09-23,sweep net,Rui Andrade,false,2009-09-23,2009-09-23 / 2009-09-23,2009-09-23,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:021:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-09-05,sweep net,Rui Andrade,false,2009-09-05,2009-09-05 / 2009-09-05,2009-09-05,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:022:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-09-05,sweep net,Rui Andrade,false,2009-09-05,2009-09-05 / 2009-09-05,2009-09-05,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:023:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-10-14,sweep net,Rui Andrade,false,2009-10-14,2009-10-14 / 2009-10-14,2009-10-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:024:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | -,-,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-09-29,collection by hand,Rui Andrade,false,2009-09-29,2009-09-29 / 2009-09-29,2009-09-29,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:025:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Canidelo | Reserva Natural Local do Estuário do Douro (Cabedelo) | -,-,Europe,"8° 39'53.4""W","41° 08'13.3""N",WGS84,41.13425,-8.65094,30,WGS84,"7,5",2009-09-10,collection by hand,Rui Andrade,false,2009-09-10,2009-09-10 / 2009-09-10,2009-09-10,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:128:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-05-14,collection by hand,Rui Andrade,false,2009-05-14,2009-05-14 / 2009-05-14,2009-05-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:129:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2009-07-08,collection by hand,Rui Andrade,false,2009-07-08,2009-07-08 / 2009-07-08,2009-07-08,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:131:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Jardim natural,Jardim natural,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-19,yellow pan trap,Rui Andrade,false,2009-05-19,2009-05-19 / 2009-05-19,2009-05-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:132:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Jardim natural,Jardim natural,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-06-30,yellow pan trap,Rui Andrade,false,2009-06-30,2009-06-30 / 2009-06-30,2009-06-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:133:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-05-14,sweep net,Rui Andrade,false,2009-05-14,2009-05-14 / 2009-05-14,2009-05-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:134:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Relvado,Relvado,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-19,yellow pan trap,Rui Andrade,false,2009-05-19,2009-05-19 / 2009-05-19,2009-05-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:135:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | -,-,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-19,collection by hand,Rui Andrade,false,2009-05-19,2009-05-19 / 2009-05-19,2009-05-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:136:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Arcozelo | - | -,-,Europe,"8° 39'26.5""W","41° 03'43.2""N",WGS84,41.05089,-8.65181,30,WGS84,0,2009-05-21,collection by hand,Rui Andrade,false,2009-05-21,2009-05-21 / 2009-05-21,2009-05-21,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:138:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-26,sweep net,Rui Andrade,false,2009-06-26,2009-06-26 / 2009-06-26,2009-06-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:139:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Tradescancias,Tradescancias,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-19,yellow pan trap,Rui Andrade,false,2009-05-19,2009-05-19 / 2009-05-19,2009-05-19,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:140:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | -,-,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-26,collection by hand,Rui Andrade,false,2009-06-26,2009-06-26 / 2009-06-26,2009-06-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:141:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-11,sweep net,Rui Andrade,false,2009-06-11,2009-06-11 / 2009-06-11,2009-06-11,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:144:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2009-04-28,collection by hand,Rui Andrade,false,2009-04-28,2009-04-28 / 2009-04-28,2009-04-28,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:146:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-26,sweep net,Rui Andrade,false,2009-06-26,2009-06-26 / 2009-06-26,2009-06-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:147:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2009-06-02,collection by hand,Rui Andrade,false,2009-06-02,2009-06-02 / 2009-06-02,2009-06-02,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:148:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-26,sweep net,Rui Andrade,false,2009-06-26,2009-06-26 / 2009-06-26,2009-06-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:149:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-11,sweep net,Rui Andrade,false,2009-06-11,2009-06-11 / 2009-06-11,2009-06-11,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:150:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | -,-,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-06-12,sweep net,Rui Andrade,false,2009-06-12,2009-06-12 / 2009-06-12,2009-06-12,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:151:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | Choupo,Choupo,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-06-12,yellow pan trap,Rui Andrade,false,2009-06-12,2009-06-12 / 2009-06-12,2009-06-12,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:152:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | -,-,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-06-30,sweep net,Rui Andrade,false,2009-06-30,2009-06-30 / 2009-06-30,2009-06-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:153:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | Flores,Flores,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-06-12,yellow pan trap,Rui Andrade,false,2009-06-12,2009-06-12 / 2009-06-12,2009-06-12,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:154:RA,PT,Minho,PT-16,Viana do Castelo,Viana do Castelo,Carreço | - | -,-,Europe,"8° 52'26.2""W","41° 44'20.0""N",WGS84,41.73333,-8.86839,30,WGS84,3,2009-07-09,sweep net,Rui Andrade,false,2009-07-09,2009-07-09 / 2009-07-09,2009-07-09,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:155:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Tradescancias,Tradescancias,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-30,yellow pan trap,Rui Andrade,false,2009-05-30,2009-05-30 / 2009-05-30,2009-05-30,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:156:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | Flores,Flores,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-05-26,yellow pan trap,Rui Andrade,false,2009-05-26,2009-05-26 / 2009-05-26,2009-05-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:157:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-26,yellow pan trap,Rui Andrade,false,2009-06-26,2009-06-26 / 2009-06-26,2009-06-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:158:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-11,yellow pan trap,Rui Andrade,false,2009-06-11,2009-06-11 / 2009-06-11,2009-06-11,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:159:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2009-05-04,collection by hand,Rui Andrade,false,2009-05-04,2009-05-04 / 2009-05-04,2009-05-04,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:160:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Chasco,Chasco,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-06-11,sweep net,Rui Andrade,false,2009-06-11,2009-06-11 / 2009-06-11,2009-06-11,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:161:RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde | - | -,-,Europe,"8° 38'57.0""W","41° 30'43.0""N",WGS84,41.50083,-8.63528,30,WGS84,"37,5",2009-08-16,sweep net,Rui Andrade,false,2009-08-16,2009-08-16 / 2009-08-16,2009-08-16,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:162:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes | Parque Biológico de Gaia (PBG) | Aves aq.,Aves aq.,Europe,"8° 33'35.0""W","41° 05'57.9""N",WGS84,41.08553,-8.55139,30,WGS84,60,2009-05-14,yellow pan trap,Rui Andrade,false,2009-05-14,2009-05-14 / 2009-05-14,2009-05-14,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:163:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Mafamude | Jardim Soares dos Reis | -,-,Europe,"8° 36'44.0""W","41° 07'22.4""N",WGS84,41.11733,-8.60111,30,WGS84,125,2009-05-26,collection by hand,Rui Andrade,false,2009-05-26,2009-05-26 / 2009-05-26,2009-05-26,
event,Dolichopodidae of Portugal - dataset 2018,en,https://creativecommons.org/licenses/by/2.0/,Marc Pollet | Rui Andrade,PT:2009:164:RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro | Parque Municipal da Lavandeira | Jardim natural,Jardim natural,Europe,"8° 35'40.9""W","41° 07'18.4""N ",WGS84,41.11900,-8.58358,30,WGS84,100,2009-05-30,yellow pan trap,Rui Andrade,false,2009-05-30,2009-05-30 / 2009-05-30,2009-05-30,
