occurrenceID,type,basisOfRecord,eventID,samplingProtocol,collectedBy,scientificName,individualCount,sex,identifiedBy,dateIdentified,collectionCode,preparations
PT:DOL:97663,event,preservedSpecimen,PT:2013:008:RA,sweep net,Rui Andrade,"Anepsiomyia flaviventris (Meigen, 1824)",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97185,event,preservedSpecimen,PT:2013:030:AG,sweep net,Ana Rita Gonçalves,"Anepsiomyia flaviventris (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97420,event,preservedSpecimen,PT:2012:041:RA,sweep net,Rui Andrade,"Anepsiomyia flaviventris (Meigen, 1824)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97652,event,preservedSpecimen,PT:2013:116:RA,sweep net,Rui Andrade,"Anepsiomyia flaviventris (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96763,event,preservedSpecimen,PT:2015:234:RA,sweep net,Rui Andrade,"Anepsiomyia flaviventris (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97732,event,preservedSpecimen,PT:2016:371:RA,sweep net,Rui Andrade,"Anepsiomyia flaviventris (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95709,event,preservedSpecimen,PT:2011:003:JA,sweep net,Jorge Mota Almeida,"Aphrosylus argyreatus Frey, 1945",2,1 male | 1 female,Marc Pollet,2012-02-07,MAPC,Wet | 75% alcohol
PT:DOL:96072,event,preservedSpecimen,PT:2011:060:RA,sweep net,Rui Andrade,"Aphrosylus argyreatus Frey, 1945",2,1 male | 1 female,Marc Pollet,2012-02-07,MAPC,Wet | 75% alcohol
PT:DOL:97518,event,preservedSpecimen,PT:2012:090:RA,sweep net,Rui Andrade,"Aphrosylus argyreatus Frey, 1945",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98028,event,preservedSpecimen,PT:2016:400:RA,collection by hand,Rui Andrade,"Aphrosylus argyreatus Frey, 1945",4,3 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96270,event,preservedSpecimen,PT:2011:127:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",15,5 male | 10 female,Marc Pollet,2011-12-14,MAPC,Wet | 75% alcohol
PT:DOL:96289,event,preservedSpecimen,PT:2009:136:RA,collection by hand,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",7,5 male | 2 female,Marc Pollet,2012-01-10,IRSNB,Wet | 75% alcohol
PT:DOL:96495,event,preservedSpecimen,PT:2011:242:RA,collection by hand,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",1,1 male | 0 female,Marc Pollet,2012-01-28,IRSNB,Wet | 75% alcohol
PT:DOL:96680,event,preservedSpecimen,PT:2012:069:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97516,event,preservedSpecimen,PT:2012:090:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",8,2 male | 6 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97520,event,preservedSpecimen,PT:2012:136:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",7,4 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98051,event,preservedSpecimen,PT:2016:397:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",4,3 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97330,event,preservedSpecimen,PT:2013:180:AG,sweep net,Ana Rita Gonçalves,"Aphrosylus celtiber Haliday, 1855",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97521,event,preservedSpecimen,PT:2013:298:RA,sweep net,Rui Andrade,"Aphrosylus celtiber Haliday, 1855",5,1 male | 4 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96269,event,preservedSpecimen,PT:2011:127:RA,sweep net,Rui Andrade,"Aphrosylus ferox Haliday, 1851",45,17 male | 28 female,Marc Pollet,2011-12-14,MAPC,Wet | 75% alcohol
PT:DOL:96071,event,preservedSpecimen,PT:2011:060:RA,sweep net,Rui Andrade,"Aphrosylus ferox Haliday, 1851",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96496,event,preservedSpecimen,PT:2011:242:RA,collection by hand,Rui Andrade,"Aphrosylus ferox Haliday, 1851",2,0 male | 2 female,Marc Pollet,2012-01-28,IRSNB,Wet | 75% alcohol
PT:DOL:97515,event,preservedSpecimen,PT:2012:090:RA,sweep net,Rui Andrade,"Aphrosylus ferox Haliday, 1851",47,30 male | 17 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97519,event,preservedSpecimen,PT:2012:136:RA,sweep net,Rui Andrade,"Aphrosylus ferox Haliday, 1851",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98027,event,preservedSpecimen,PT:2016:400:RA,collection by hand,Rui Andrade,"Aphrosylus ferox Haliday, 1851",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98046,event,preservedSpecimen,PT:2016:403:RA,sweep net,Rui Andrade,"Aphrosylus ferox Haliday, 1851",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97893,event,preservedSpecimen,PT:2014:045:MP,sweep net,Marc Pollet,"Aphrosylus mitis Verrall, 1912",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97947,event,preservedSpecimen,PT:2014:035:MP,sweep net,Marc Pollet,"Argyra argyria (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98193,event,preservedSpecimen,PT:2013:154:AG,sweep net,Ana Rita Gonçalves,"Argyra argyria (Meigen, 1824)",3,1 male | 2 female,Marc Pollet,2018-06-04,MAPC,Wet | 75% alcohol
PT:DOL:96770,event,preservedSpecimen,PT:2015:313:RA,sweep net,Rui Andrade,"Argyra diaphana (Fabricius, 1775)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97328,event,preservedSpecimen,PT:2012:124:RA,sweep net,Rui Andrade,"Argyra discedens Becker, 1907",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96111,event,preservedSpecimen,PT:2011:069:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",4,1 male | 3 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96477,event,preservedSpecimen,PT:2011:238:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:95844,event,preservedSpecimen,PT:2011:030:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",2,2 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95691,event,preservedSpecimen,PT:2011:001:JA,sweep net,Jorge Mota Almeida,"Argyra leucocephala (Meigen, 1824)",8,7 male | 1 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:95827,event,preservedSpecimen,PT:2011:024:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95850,event,preservedSpecimen,PT:2010:041:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95839,event,preservedSpecimen,PT:2011:029:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96506,event,preservedSpecimen,PT:2011:246:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:95845,event,preservedSpecimen,PT:2010:023:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",9,4 male | 5 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95947,event,preservedSpecimen,PT:2011:036:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:95852,event,preservedSpecimen,PT:2010:047:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:95847,event,preservedSpecimen,PT:2010:026:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96632,event,preservedSpecimen,PT:2012:015:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97617,event,preservedSpecimen,PT:2012:028:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96537,event,preservedSpecimen,PT:2012:056:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96545,event,preservedSpecimen,PT:2013:065:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96549,event,preservedSpecimen,PT:2013:070:AG,sweep net,Ana Rita Gonçalves,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97034,event,preservedSpecimen,PT:2013:105:AG,sweep net,Ana Rita Gonçalves,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97045,event,preservedSpecimen,PT:2013:131:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97453,event,preservedSpecimen,PT:2013:142:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98065,event,preservedSpecimen,PT:2016:401:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98194,event,preservedSpecimen,PT:2013:154:AG,sweep net,Ana Rita Gonçalves,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2018-06-04,MAPC,Wet | 75% alcohol
PT:DOL:96560,event,preservedSpecimen,PT:2014:248:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96792,event,preservedSpecimen,PT:2015:280:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96719,event,preservedSpecimen,PT:2015:306:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96726,event,preservedSpecimen,PT:2014:316:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97788,event,preservedSpecimen,PT:2016:374:RA,sweep net,Rui Andrade,"Argyra leucocephala (Meigen, 1824)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95936,event,preservedSpecimen,PT:2011:034:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97829,event,preservedSpecimen,PT:2014:022:MP,sweep net,Marc Pollet,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97915,event,preservedSpecimen,PT:2014:059:MP,sweep net,Marc Pollet,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95955,event,preservedSpecimen,PT:2011:036:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96010,event,preservedSpecimen,PT:2011:048:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96037,event,preservedSpecimen,PT:2011:055:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",5,1 male | 4 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97484,event,preservedSpecimen,PT:2013:094:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97290,event,preservedSpecimen,PT:2013:162:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97739,event,preservedSpecimen,PT:2016:361:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97784,event,preservedSpecimen,PT:2016:360:RA,sweep net,Rui Andrade,"Argyra perplexa Becker, 1918",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98083,event,preservedSpecimen,PT:2016:396:RA,sweep net,Rui Andrade,"Argyra vestita (Wiedemann, 1817)",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95723,event,preservedSpecimen,PT:2011:009:JA,sweep net,Jorge Mota Almeida,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:97645,event,preservedSpecimen,PT:2013:036:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97256,event,preservedSpecimen,PT:2013:040:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97168,event,preservedSpecimen,PT:2013:084:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97461,event,preservedSpecimen,PT:2013:144:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98040,event,preservedSpecimen,PT:2016:389:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97003,event,preservedSpecimen,PT:2014:223:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96876,event,preservedSpecimen,PT:2014:224:AG,sweep net,Ana Rita Gonçalves,"Campsicnemus armoricanus Parent, 1926",8,4 male | 4 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96887,event,preservedSpecimen,PT:2014:249:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96839,event,preservedSpecimen,PT:2014:291:AG,sweep net,Ana Rita Gonçalves,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98099,event,preservedSpecimen,PT:2015:403:AG,sweep net,Ana Rita Gonçalves,"Campsicnemus armoricanus Parent, 1926",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96962,event,preservedSpecimen,PT:2015:335:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96784,event,preservedSpecimen,PT:2015:350:RA,sweep net,Rui Andrade,"Campsicnemus armoricanus Parent, 1926",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96146,event,preservedSpecimen,PT:2010:049:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",3,1 male | 2 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:97971,event,preservedSpecimen,PT:2014:009:ADB,sweep net,Anja De Braekeleer,"Campsicnemus curvipes (Fallén, 1823)",9,4 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95968,event,preservedSpecimen,PT:2011:040:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97808,event,preservedSpecimen,PT:2014:001:MP,sweep net,Marc Pollet,"Campsicnemus curvipes (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97817,event,preservedSpecimen,PT:2014:003:ADB,sweep net,Anja De Braekeleer,"Campsicnemus curvipes (Fallén, 1823)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97821,event,preservedSpecimen,PT:2014:039:MP,sweep net,Marc Pollet,"Campsicnemus curvipes (Fallén, 1823)",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95924,event,preservedSpecimen,PT:2011:033:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97926,event,preservedSpecimen,PT:2014:042:ADB,sweep net,Anja De Braekeleer,"Campsicnemus curvipes (Fallén, 1823)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95789,event,preservedSpecimen,PT:2011:017:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",7,5 male | 2 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96045,event,preservedSpecimen,PT:2011:056:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:95750,event,preservedSpecimen,PT:2011:002:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95738,event,preservedSpecimen,PT:2011:001:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,0 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95633,event,preservedSpecimen,PT:2010:006:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",2,2 male | 0 female,Marc Pollet,2011-04-26,MAPC,Wet | 75% alcohol
PT:DOL:97798,event,preservedSpecimen,PT:2014:007:MP,sweep net,Marc Pollet,"Campsicnemus curvipes (Fallén, 1823)",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96145,event,preservedSpecimen,PT:2011:075:RA,sweep net,Rui Andrade,"Campsicnemus curvipes (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
