occurrenceID,type,basisOfRecord,eventID,samplingProtocol,collectedBy,scientificName,individualCount,sex,identifiedBy,dateIdentified,collectionCode,preparations
PT:DOL:97733,event,preservedSpecimen,PT:2016:370:RA,sweep net,Rui Andrade,"Gymnopternus cupreus (Fallén, 1823)",3,2 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97747,event,preservedSpecimen,PT:2016:365:RA,sweep net,Rui Andrade,"Gymnopternus cupreus (Fallén, 1823)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97770,event,preservedSpecimen,PT:2016:358:RA,sweep net,Rui Andrade,"Gymnopternus cupreus (Fallén, 1823)",3,3 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96094,event,preservedSpecimen,PT:2011:063:RA,sweep net,Rui Andrade,"Gymnopternus silvestris (Pollet, 1990)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96522,event,preservedSpecimen,PT:2013:006:RA,sweep net,Rui Andrade,"Gymnopternus silvestris (Pollet, 1990)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96530,event,preservedSpecimen,PT:2013:021:RA,sweep net,Rui Andrade,"Gymnopternus silvestris (Pollet, 1990)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96558,event,preservedSpecimen,PT:2014:248:RA,sweep net,Rui Andrade,"Gymnopternus silvestris (Pollet, 1990)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96573,event,preservedSpecimen,PT:2015:351:RA,sweep net,Rui Andrade,"Gymnopternus silvestris (Pollet, 1990)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95787,event,preservedSpecimen,PT:2011:017:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95795,event,preservedSpecimen,PT:2011:019:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96208,event,preservedSpecimen,PT:2011:121:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96412,event,preservedSpecimen,PT:2011:211:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:97819,event,preservedSpecimen,PT:2014:039:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97958,event,preservedSpecimen,PT:2014:006:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",21,11 male | 10 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96343,event,preservedSpecimen,PT:2009:162:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96345,event,preservedSpecimen,PT:2009:163:RA,collection by hand,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,3 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96346,event,preservedSpecimen,PT:2009:164:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:97858,event,preservedSpecimen,PT:2014:037:ADB,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",9,2 male | 7 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97969,event,preservedSpecimen,PT:2014:009:ADB,sweep net,Anja De Braekeleer,"Hercostomus appendiculatus (Loew, 1859)",19,4 male | 15 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95771,event,preservedSpecimen,PT:2011:010:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,2 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:95764,event,preservedSpecimen,PT:2011:008:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,3 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:98175,event,preservedSpecimen,PT:2018:001:JM,sweep net,Jonas Mortelmans,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2018-05-23,MAPC,Wet | 75% alcohol
PT:DOL:95697,event,preservedSpecimen,PT:2011:002:JA,sweep net,Jorge Mota Almeida,"Hercostomus appendiculatus (Loew, 1859)",6,3 male | 3 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:97898,event,preservedSpecimen,PT:2014:034:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",4,4 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97882,event,preservedSpecimen,PT:2014:036:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",4,3 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95819,event,preservedSpecimen,PT:2011:024:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",7,4 male | 3 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96284,event,preservedSpecimen,PT:2009:134:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96279,event,preservedSpecimen,PT:2009:131:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",4,2 male | 2 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:97943,event,preservedSpecimen,PT:2014:035:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",45,36 male | 9 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96350,event,preservedSpecimen,PT:2009:166:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,1 male | 1 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:97849,event,preservedSpecimen,PT:2014:008:ADB,sweep net,Anja De Braekeleer,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95803,event,preservedSpecimen,PT:2011:020:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:96207,event,preservedSpecimen,PT:2011:118:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96426,event,preservedSpecimen,PT:2011:221:RA,yellow pan trap,Pedro Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:97908,event,preservedSpecimen,PT:2014:059:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97804,event,preservedSpecimen,PT:2014:033:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95742,event,preservedSpecimen,PT:2011:001:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,2 male | 1 female,Marc Pollet,2011-06-18,MAPC,Wet | 75% alcohol
PT:DOL:97800,event,preservedSpecimen,PT:2014:005:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",15,6 male | 9 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96418,event,preservedSpecimen,PT:2011:214:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96333,event,preservedSpecimen,PT:2009:158:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,0 male | 2 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96204,event,preservedSpecimen,PT:2011:109:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,0 male | 2 female,Marc Pollet,2011-12-04,MAPC,Wet | 75% alcohol
PT:DOL:96201,event,preservedSpecimen,PT:2011:087:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96409,event,preservedSpecimen,PT:2011:209:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:97922,event,preservedSpecimen,PT:2014:032:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",11,6 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95684,event,preservedSpecimen,PT:2011:012:VJ,collection by hand,Valter Jacinto,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2011-05-08,MAPC,Wet | 75% alcohol
PT:DOL:97927,event,preservedSpecimen,PT:2014:029:MP,sweep net,Marc Pollet,"Hercostomus appendiculatus (Loew, 1859)",4,3 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95705,event,preservedSpecimen,PT:2011:003:JA,sweep net,Jorge Mota Almeida,"Hercostomus appendiculatus (Loew, 1859)",11,5 male | 6 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:96382,event,preservedSpecimen,PT:2009:183:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:97058,event,preservedSpecimen,PT:2013:016:AG,collection by hand,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97421,event,preservedSpecimen,PT:2012:041:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97524,event,preservedSpecimen,PT:2013:044:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96607,event,preservedSpecimen,PT:2012:060:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96609,event,preservedSpecimen,PT:2012:062:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96679,event,preservedSpecimen,PT:2012:069:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97529,event,preservedSpecimen,PT:2013:100:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97590,event,preservedSpecimen,PT:2013:114:AG,sweep net,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",4,4 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97493,event,preservedSpecimen,PT:2013:118:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97044,event,preservedSpecimen,PT:2013:131:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97056,event,preservedSpecimen,PT:2013:134:AG,collection by hand,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97443,event,preservedSpecimen,PT:2012:135:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97455,event,preservedSpecimen,PT:2013:144:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98052,event,preservedSpecimen,PT:2016:383:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97704,event,preservedSpecimen,PT:2014:168:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96975,event,preservedSpecimen,PT:2014:194:AG,sweep net,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96966,event,preservedSpecimen,PT:2015:201:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96793,event,preservedSpecimen,PT:2015:280:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97385,event,preservedSpecimen,PT:2014:303:RA,collection by hand,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96720,event,preservedSpecimen,PT:2015:306:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97011,event,preservedSpecimen,PT:2014:307:RA,yellow pan trap,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96844,event,preservedSpecimen,PT:2015:319:AG,sweep net,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",12,7 male | 5 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98101,event,preservedSpecimen,PT:2015:404:AG,sweep net,Ana Rita Gonçalves,"Hercostomus appendiculatus (Loew, 1859)",9,5 male | 4 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97507,event,preservedSpecimen,PT:2016:328:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97729,event,preservedSpecimen,PT:2016:371:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97736,event,preservedSpecimen,PT:2016:361:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97748,event,preservedSpecimen,PT:2016:365:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97750,event,preservedSpecimen,PT:2016:369:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",5,2 male | 3 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97753,event,preservedSpecimen,PT:2016:364:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97764,event,preservedSpecimen,PT:2016:363:RA,sweep net,Rui Andrade,"Hercostomus appendiculatus (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95688,event,preservedSpecimen,PT:2011:013:VJ,collection by hand,Valter Jacinto,"Hercostomus chetifer (Walker, 1849)",1,0 male | 1 female,Marc Pollet,2011-05-15,MAPC,Wet | 75% alcohol
PT:DOL:95680,event,preservedSpecimen,PT:2011:010:VJ,collection by hand,Valter Jacinto,"Hercostomus chetifer (Walker, 1849)",1,1 male | 0 female,Marc Pollet,2011-05-08,MAPC,Wet | 75% alcohol
PT:DOL:95975,event,preservedSpecimen,PT:2011:040:RA,sweep net,Rui Andrade,"Hercostomus chetifer (Walker, 1849)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97906,event,preservedSpecimen,PT:2014:010:ADB,sweep net,Anja De Braekeleer,"Hercostomus chetifer (Walker, 1849)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97227,event,preservedSpecimen,PT:2014:240:AG,sweep net,Ana Rita Gonçalves,"Hercostomus chetifer (Walker, 1849)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96157,event,preservedSpecimen,PT:2011:075:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",2,0 male | 2 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96057,event,preservedSpecimen,PT:2011:057:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:95964,event,preservedSpecimen,PT:2011:039:RA,collection by hand,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96358,event,preservedSpecimen,PT:2009:170:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96468,event,preservedSpecimen,PT:2011:237:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",3,1 male | 2 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96294,event,preservedSpecimen,PT:2009:140:RA,collection by hand,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,1 male | 0 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:96089,event,preservedSpecimen,PT:2011:063:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",2,2 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96370,event,preservedSpecimen,PT:2009:178:RA,yellow pan trap,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",2,0 male | 2 female,Marc Pollet,2012-01-10,MAPC,Wet | 75% alcohol
PT:DOL:97660,event,preservedSpecimen,PT:2013:008:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97674,event,preservedSpecimen,PT:2012:051:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97525,event,preservedSpecimen,PT:2013:092:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",10,2 male | 8 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96767,event,preservedSpecimen,PT:2015:171:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96858,event,preservedSpecimen,PT:2015:177:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97165,event,preservedSpecimen,PT:2014:189:AG,sweep net,Ana Rita Gonçalves,"Hercostomus germanus (Wiedemann, 1817)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96869,event,preservedSpecimen,PT:2015:198:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96873,event,preservedSpecimen,PT:2014:224:AG,sweep net,Ana Rita Gonçalves,"Hercostomus germanus (Wiedemann, 1817)",4,3 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96766,event,preservedSpecimen,PT:2015:234:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96825,event,preservedSpecimen,PT:2014:277:AG,sweep net,Ana Rita Gonçalves,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96831,event,preservedSpecimen,PT:2015:285:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96899,event,preservedSpecimen,PT:2015:305:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96775,event,preservedSpecimen,PT:2015:313:RA,sweep net,Rui Andrade,"Hercostomus germanus (Wiedemann, 1817)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98128,event,preservedSpecimen,PT:2015:409:AG,light trap,Ana Rita Gonçalves,"Hercostomus germanus (Wiedemann, 1817)",2,0 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97905,event,preservedSpecimen,PT:2014:010:ADB,sweep net,Anja De Braekeleer,"Hercostomus longiventris (Loew, 1857)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97954,event,preservedSpecimen,PT:2014:021:MP,sweep net,Marc Pollet,"Hercostomus longiventris (Loew, 1857)",2,1 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:95700,event,preservedSpecimen,PT:2011:002:JA,sweep net,Jorge Mota Almeida,"Hercostomus longiventris (Loew, 1857)",1,0 male | 1 female,Marc Pollet,2011-10-08,MAPC,Wet | 75% alcohol
PT:DOL:97740,event,preservedSpecimen,PT:2016:372:RA,sweep net,Rui Andrade,"Hercostomus longiventris (Loew, 1857)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96857,event,preservedSpecimen,PT:2015:177:RA,sweep net,Rui Andrade,"Hercostomus nigripennis (Fallén, 1823)",4,2 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96466,event,preservedSpecimen,PT:2011:237:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2012-01-28,MAPC,Wet | 75% alcohol
PT:DOL:96077,event,preservedSpecimen,PT:2011:063:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",6,3 male | 3 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96143,event,preservedSpecimen,PT:2011:075:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",8,4 male | 4 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:96024,event,preservedSpecimen,PT:2011:052:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2011-10-30,MAPC,Wet | 75% alcohol
PT:DOL:97488,event,preservedSpecimen,PT:2013:118:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",3,1 male | 2 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97456,event,preservedSpecimen,PT:2013:144:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",3,2 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96735,event,preservedSpecimen,PT:2013:148:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:98008,event,preservedSpecimen,PT:2016:390:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,0 male | 1 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96849,event,preservedSpecimen,PT:2014:149:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96855,event,preservedSpecimen,PT:2015:177:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",6,6 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:97169,event,preservedSpecimen,PT:2013:179:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96863,event,preservedSpecimen,PT:2015:198:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",2,2 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96965,event,preservedSpecimen,PT:2015:201:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
PT:DOL:96801,event,preservedSpecimen,PT:2014:203:RA,sweep net,Rui Andrade,"Hercostomus pilifer (Loew, 1859)",1,1 male | 0 female,Marc Pollet,2017-01-30,MAPC,Wet | 75% alcohol
