occurrrenceID;eventDataControle;eventData;waterBody;locality;X;Y;vernacularName;lenght;weight;individualCount;dataSet;samplingProtocol;Mesohabitat;habitat
INBO:AQ:2518;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;84;8;;Ijse;;;
INBO:AQ:2519;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn x rietvoorn;110;18;;Ijse;;;
INBO:AQ:2520;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;92;11;;Ijse;;;
INBO:AQ:2521;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;101;14;;Ijse;;;
INBO:AQ:2522;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;10;;Ijse;;;
INBO:AQ:2523;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;9;;Ijse;;;
INBO:AQ:2524;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;91;10;;Ijse;;;
INBO:AQ:2525;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;87;9;;Ijse;;;
INBO:AQ:2526;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;84;10;;Ijse;;;
INBO:AQ:2527;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;80;8;;Ijse;;;
INBO:AQ:2528;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;85;8;;Ijse;;;
INBO:AQ:2529;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;93;11;;Ijse;;;
INBO:AQ:2530;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;103;19;;Ijse;;;
INBO:AQ:2531;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;81;7;;Ijse;;;
INBO:AQ:2532;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;102;16;;Ijse;;;
INBO:AQ:2533;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;87;9;;Ijse;;;
INBO:AQ:2534;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;15;;Ijse;;;
INBO:AQ:2535;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;95;13;;Ijse;;;
INBO:AQ:2536;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;15;;Ijse;;;
INBO:AQ:2537;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;93;11;;Ijse;;;
INBO:AQ:2538;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;13;;Ijse;;;
INBO:AQ:2539;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;105;17;;Ijse;;;
INBO:AQ:2540;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;106;14;;Ijse;;;
INBO:AQ:2541;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;97;13;;Ijse;;;
INBO:AQ:2542;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;95;14;;Ijse;;;
INBO:AQ:2543;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;12;;Ijse;;;
INBO:AQ:2544;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;101;15;;Ijse;;;
INBO:AQ:2545;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;96;13;;Ijse;;;
INBO:AQ:2546;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;88;10;;Ijse;;;
INBO:AQ:2547;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;11;;Ijse;;;
INBO:AQ:2548;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;11;;Ijse;;;
INBO:AQ:2549;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;9;;Ijse;;;
INBO:AQ:2550;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;83;9;;Ijse;;;
INBO:AQ:2551;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;10;;Ijse;;;
INBO:AQ:2552;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;86;9;;Ijse;;;
INBO:AQ:2553;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;87;9;;Ijse;;;
INBO:AQ:2554;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;97;14;;Ijse;;;
INBO:AQ:2555;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;82;5;;Ijse;;;
INBO:AQ:2556;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;83;7;;Ijse;;;
INBO:AQ:2557;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;92;11;;Ijse;;;
INBO:AQ:2558;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;90;12;;Ijse;;;
INBO:AQ:2559;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;87;9;;Ijse;;;
INBO:AQ:2560;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;102;16;;Ijse;;;
INBO:AQ:2561;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;97;13;;Ijse;;;
INBO:AQ:2562;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;12;;Ijse;;;
INBO:AQ:2563;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;92;13;;Ijse;;;
INBO:AQ:2564;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;102;15;;Ijse;;;
INBO:AQ:2565;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;95;12;;Ijse;;;
INBO:AQ:2566;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;12;;Ijse;;;
INBO:AQ:2567;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;39;9;;Ijse;;;
INBO:AQ:2568;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;92;12;;Ijse;;;
INBO:AQ:2569;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;10;;Ijse;;;
INBO:AQ:2570;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;12;;Ijse;;;
INBO:AQ:2571;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;96;13;;Ijse;;;
INBO:AQ:2572;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;89;11;;Ijse;;;
INBO:AQ:2573;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;11;;Ijse;;;
INBO:AQ:2574;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;12;;Ijse;;;
INBO:AQ:2575;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;99;14;;Ijse;;;
INBO:AQ:2576;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;13;;Ijse;;;
INBO:AQ:2577;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;100;15;;Ijse;;;
INBO:AQ:2578;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;14;;Ijse;;;
INBO:AQ:2579;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;88;10;;Ijse;;;
INBO:AQ:2580;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;14;;Ijse;;;
INBO:AQ:2581;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;11;;Ijse;;;
INBO:AQ:2582;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;13;;Ijse;;;
INBO:AQ:2583;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;11;;Ijse;;;
INBO:AQ:2584;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;93;11;;Ijse;;;
INBO:AQ:2585;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;11;;Ijse;;;
INBO:AQ:2586;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;80;7;;Ijse;;;
INBO:AQ:2587;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;82;8;;Ijse;;;
INBO:AQ:2588;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;90;9;;Ijse;;;
INBO:AQ:2589;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;11;;Ijse;;;
INBO:AQ:2590;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;12;;Ijse;;;
INBO:AQ:2591;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;103;13;;Ijse;;;
INBO:AQ:2592;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;96;13;;Ijse;;;
INBO:AQ:2593;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;97;13;;Ijse;;;
INBO:AQ:2594;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;100;14;;Ijse;;;
INBO:AQ:2595;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;107;18;;Ijse;;;
INBO:AQ:2596;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;14;;Ijse;;;
INBO:AQ:2597;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;92;11;;Ijse;;;
INBO:AQ:2598;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;106;18;;Ijse;;;
INBO:AQ:2599;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;14;;Ijse;;;
INBO:AQ:2600;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;10;;Ijse;;;
INBO:AQ:2601;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;85;7;;Ijse;;;
INBO:AQ:2602;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;97;12;;Ijse;;;
INBO:AQ:2603;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;rietvoorn;76;7;;Ijse;;;
INBO:AQ:2604;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;91;11;;Ijse;;;
INBO:AQ:2605;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;95;12;;Ijse;;;
INBO:AQ:2606;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;93;8;;Ijse;;;
INBO:AQ:2607;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;90;10;;Ijse;;;
INBO:AQ:2608;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;75;5;;Ijse;;;
INBO:AQ:2609;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;84;8;;Ijse;;;
INBO:AQ:2610;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;95;13;;Ijse;;;
INBO:AQ:2611;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;90;11;;Ijse;;;
INBO:AQ:2612;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;96;13;;Ijse;;;
INBO:AQ:2613;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;10;;Ijse;;;
INBO:AQ:2614;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;15;;Ijse;;;
INBO:AQ:2615;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;91;11;;Ijse;;;
INBO:AQ:2616;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;91;12;;Ijse;;;
INBO:AQ:2617;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;106;18;;Ijse;;;
INBO:AQ:2618;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;95;13;;Ijse;;;
INBO:AQ:2619;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;98;14;;Ijse;;;
INBO:AQ:2620;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;102;16;;Ijse;;;
INBO:AQ:2621;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;93;11;;Ijse;;;
INBO:AQ:2622;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;97;13;;Ijse;;;
INBO:AQ:2623;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;85;9;;Ijse;;;
INBO:AQ:2624;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;99;13;;Ijse;;;
INBO:AQ:2625;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;95;12;;Ijse;;;
INBO:AQ:2626;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;105;18;;Ijse;;;
INBO:AQ:2627;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;88;10;;Ijse;;;
INBO:AQ:2628;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;94;13;;Ijse;;;
INBO:AQ:2629;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;90;11;;Ijse;;;
INBO:AQ:2630;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;98;13;;Ijse;;;
INBO:AQ:2631;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;baars;100;15;;Ijse;;;
INBO:AQ:2632;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;92;13;;Ijse;;;
INBO:AQ:2633;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;blankvoorn;90;11;;Ijse;;;
INBO:AQ:2634;22/05/2017;22/05/2017;;grote vijver Ijsebroeken;163086,928;163230,37;brasem;87;9;;Ijse;;;
INBO:AQ:2635;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;beekforel;117,6;21,7;;Ijse;;;
INBO:AQ:2636;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;kopvoorn;122;21,6;;Ijse;;;
INBO:AQ:2637;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;62;3;;Ijse;;;
INBO:AQ:2638;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;54;2,4;;Ijse;;;
INBO:AQ:2639;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;53;2;;Ijse;;;
INBO:AQ:2640;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;53;1,4;;Ijse;;;
INBO:AQ:2641;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;65;3,6;;Ijse;;;
INBO:AQ:2642;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;62;3,6;;Ijse;;;
INBO:AQ:2643;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;57;2,8;;Ijse;;;
INBO:AQ:2644;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;37;0,6;;Ijse;;;
INBO:AQ:2645;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;52;1,3;;Ijse;;;
INBO:AQ:2646;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;38;0,8;;Ijse;;;
INBO:AQ:2647;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;49;1,4;;Ijse;;;
INBO:AQ:2648;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;45;0,9;;Ijse;;;
INBO:AQ:2649;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;driedoornige stekelbaars;37;0,3;;Ijse;;;
INBO:AQ:2650;22/05/2017;22/05/2017;Ijse;recht traject 1;162811,838;162934,428;paling;560;525,9;;Ijse;;;
INBO:AQ:2651;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;kopvoorn;264;234;;Ijse;;;
INBO:AQ:2652;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;52;1,7;;Ijse;;;
INBO:AQ:2653;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;69;4,1;;Ijse;;;
INBO:AQ:2654;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;63;3,6;;Ijse;;;
INBO:AQ:2655;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;60;2,9;;Ijse;;;
INBO:AQ:2656;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;62;2,9;;Ijse;;;
INBO:AQ:2657;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;63;3,2;;Ijse;;;
INBO:AQ:2658;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;57;2,6;;Ijse;;;
INBO:AQ:2659;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;63;3,3;;Ijse;;;
INBO:AQ:2660;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;37;0,5;;Ijse;;;
INBO:AQ:2661;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;58;2,2;;Ijse;;;
INBO:AQ:2662;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;52;1,5;;Ijse;;;
INBO:AQ:2663;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;52;1,1;;Ijse;;;
INBO:AQ:2664;22/05/2017;22/05/2017;Ijse;recht traject 2;163131,941;163196,16;driedoornige stekelbaars;60;3,1;;Ijse;;;
INBO:AQ:2665;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;227;169,9;;Ijse;;;
INBO:AQ:2666;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;211;131,9;;Ijse;;;
INBO:AQ:2667;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;157;49;;Ijse;;;
INBO:AQ:2668;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;197;106,1;;Ijse;;;
INBO:AQ:2669;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;69;3,4;;Ijse;;;
INBO:AQ:2670;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;52;1,6;;Ijse;;;
INBO:AQ:2671;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;227;140,7;;Ijse;;;
INBO:AQ:2672;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;187;90,3;;Ijse;;;
INBO:AQ:2673;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;210;166,8;;Ijse;;;
INBO:AQ:2674;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;152;44,7;;Ijse;;;
INBO:AQ:2675;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;156;56,3;;Ijse;;;
INBO:AQ:2676;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;58;3,2;;Ijse;;;
INBO:AQ:2677;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;52;3;;Ijse;;;
INBO:AQ:2678;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;64;3,2;;Ijse;;;
INBO:AQ:2679;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;208;120,7;;Ijse;;;
INBO:AQ:2680;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;200;120,1;;Ijse;;;
INBO:AQ:2681;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;202;120,9;;Ijse;;;
INBO:AQ:2682;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;serpeling;76;6,2;;Ijse;;;
INBO:AQ:2683;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;47;1,1;;Ijse;;;
INBO:AQ:2684;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;279;278,1;;Ijse;;;
INBO:AQ:2685;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;163;57,9;;Ijse;;;
INBO:AQ:2686;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;117;24,8;;Ijse;;;
INBO:AQ:2687;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;153;52,8;;Ijse;;;
INBO:AQ:2688;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;182;84,8;;Ijse;;;
INBO:AQ:2689;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;187;89,4;;Ijse;;;
INBO:AQ:2690;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;serpeling;81;5,7;;Ijse;;;
INBO:AQ:2691;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;serpeling;84;6,6;;Ijse;;;
INBO:AQ:2692;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;153;49,9;;Ijse;;;
INBO:AQ:2693;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;riviergrondel;102;13,1;;Ijse;;;
INBO:AQ:2694;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;baars;107;17,2;;Ijse;;;
INBO:AQ:2695;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;riviergrondel;108;14,7;;Ijse;;;
INBO:AQ:2696;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;serpeling;73;4,1;;Ijse;;;
INBO:AQ:2697;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;153;54,8;;Ijse;;;
INBO:AQ:2698;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;serpeling;172;64,1;;Ijse;;;
INBO:AQ:2699;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;198;124,2;;Ijse;;;
INBO:AQ:2700;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;158;61;;Ijse;;;
INBO:AQ:2701;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;172;69,5;;Ijse;;;
INBO:AQ:2702;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;182;84,3;;Ijse;;;
INBO:AQ:2703;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;riviergrondel;117;18,1;;Ijse;;;
INBO:AQ:2704;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;47;1;;Ijse;;;
INBO:AQ:2705;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;56;2,2;;Ijse;;;
INBO:AQ:2706;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;62;3,8;;Ijse;;;
INBO:AQ:2707;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;184;91,3;;Ijse;;;
INBO:AQ:2708;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;riviergrondel;110;17,4;;Ijse;;;
INBO:AQ:2709;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;67;4,7;;Ijse;;;
INBO:AQ:2710;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;57;2,9;;Ijse;;;
INBO:AQ:2711;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;62;3;;Ijse;;;
INBO:AQ:2712;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;184;82,4;;Ijse;;;
INBO:AQ:2713;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;184;90,1;;Ijse;;;
INBO:AQ:2714;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;kopvoorn;147;41,8;;Ijse;;;
INBO:AQ:2715;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;beekforel;224;157,3;;Ijse;;;
INBO:AQ:2716;22/05/2017;22/05/2017;Ijse;recht traject 3;163618,212;163548,929;driedoornige stekelbaars;64;3,9;;Ijse;;;
