occurrrenceID;eventDataControle;eventData;waterBody;locality;X;Y;vernacularName;lenght;weight;individualCount;dataSet;samplingProtocol;Mesohabitat;habitat
INBO:AQ:484;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_A;152539,338;183111,462;baars;94;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:485;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_A;152539,338;183111,462;baars;155;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:486;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;75;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:487;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;76;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:488;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;77;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:489;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;78;;4;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:490;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;79;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:491;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;81;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:492;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;82;;3;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:493;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;83;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:494;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;84;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:495;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;85;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:496;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;87;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:497;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;88;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:498;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;91;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:499;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;93;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:500;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;95;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:501;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;100;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:502;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;147;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:503;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4b_B;152257,821;183714,713;baars;160;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:504;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;62;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:505;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;75;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:506;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;78;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:507;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;79;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:508;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;80;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:509;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;82;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:510;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;84;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:511;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;85;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:512;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;86;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:513;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;88;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:514;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;89;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:515;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;90;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:516;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;91;;2;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:517;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;92;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:518;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;94;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:519;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;96;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:520;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;105;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:521;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;164;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:522;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;172;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:523;2/09/2014;2/09/2014;Kanaal Brussel-Schelde;LO Grimbergen zone 4a;152143,521;183945,43;baars;178;;1;NTMBZeekanaal;schietfuiken;NTMB;breuksteen
INBO:AQ:524;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;86;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:525;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;92;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:526;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;93;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:527;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;94;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:528;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;95;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:529;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;96;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:530;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;99;;2;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:531;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;103;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:532;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;104;;2;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:533;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;112;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:534;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;143396,457;199875,659;baars;121;;1;NTMBZeekanaal;schietfuiken;VVO;betonnen kopbalk
INBO:AQ:535;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 1;145583,319;200539,564;baars;90;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:536;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;71;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:537;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;73;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:538;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;74;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:539;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;76;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:540;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;77;;3;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:541;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;79;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:542;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;83;;2;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:543;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;88;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:544;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;93;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:545;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;106;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:546;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 2;145327,264;200389,792;baars;109;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:547;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;66;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:548;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;72;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:549;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;75;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:550;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;82;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:551;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;88;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:552;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;91;;2;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:553;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;131;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:554;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam zone 3;145322,009;200218,122;baars;225;;1;NTMBZeekanaal;schietfuiken;NTMB;moerasvegetaties
INBO:AQ:555;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;76;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:556;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;78;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:557;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;81;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:558;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;84;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:559;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;85;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:560;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;88;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:561;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;92;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:562;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;95;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:563;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;96;;2;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:564;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;98;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:565;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;99;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:566;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;102;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:567;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;108;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:568;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;RO Wintam;145328,14;200090,246;baars;210;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:569;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;baars;111;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:570;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;baars;142;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:571;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;baars;150;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:572;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142617,889;161353,806;baars;154;;1;NTMBZeekanaal;schietfuiken;VVO;schanskorven
INBO:AQ:573;4/09/2014;4/09/2014;Kanaal Brussel-Schelde;LO Lot;142638,982;161424,946;baars;111;;1;NTMBZeekanaal;schietfuiken;NTMB;riet
INBO:AQ:574;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;35;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:575;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;46;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:576;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;96;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:577;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;98;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:578;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;103;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:579;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;105;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:580;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;106;;2;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:581;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;107;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:582;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;108;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:583;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;115;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:584;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;118;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:585;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;131;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:586;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;136;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:587;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173789,027;176616,544;baars;145;;1;NTMBZeekanaal;elektrische bevissing;NTMB;riet
INBO:AQ:588;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173783,816;176541,299;baars;98;;1;NTMBZeekanaal;elektrische bevissing;VVO;riet
INBO:AQ:589;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;RO Aarschot;173783,816;176541,299;baars;116;;1;NTMBZeekanaal;elektrische bevissing;VVO;riet
INBO:AQ:590;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;84;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:591;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;90;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:592;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;93;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:593;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;94;;2;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:594;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;97;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:595;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;98;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:596;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;99;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:597;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;101;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:598;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;102;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:599;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;103;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:600;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;104;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:601;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;105;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:602;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;106;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:603;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;112;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:604;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;114;;2;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:605;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;118;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:606;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;122;;2;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:607;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;124;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:608;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;128;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:609;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;130;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:610;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Aarschot;173757,68;176640,121;baars;198;;1;NTMBZeekanaal;elektrische bevissing;VVO;schanskorven
INBO:AQ:611;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;27;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:612;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;28;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:613;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;29;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:614;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;30;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:615;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;31;;5;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:616;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;32;;8;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:617;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;33;;7;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:618;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;34;;18;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:619;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;35;;3;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:620;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;36;;5;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:621;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;37;;8;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:622;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;37;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:623;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;39;;3;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:624;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;41;;2;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:625;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;42;;3;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
INBO:AQ:626;23/06/2015;23/06/2015;Kanaal Leuven-Dijle;LO Herent;171334,748;180467,176;baars;115;;1;NTMBZeekanaal;elektrische bevissing;NTMB;moerasvegetaties
