occurrrenceID,eventDataControle,eventData,day,month,year,eventDate,waterBody,locality,X,Y,vernacularName,vernacularNameGBIF,verName,scientificName2,scientificName,lifeStage,lenght,weight,individualCount,dataSet,samplingProtocol,Mesohabitat,habitat
INBO:AQ:1246,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,88,,2,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:1247,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,115,,1,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:1248,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam zone 3,145322.009,200218.122,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,134,,3,NTMBZeekanaal,schietfuiken,NTMB,moerasvegetaties
INBO:AQ:1249,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,65,,4,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1250,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,66,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1251,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,67,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1252,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,68,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1253,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,70,,2,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1254,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,72,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1255,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,73,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1256,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,74,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1257,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,75,,3,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1258,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,76,,3,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1259,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,77,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1260,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,78,,3,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1261,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,80,,4,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1262,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,82,,2,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1263,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,85,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1264,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,86,,2,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1265,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,102,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1266,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,105,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1267,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,118,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1268,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,130,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1269,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,133,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1270,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,141,,2,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1271,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,147,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1272,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,152,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1273,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,162,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1274,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,164,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1275,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,165,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1276,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,173,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1277,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,183,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1278,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,190,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1279,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,RO Wintam,145328.14,200090.246,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,191,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1280,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,66,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1281,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,70,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1282,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,74,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1283,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,78,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1284,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,79,,2,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1285,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,80,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1286,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,81,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1287,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,126,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1288,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,130,,3,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1289,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,134,,3,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1290,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142617.889,161353.806,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,136,,1,NTMBZeekanaal,schietfuiken,VVO,schanskorven
INBO:AQ:1291,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,84,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1292,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,132,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1293,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,134,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1294,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,161,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1295,4/09/2014,4/09/2014,04,09,2014,2014-09-04,Kanaal Brussel-Schelde,LO Lot,142638.982,161424.946,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,165,,1,NTMBZeekanaal,schietfuiken,NTMB,riet
INBO:AQ:1296,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,20,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1297,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,22,,2,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1298,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,23,,2,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1299,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,24,,2,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1300,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,25,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1301,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,26,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1302,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Aarschot,173757.68,176640.121,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,24,,1,NTMBZeekanaal,elektrische bevissing,VVO,schanskorven
INBO:AQ:1303,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,18,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1304,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,19,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1305,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,20,,14,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1306,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,21,,21,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1307,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,22,,53,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1308,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,23,,50,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1309,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,24,,41,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1310,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,25,,27,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1311,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,26,,10,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1312,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,27,,8,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1313,23/06/2015,23/06/2015,23,06,2015,2015-06-23,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,28,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1314,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Leuven-Dijle,LO stroomopwaarts Bieststraat,163228.966,185098.805,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,19,,1,NTMBZeekanaal,elektrische bevissing,VVO,schanskorven
INBO:AQ:1315,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Leuven-Dijle,LO stroomopwaarts Bieststraat,163228.966,185098.805,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,24,,1,NTMBZeekanaal,elektrische bevissing,VVO,schanskorven
INBO:AQ:1316,24/06/2014,24/06/2014,24,06,2014,2014-06-24,Kanaal Leuven-Dijle,LO stroomopwaarts Bieststraat,163228.966,185098.805,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,29,,1,NTMBZeekanaal,elektrische bevissing,VVO,schanskorven
INBO:AQ:1317,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,41,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1318,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,RO Aarschot,173789.027,176616.544,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,48,,1,NTMBZeekanaal,elektrische bevissing,NTMB,riet
INBO:AQ:1319,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,RO Aarschot,173783.816,176541.299,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,42,,1,NTMBZeekanaal,elektrische bevissing,VVO,riet
INBO:AQ:1320,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,RO Aarschot,173783.816,176541.299,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,43,,1,NTMBZeekanaal,elektrische bevissing,VVO,riet
INBO:AQ:1321,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,RO Aarschot,173783.816,176541.299,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,45,,1,NTMBZeekanaal,elektrische bevissing,VVO,riet
INBO:AQ:1322,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,37,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1323,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,38,,2,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1324,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,40,,6,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1325,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,41,,3,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1326,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO Herent,171334.748,180467.176,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,45,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
INBO:AQ:1327,28/07/2015,28/07/2015,28,07,2015,2015-07-28,Kanaal Leuven-Dijle,LO stroomafwaarts Bieststraat,162275,186062.066,blankvoorn,Blankvoorn,,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus (Linnaeus, 1758)", ,37,,1,NTMBZeekanaal,elektrische bevissing,NTMB,moerasvegetaties
